Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Kacper Kozłowski,96145145.0,14.45,14.45,14.45,14.45,13.05,13.05,13.8,13.8,12.71,12.71
Lorenzo Gaetani,2000508210.0,9.7,9.7,9.7,9.7,8.75,8.75,9.1,9.1,8.62,8.62
Luan Dongsheng,2000434025.0,12.35,12.35,12.35,12.35,10.8,10.8,11.55,11.55,10.42,10.42
Bjarnólfur Guðbrandsson,2000193662.0,11.9,11.9,11.9,11.9,9.8,9.8,11.3,11.3,10.58,10.58
Mattia Montanino,2000189328.0,12.25,12.25,12.25,12.25,12.0,12.0,12.1,12.1,11.75,11.75
Liam Chipperfield,2000014487.0,13.4,13.4,13.4,13.4,10.9,10.9,13.35,13.35,10.33,10.33
Valentin Antov,22067326.0,12.65,12.65,12.65,12.65,11.7,11.7,11.95,11.95,12.33,12.33
Tommaso Milanese,43425493.0,14.15,14.15,14.15,14.15,13.55,13.55,13.8,13.8,13.0,13.0
Umberto Cambi,2000568672.0,8.25,8.25,8.25,8.25,8.85,8.85,7.65,7.65,8.67,8.67
Andrzej Długołęcki,2000506192.0,7.3,7.3,7.3,7.3,7.8,7.8,7.05,7.05,8.0,8.0
Antonello Raho,2000323423.0,11.95,11.95,11.95,11.95,13.9,13.9,11.75,11.75,12.92,12.92
Krzysztof Piątek,96054420.0,10.5,10.5,10.5,10.5,10.35,10.35,11.2,11.2,10.62,10.62
Marko Bulat,24057489.0,14.15,14.15,14.15,14.15,12.75,12.75,13.8,13.8,12.58,12.58
Santi Ramos Mingo,14219093.0,11.05,11.05,11.05,11.05,10.75,10.75,10.5,10.5,11.46,11.46
Edoardo Gasparello,2000568421.0,11.1,11.1,11.1,11.1,11.2,11.2,10.6,10.6,11.92,11.92
Marco Biagiotti,2000568677.0,10.45,10.45,10.45,10.45,10.35,10.35,10.4,10.4,9.71,9.71
Stefan Paracampo,2000568674.0,9.25,9.25,9.25,9.25,8.9,8.9,8.85,8.85,9.33,9.33
Shpend Berisha,2000565103.0,11.95,11.95,11.95,11.95,10.85,10.85,11.75,11.75,10.46,10.46
Moreno Živković,2000056839.0,10.55,10.55,10.55,10.55,10.45,10.45,9.7,9.7,10.71,10.71
Jhan Núñez,2000416532.0,12.6,12.6,12.6,12.6,12.6,12.6,12.9,12.9,12.42,12.42
Troy Parrott,28122837.0,13.85,13.85,13.85,13.85,13.65,13.65,13.7,13.7,13.62,13.62
Adrián Pérez,2000272935.0,16.1,16.1,16.1,16.1,14.15,14.15,16.25,16.25,14.04,14.04
Florian Lemmens,2000199446.0,13.15,13.15,13.15,13.15,13.1,13.1,13.2,13.2,12.75,12.75
Christos Tzolis,36152916.0,13.75,13.75,13.75,13.75,13.0,13.0,13.85,13.85,11.83,11.83
Edoardo Piana,2000023993.0,6.7,6.7,6.7,6.7,6.5,6.5,6.3,6.3,6.71,6.71
Rafał Biegański,2000511223.0,8.5,8.5,8.5,8.5,7.05,7.05,7.9,7.9,7.12,7.12
Simone De Girolamo,2000194919.0,7.4,7.4,7.4,7.4,8.45,8.45,7.15,7.15,8.46,8.46
Florent Sinani,2000186510.0,7.15,7.15,7.15,7.15,7.4,7.4,6.9,6.9,7.33,7.33
Leo Greiml,16191211.0,12.15,12.15,12.15,12.15,11.8,11.8,11.15,11.15,12.17,12.17
Luca Campanile,2000065615.0,10.5,10.5,10.5,10.5,9.95,9.95,10.15,10.15,9.38,9.38
Elisha Owusu,48036651.0,13.55,13.55,13.55,13.55,12.45,12.45,13.15,13.15,12.33,12.33
Joshua Zirkzee,37060922.0,13.45,13.45,13.45,13.45,13.1,13.1,13.35,13.35,13.25,13.25
Lorenzo Montipò,43124226.0,9.75,9.75,9.75,9.75,8.85,8.85,9.2,9.2,9.0,9.0
Bruno Méndez,78089395.0,12.0,12.0,12.0,12.0,11.9,11.9,11.65,11.65,12.17,12.17
Melvin Bard,49041157.0,13.05,13.05,13.05,13.05,12.9,12.9,12.4,12.4,12.08,12.08
