Player,UID,WM,W,DW,IW,IF,WG
Kacper Kozłowski,96145145.0,13.3,13.05,11.95,14.45,13.8,12.71
Lorenzo Gaetani,2000508210.0,9.0,8.75,10.1,9.7,9.1,8.62
Luan Dongsheng,2000434025.0,10.95,10.8,9.8,12.35,11.55,10.42
Bjarnólfur Guðbrandsson,2000193662.0,10.7,9.8,11.3,11.9,11.3,10.58
Mattia Montanino,2000189328.0,12.55,12.0,12.35,12.25,12.1,11.75
Liam Chipperfield,2000014487.0,12.6,10.9,11.85,13.4,13.35,10.33
Valentin Antov,22067326.0,12.55,11.7,14.1,12.65,11.95,12.33
Tommaso Milanese,43425493.0,13.3,13.55,13.3,14.15,13.8,13.0
Umberto Cambi,2000568672.0,8.25,8.85,9.55,8.25,7.65,8.67
Andrzej Długołęcki,2000506192.0,7.3,7.8,8.45,7.3,7.05,8.0
Antonello Raho,2000323423.0,11.2,13.9,9.9,11.95,11.75,12.92
Krzysztof Piątek,96054420.0,9.6,10.35,9.6,10.5,11.2,10.62
Marko Bulat,24057489.0,13.3,12.75,13.1,14.15,13.8,12.58
Santi Ramos Mingo,14219093.0,11.05,10.75,11.85,11.05,10.5,11.46
Edoardo Gasparello,2000568421.0,10.8,11.2,13.0,11.1,10.6,11.92
Marco Biagiotti,2000568677.0,10.4,10.35,10.1,10.45,10.4,9.71
Stefan Paracampo,2000568674.0,9.7,8.9,9.9,9.25,8.85,9.33
Shpend Berisha,2000565103.0,12.0,10.85,12.6,11.95,11.75,10.46
Moreno Živković,2000056839.0,10.3,10.45,11.8,10.55,9.7,10.71
Jhan Núñez,2000416532.0,11.1,12.6,9.35,12.6,12.9,12.42
Troy Parrott,28122837.0,12.4,13.65,11.05,13.85,13.7,13.62
Adrián Pérez,2000272935.0,14.75,14.15,13.15,16.1,16.25,14.04
Florian Lemmens,2000199446.0,12.0,13.1,11.2,13.15,13.2,12.75
Christos Tzolis,36152916.0,12.2,13.0,11.2,13.75,13.85,11.83
Edoardo Piana,2000023993.0,5.25,6.5,6.3,6.7,6.3,6.71
Rafał Biegański,2000511223.0,6.45,7.05,8.5,8.5,7.9,7.12
Simone De Girolamo,2000194919.0,7.15,8.45,8.5,7.4,7.15,8.46
Florent Sinani,2000186510.0,6.15,7.4,7.35,7.15,6.9,7.33
Leo Greiml,16191211.0,11.45,11.8,12.8,12.15,11.15,12.17
Luca Campanile,2000065615.0,10.2,9.95,11.45,10.5,10.15,9.38
Elisha Owusu,48036651.0,12.9,12.45,14.4,13.55,13.15,12.33
Joshua Zirkzee,37060922.0,11.5,13.1,10.5,13.45,13.35,13.25
Lorenzo Montipò,43124226.0,7.95,8.85,8.85,9.75,9.2,9.0
Bruno Méndez,78089395.0,11.9,11.9,13.2,12.0,11.65,12.17
Melvin Bard,49041157.0,12.7,12.9,12.8,13.05,12.4,12.08
