Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Kacper Kozłowski,96145145.0,1.75,14.38,13.5,12.67,2.0,2.0,3.5,2.75
Lorenzo Gaetani,2000508210.0,0.0,11.0,10.0,9.67,0.0,0.0,0.0,0.0
Luan Dongsheng,2000434025.0,2.5,13.25,9.5,10.58,2.0,1.5,2.75,2.0
Bjarnólfur Guðbrandsson,2000193662.0,2.0,13.5,12.0,12.33,2.0,3.0,1.5,2.0
Mattia Montanino,2000189328.0,3.0,13.38,14.25,12.58,3.5,2.5,1.75,2.0
Liam Chipperfield,2000014487.0,2.5,11.38,13.25,12.58,2.5,2.0,2.0,3.5
Valentin Antov,22067326.0,2.5,12.88,11.75,15.58,2.0,2.5,2.5,2.25
Tommaso Milanese,43425493.0,4.0,14.25,14.5,13.5,3.0,2.5,3.0,2.25
Umberto Cambi,2000568672.0,0.0,11.0,11.25,11.5,0.0,0.0,0.0,0.0
Andrzej Długołęcki,2000506192.0,13.0,11.38,7.0,10.67,10.75,3.5,11.5,10.0
Antonello Raho,2000323423.0,3.5,15.0,16.5,12.25,2.0,4.5,2.5,1.5
Krzysztof Piątek,96054420.0,2.75,11.0,11.0,13.25,2.25,3.0,2.25,2.25
Marko Bulat,24057489.0,3.75,13.75,12.5,14.33,3.25,4.5,2.25,1.25
Santi Ramos Mingo,14219093.0,4.25,13.38,14.0,12.58,2.25,1.5,4.0,1.5
Edoardo Gasparello,2000568421.0,1.0,15.0,12.0,13.67,2.0,1.0,2.5,3.0
Marco Biagiotti,2000568677.0,2.25,13.5,12.5,11.5,3.25,1.5,2.75,2.0
Stefan Paracampo,2000568674.0,2.0,11.75,12.0,10.33,2.5,1.5,3.0,3.5
Shpend Berisha,2000565103.0,2.5,13.88,13.0,15.0,2.25,3.0,2.25,2.5
Moreno Živković,2000056839.0,1.75,13.75,15.5,13.67,3.25,2.0,3.0,3.5
Jhan Núñez,2000416532.0,1.75,13.62,12.5,10.75,2.0,1.5,3.5,3.25
Troy Parrott,28122837.0,2.25,14.38,14.0,12.17,2.25,2.5,3.5,2.0
Adrián Pérez,2000272935.0,2.75,14.88,12.5,13.25,2.25,2.0,2.25,3.0
Florian Lemmens,2000199446.0,2.25,14.5,12.5,13.58,2.5,5.0,1.5,3.25
Christos Tzolis,36152916.0,3.5,11.25,13.0,12.17,2.5,4.5,3.25,2.25
Edoardo Piana,2000023993.0,13.25,10.62,13.0,10.42,10.0,4.5,15.0,9.5
Rafał Biegański,2000511223.0,15.5,12.0,9.5,12.58,13.5,8.0,12.0,12.5
Simone De Girolamo,2000194919.0,13.0,11.88,10.5,10.5,10.25,3.5,13.5,11.5
Florent Sinani,2000186510.0,13.0,10.5,10.5,10.08,11.0,4.0,11.25,7.5
Leo Greiml,16191211.0,1.5,14.38,14.25,13.92,3.0,2.0,2.25,3.25
Luca Campanile,2000065615.0,3.25,13.62,13.25,11.92,3.25,2.0,2.0,2.5
Elisha Owusu,48036651.0,2.5,14.38,12.5,14.33,2.75,3.0,2.0,2.5
Joshua Zirkzee,37060922.0,3.0,14.25,13.5,12.5,2.75,3.5,2.5,1.75
Lorenzo Montipò,43124226.0,15.0,12.12,10.0,12.17,13.25,8.0,14.5,15.0
Bruno Méndez,78089395.0,3.25,13.75,13.0,13.83,3.5,3.0,2.0,2.75
Melvin Bard,49041157.0,3.0,12.5,13.5,13.25,2.75,2.5,2.25,1.5
