Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Kacper Kozłowski,96145145.0,13.35,13.35,11.15,13.3,13.45,14.2,14.7,12.9
Lorenzo Gaetani,2000508210.0,9.9,8.8,11.7,10.5,10.7,8.3,8.9,10.7
Luan Dongsheng,2000434025.0,12.6,11.15,9.6,12.25,12.85,12.3,12.55,10.95
Bjarnólfur Guðbrandsson,2000193662.0,12.7,11.3,12.3,12.3,12.5,11.3,12.0,12.6
Mattia Montanino,2000189328.0,12.3,11.45,12.15,13.15,13.1,11.3,11.65,13.25
Liam Chipperfield,2000014487.0,12.75,12.3,12.15,13.25,13.45,12.25,12.75,13.3
Valentin Antov,22067326.0,13.9,12.5,15.05,13.65,13.9,11.8,12.1,14.6
Tommaso Milanese,43425493.0,13.9,13.5,13.7,13.95,14.2,13.4,14.25,13.95
Umberto Cambi,2000568672.0,10.2,7.8,11.65,10.15,10.5,7.2,8.55,10.8
Andrzej Długołęcki,2000506192.0,8.6,6.95,10.0,8.8,9.05,6.75,7.4,9.45
Antonello Raho,2000323423.0,10.7,11.1,11.15,11.55,11.4,12.3,12.35,10.25
Krzysztof Piątek,96054420.0,11.15,10.4,11.3,10.45,10.0,11.3,11.05,10.3
Marko Bulat,24057489.0,14.1,13.6,13.7,14.25,14.3,13.5,13.95,13.95
Santi Ramos Mingo,14219093.0,11.65,10.9,12.8,11.4,11.95,10.8,11.25,12.4
Edoardo Gasparello,2000568421.0,11.4,10.9,14.1,11.9,12.1,10.4,11.1,13.2
Marco Biagiotti,2000568677.0,10.9,8.85,10.85,11.35,11.5,9.85,9.85,11.0
Stefan Paracampo,2000568674.0,9.6,9.45,9.95,10.05,10.35,9.2,9.45,10.8
Shpend Berisha,2000565103.0,12.0,11.55,13.7,12.5,12.35,11.7,12.5,13.5
Moreno Živković,2000056839.0,12.05,10.95,12.4,11.5,11.95,10.75,11.5,12.8
Jhan Núñez,2000416532.0,11.45,11.45,9.7,11.65,11.7,12.55,13.05,10.05
Troy Parrott,28122837.0,12.85,12.45,11.65,12.9,12.95,13.6,13.9,12.0
Adrián Pérez,2000272935.0,14.6,14.7,12.85,15.45,15.1,15.45,15.65,14.35
Florian Lemmens,2000199446.0,12.7,11.65,11.8,12.9,12.7,12.5,13.7,12.3
Christos Tzolis,36152916.0,12.5,13.1,11.1,13.35,13.2,13.2,13.35,12.05
Edoardo Piana,2000023993.0,7.95,6.95,7.9,6.75,7.25,7.1,7.5,7.25
Rafał Biegański,2000511223.0,10.65,9.25,9.7,9.45,9.85,8.8,9.65,9.9
Simone De Girolamo,2000194919.0,8.8,6.9,9.3,9.4,9.65,6.8,7.4,9.55
Florent Sinani,2000186510.0,8.45,7.25,8.8,8.3,8.6,6.7,7.7,8.75
Leo Greiml,16191211.0,13.0,12.1,13.25,12.75,13.0,12.0,12.4,13.4
Luca Campanile,2000065615.0,11.4,10.75,11.75,11.55,11.9,10.5,10.4,12.35
Elisha Owusu,48036651.0,13.9,13.15,14.6,14.3,14.35,12.5,13.2,14.9
Joshua Zirkzee,37060922.0,13.1,12.9,10.9,12.65,12.7,13.7,14.25,11.45
Lorenzo Montipò,43124226.0,10.7,9.85,10.8,10.8,10.85,9.65,9.75,10.65
Bruno Méndez,78089395.0,12.5,11.9,13.8,12.7,12.6,11.8,12.0,13.2
Melvin Bard,49041157.0,12.85,12.85,13.05,13.1,13.15,12.7,12.85,13.1
