Player,UID,CD,BPD,NNCB,Lib
Kacper Kozłowski,96145145.0,11.2,12.2,10.45,13.25
Lorenzo Gaetani,2000508210.0,9.5,9.0,10.3,8.9
Luan Dongsheng,2000434025.0,8.7,9.2,8.0,10.1
Bjarnólfur Guðbrandsson,2000193662.0,12.4,12.9,12.9,12.0
Mattia Montanino,2000189328.0,11.5,11.35,10.8,11.35
Liam Chipperfield,2000014487.0,10.8,11.65,10.9,12.75
Valentin Antov,22067326.0,15.25,14.25,14.8,13.4
Tommaso Milanese,43425493.0,12.6,12.75,12.7,13.75
Umberto Cambi,2000568672.0,10.7,8.8,10.05,8.3
Andrzej Długołęcki,2000506192.0,8.35,7.25,8.35,5.85
Antonello Raho,2000323423.0,9.0,8.5,9.7,9.25
Krzysztof Piątek,96054420.0,11.35,10.85,11.4,10.6
Marko Bulat,24057489.0,12.8,12.75,12.8,13.45
Santi Ramos Mingo,14219093.0,12.9,12.85,13.4,11.55
Edoardo Gasparello,2000568421.0,14.1,13.7,14.4,11.8
Marco Biagiotti,2000568677.0,8.45,8.1,8.15,8.45
Stefan Paracampo,2000568674.0,10.25,10.7,9.95,9.1
Shpend Berisha,2000565103.0,13.15,12.45,13.1,12.55
Moreno Živković,2000056839.0,13.25,13.05,12.7,11.95
Jhan Núñez,2000416532.0,9.2,9.85,9.1,10.1
Troy Parrott,28122837.0,10.9,11.3,10.85,11.75
Adrián Pérez,2000272935.0,11.9,13.1,11.95,13.65
Florian Lemmens,2000199446.0,10.95,10.7,10.55,11.2
Christos Tzolis,36152916.0,9.15,9.7,9.35,11.85
Edoardo Piana,2000023993.0,7.15,7.05,7.85,5.95
Rafał Biegański,2000511223.0,9.05,8.5,8.95,8.05
Simone De Girolamo,2000194919.0,8.05,6.85,7.25,5.75
Florent Sinani,2000186510.0,7.95,6.95,7.75,6.1
Leo Greiml,16191211.0,13.95,13.45,13.3,12.8
Luca Campanile,2000065615.0,10.3,10.35,10.4,10.75
Elisha Owusu,48036651.0,14.1,14.0,13.85,13.95
Joshua Zirkzee,37060922.0,11.35,11.7,11.15,11.85
Lorenzo Montipò,43124226.0,9.5,9.0,9.7,8.85
Bruno Méndez,78089395.0,13.7,13.2,13.8,12.6
Melvin Bard,49041157.0,11.65,11.6,11.85,12.65
