Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC
Kacper Kozłowski,96145145,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Lorenzo Gaetani,2000508210,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Luan Dongsheng,2000434025,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Bjarnólfur Guðbrandsson,2000193662,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mattia Montanino,2000189328,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Liam Chipperfield,2000014487,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Valentin Antov,22067326,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Tommaso Milanese,43425493,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Umberto Cambi,2000568672,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Andrzej Długołęcki,2000506192,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonello Raho,2000323423,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Krzysztof Piątek,96054420,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Marko Bulat,24057489,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Santi Ramos Mingo,14219093,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Edoardo Gasparello,2000568421,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Marco Biagiotti,2000568677,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Stefan Paracampo,2000568674,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Shpend Berisha,2000565103,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Moreno Živković,2000056839,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jhan Núñez,2000416532,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Troy Parrott,28122837,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Adrián Pérez,2000272935,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Florian Lemmens,2000199446,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Christos Tzolis,36152916,0,0,0,0,0,0,0,0,1,1,1,0,1,1
Edoardo Piana,2000023993,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafał Biegański,2000511223,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Simone De Girolamo,2000194919,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Florent Sinani,2000186510,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Leo Greiml,16191211,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Luca Campanile,2000065615,0,1,1,1,1,1,0,0,0,0,0,0,0,0
Elisha Owusu,48036651,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Joshua Zirkzee,37060922,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Lorenzo Montipò,43124226,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno Méndez,78089395,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Melvin Bard,49041157,0,0,1,1,0,0,1,0,0,0,0,0,1,0
