Player,UID,DM,AM,BWM,HB,SV,RGA
Kacper Kozłowski,96145145.0,12.35,12.3,12.3,11.15,12.55,13.6
Lorenzo Gaetani,2000508210.0,10.6,10.3,10.3,11.7,10.3,8.55
Luan Dongsheng,2000434025.0,10.35,10.3,10.3,9.6,10.05,11.25
Bjarnólfur Guðbrandsson,2000193662.0,12.8,12.1,12.1,12.3,12.6,11.5
Mattia Montanino,2000189328.0,13.05,12.85,12.85,12.15,12.15,11.35
Liam Chipperfield,2000014487.0,12.85,12.55,12.55,12.15,12.5,12.4
Valentin Antov,22067326.0,15.1,15.55,15.55,15.05,14.0,12.65
Tommaso Milanese,43425493.0,13.6,13.5,13.5,13.7,13.65,13.9
Umberto Cambi,2000568672.0,10.6,11.05,11.05,11.65,9.55,8.15
Andrzej Długołęcki,2000506192.0,9.6,9.5,9.5,10.0,7.75,7.1
Antonello Raho,2000323423.0,9.9,9.3,9.3,11.15,9.85,11.25
Krzysztof Piątek,96054420.0,10.1,10.55,10.55,11.3,10.8,10.75
Marko Bulat,24057489.0,13.5,13.4,13.4,13.7,13.45,13.7
Santi Ramos Mingo,14219093.0,12.5,12.35,12.35,12.8,12.2,10.9
Edoardo Gasparello,2000568421.0,13.8,13.6,13.6,14.1,13.3,11.3
Marco Biagiotti,2000568677.0,10.5,10.7,10.7,10.85,10.3,8.45
Stefan Paracampo,2000568674.0,10.6,10.25,10.25,9.95,10.0,8.95
Shpend Berisha,2000565103.0,13.9,13.45,13.45,13.7,13.05,11.6
Moreno Živković,2000056839.0,13.5,13.45,13.45,12.4,12.4,11.3
Jhan Núñez,2000416532.0,9.65,9.5,9.5,9.7,9.65,11.55
Troy Parrott,28122837.0,11.45,11.5,11.5,11.65,11.55,13.1
Adrián Pérez,2000272935.0,13.9,13.4,13.4,12.85,13.65,14.95
Florian Lemmens,2000199446.0,11.9,11.9,11.9,11.8,11.4,12.6
Christos Tzolis,36152916.0,10.9,10.6,10.6,11.1,11.65,13.55
Edoardo Piana,2000023993.0,7.05,6.15,6.15,7.9,6.9,6.9
Rafał Biegański,2000511223.0,9.8,9.0,9.0,9.7,8.7,9.45
Simone De Girolamo,2000194919.0,9.8,9.8,9.8,9.3,7.75,6.9
Florent Sinani,2000186510.0,9.0,8.3,8.3,8.8,7.35,7.4
Leo Greiml,16191211.0,14.1,14.05,14.05,13.25,13.2,12.45
Luca Campanile,2000065615.0,12.65,11.85,11.85,11.75,11.65,10.85
Elisha Owusu,48036651.0,15.1,15.05,15.05,14.6,14.65,13.6
Joshua Zirkzee,37060922.0,10.9,10.7,10.7,10.9,11.35,13.55
Lorenzo Montipò,43124226.0,10.2,9.6,9.6,10.8,9.95,10.6
Bruno Méndez,78089395.0,13.6,13.6,13.6,13.8,13.5,11.8
Melvin Bard,49041157.0,12.8,12.6,12.6,13.05,12.75,13.1
