Aerial Presence,Awareness,Clearing,Closing Down,Control,Creativity,Crossing,Decision Making,Defensive Positioning,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical Presence,Tackling
12.0,15.333333333333334,10.0,9.5,14.0,13.5,12.625,13.75,9.5,13.0,13.5,9.25,14.3,9.833333333333334,13.875,14.166666666666666,14.75,13.833333333333334,14.25,12.5
8.0,8.0,8.0,9.5,10.5,7.833333333333333,8.5,9.5,9.5,9.5,8.5,12.75,7.5,9.0,10.5,9.666666666666666,5.5,9.666666666666666,10.0,8.0
12.0,13.666666666666666,5.0,10.75,13.0,11.833333333333334,12.625,14.25,10.75,11.5,9.25,9.25,12.9,9.166666666666666,11.5,13.5,11.25,14.166666666666666,14.5,9.75
17.0,10.666666666666666,12.0,13.0,13.5,11.333333333333334,10.5,12.5,13.0,11.5,12.5,12.5,10.6,12.666666666666666,12.75,12.666666666666666,10.5,13.0,14.0,13.5
13.0,11.0,8.0,10.5,13.25,11.333333333333334,11.0,15.5,10.5,11.75,10.25,11.0,11.4,10.666666666666666,13.375,13.666666666666666,9.0,11.833333333333334,11.5,11.0
4.5,12.666666666666666,10.5,8.5,16.5,12.0,10.625,14.5,8.5,13.5,10.5,12.25,12.2,9.833333333333334,11.75,14.0,9.25,12.166666666666666,10.25,11.25
18.0,16.0,13.0,13.75,11.0,12.5,10.125,16.25,13.75,10.5,14.5,14.125,13.9,13.833333333333334,11.75,16.166666666666668,11.75,11.5,12.25,13.75
11.5,13.833333333333334,9.0,12.5,14.5,13.5,12.375,13.5,12.5,14.25,13.0,14.0,13.7,12.5,15.0,13.5,12.0,13.5,13.75,12.25
10.5,10.833333333333334,5.0,11.0,8.5,8.5,6.625,13.75,11.0,7.0,8.5,10.625,9.5,9.5,11.875,12.666666666666666,5.5,8.833333333333334,12.5,9.25
16.5,8.833333333333334,1.5,8.0,3.75,9.0,5.625,13.5,8.0,3.75,9.0,11.0,9.0,6.5,10.0,11.833333333333334,4.5,6.5,11.0,4.5
9.0,8.833333333333334,7.0,8.5,13.5,13.333333333333334,12.625,11.0,8.5,12.25,10.0,15.625,11.4,8.166666666666666,16.75,10.5,10.5,11.833333333333334,13.75,6.75
12.0,12.5,12.0,11.25,12.0,11.333333333333334,10.75,9.75,11.25,9.75,15.75,12.875,11.0,9.833333333333334,11.375,12.0,15.5,12.166666666666666,12.5,13.25
13.5,13.833333333333334,10.0,13.0,14.5,12.833333333333334,12.625,14.5,13.0,13.75,13.5,14.5,13.3,12.5,13.25,14.166666666666666,13.0,13.833333333333334,12.75,11.75
16.0,11.5,14.0,11.25,11.25,10.333333333333334,10.0,12.75,11.25,9.5,11.75,13.5,11.0,11.833333333333334,13.75,12.0,8.5,11.0,12.75,12.25
18.0,11.666666666666666,13.0,12.0,8.5,12.333333333333334,9.0,11.0,12.0,7.0,12.5,14.75,11.4,12.333333333333334,13.75,12.333333333333334,9.0,10.0,15.5,12.0
8.0,9.5,5.0,10.25,11.5,7.166666666666667,11.25,13.0,10.25,9.75,10.5,13.125,8.5,8.833333333333334,12.75,11.166666666666666,9.25,13.0,11.75,10.5
14.0,9.333333333333334,9.0,11.25,8.5,8.833333333333334,8.5,11.75,11.25,7.25,8.25,8.75,8.9,9.833333333333334,11.5,11.166666666666666,6.75,8.666666666666666,11.75,9.75
10.0,12.166666666666666,7.0,11.5,11.25,12.666666666666666,9.0,14.25,11.5,10.5,11.5,14.125,11.8,12.333333333333334,14.125,14.666666666666666,10.25,10.166666666666666,12.5,14.0
11.0,12.833333333333334,13.0,12.75,11.25,11.666666666666666,7.875,14.25,12.75,9.0,12.75,11.0,12.0,13.166666666666666,15.375,14.0,8.5,9.333333333333334,13.5,12.25
13.0,12.0,10.0,9.25,14.5,12.833333333333334,12.75,10.25,9.25,14.5,9.25,11.25,12.1,7.666666666666667,13.375,11.5,12.0,12.833333333333334,15.75,8.75
13.0,14.0,14.0,9.5,15.0,14.5,12.625,12.25,9.5,14.5,13.0,11.75,14.1,8.5,14.375,13.166666666666666,13.75,13.5,13.25,11.0
12.0,15.0,15.0,12.0,15.0,16.333333333333332,13.875,16.0,12.0,15.0,14.0,12.0,15.4,11.5,13.375,16.333333333333332,16.25,14.833333333333334,13.75,11.5
14.0,13.5,8.0,10.0,11.5,14.666666666666666,10.875,14.5,10.0,13.25,12.5,12.5,14.0,9.333333333333334,14.625,14.5,12.75,12.666666666666666,13.5,9.75
6.0,12.166666666666666,6.0,11.5,15.5,14.666666666666666,12.125,11.5,11.5,14.75,11.0,12.5,13.2,10.5,12.5,12.5,12.0,12.166666666666666,8.25,7.25
14.5,5.666666666666667,1.0,7.5,4.75,7.166666666666667,7.125,7.0,7.5,4.5,9.75,11.5,6.1,5.833333333333333,12.5,7.333333333333333,4.75,8.666666666666666,11.0,4.75
13.0,10.5,2.0,11.0,4.5,11.333333333333334,6.5,11.5,11.0,5.0,11.0,9.5,10.0,8.333333333333334,12.125,12.833333333333334,6.25,8.333333333333334,11.5,4.75
15.5,9.5,1.5,9.5,4.25,8.666666666666666,5.25,14.0,9.5,3.75,7.5,9.25,9.0,7.5,12.0,12.5,4.5,6.166666666666667,10.5,4.0
12.0,8.166666666666666,2.0,8.5,4.75,9.666666666666666,4.625,12.0,8.5,4.0,8.5,8.25,8.6,7.0,11.625,11.5,4.25,5.666666666666667,11.5,3.75
15.0,14.333333333333334,13.0,13.75,11.0,13.166666666666666,9.625,13.75,13.75,10.0,13.5,11.375,13.3,13.5,14.5,14.5,11.75,10.833333333333334,13.75,13.25
3.0,10.333333333333334,10.0,11.0,9.75,12.0,9.0,13.5,11.0,6.0,10.75,10.75,11.2,11.0,13.375,12.666666666666666,8.0,9.833333333333334,12.0,11.0
13.0,14.166666666666666,10.5,13.5,12.25,14.0,11.0,14.25,13.5,11.5,13.5,13.125,13.6,14.0,13.375,15.0,11.25,12.5,13.5,12.5
16.0,13.5,12.0,11.5,15.0,15.0,12.875,12.0,11.5,14.25,13.5,10.5,14.0,10.5,14.5,13.166666666666666,14.0,13.833333333333334,14.75,9.25
17.5,9.833333333333334,2.0,12.5,9.25,12.0,7.375,11.0,12.5,5.5,12.5,11.75,10.6,9.5,11.5,11.5,10.0,9.166666666666666,10.5,7.0
14.0,12.0,13.0,14.0,11.5,11.333333333333334,11.25,12.0,14.0,11.0,13.5,14.75,11.2,14.0,13.75,12.666666666666666,12.0,12.0,13.0,13.5
7.0,12.5,9.0,11.25,13.5,14.0,12.375,13.0,11.25,12.75,12.0,13.875,13.2,11.5,13.25,13.166666666666666,11.0,12.5,11.75,11.25
