Player,UID,AF,CF,DLF,F9,P,PF,TM
Arnau Tenas,67265794.0,8.2,8.0,9.85,8.7,8.2,8.25,8.5
Cristian Manea,57120897.0,11.9,11.25,11.8,11.35,11.9,12.3,11.6
Lovre Vujčić,2000188309.0,11.2,10.4,10.4,9.6,11.2,11.7,11.1
Jorge Cuenca,67248170.0,11.25,11.2,11.9,10.75,11.25,11.4,11.6
Ismael Casas,67271373.0,12.75,10.9,11.9,12.25,12.75,12.4,10.6
Ulises Campus,2000273292.0,11.1,11.0,11.8,10.55,11.1,11.65,10.85
Iván Martínez,2000510865.0,12.4,11.35,11.4,10.7,12.4,13.9,12.2
Serafín,2000512562.0,14.2,11.9,13.4,13.7,14.2,12.4,12.35
Moussa Djenepo,6601602.0,12.3,10.55,12.0,12.1,12.3,11.05,10.7
Luis Suárez,76046285.0,14.55,14.0,13.1,13.1,14.55,14.6,13.5
Jose Luis,2000438355.0,13.8,13.55,14.75,14.45,13.8,13.85,13.65
Olmo,2000512864.0,12.75,10.9,12.45,11.6,12.75,12.3,11.7
Cristian Rivero,67246343.0,8.05,6.9,9.35,8.15,8.05,8.35,7.9
Saúl Salcedo,79026928.0,10.75,10.9,11.2,10.7,10.75,11.1,11.9
Eugenio Caínzos,2000630560.0,11.8,12.6,13.75,13.4,11.8,11.5,11.5
Antonio Javier García,2000571328.0,14.45,13.3,12.9,12.8,14.45,13.65,12.15
Domingo Funcasta,2000510087.0,12.5,11.65,11.85,12.15,12.5,12.55,11.55
Alberto Quintana,67280840.0,11.8,12.2,12.8,12.25,11.8,12.25,12.65
Jesse Lingard,28047560.0,11.25,11.6,11.75,12.5,11.25,12.5,10.85
Denis Vavro,63025710.0,11.8,11.3,11.55,9.85,11.8,13.0,12.85
Edimilson Fernandes,98030084.0,10.85,11.55,12.4,12.5,10.85,10.65,11.45
Félix,2000192673.0,12.5,12.45,13.5,13.05,12.5,11.85,11.75
Antonio Raúl Escuín,2000440594.0,11.55,9.9,11.2,10.25,11.55,11.2,10.9
Migue Ortiz,2000630559.0,13.2,12.9,13.9,13.4,13.2,12.3,12.1
