Player,UID,WM,W,DW,IW,IF,WG
Arnau Tenas,67265794.0,7.2,7.55,8.7,9.35,8.8,7.83
Cristian Manea,57120897.0,11.7,11.95,12.95,11.1,10.95,11.88
Lovre Vujčić,2000188309.0,11.2,11.3,12.4,10.9,10.6,11.75
Jorge Cuenca,67248170.0,11.1,10.55,12.4,11.5,11.15,11.29
Ismael Casas,67271373.0,12.9,13.15,13.4,12.5,12.25,12.38
Ulises Campus,2000273292.0,11.45,10.55,13.1,11.8,11.25,10.71
Iván Martínez,2000510865.0,12.35,12.05,13.3,11.35,11.9,11.79
Serafín,2000512562.0,12.4,14.0,11.0,13.35,13.25,13.58
Moussa Djenepo,6601602.0,11.35,12.85,9.4,11.35,11.2,11.96
Luis Suárez,76046285.0,12.55,14.4,10.95,13.85,14.3,14.17
Jose Luis,2000438355.0,13.7,14.0,12.35,14.55,14.15,13.75
Olmo,2000512864.0,11.9,12.0,12.0,11.85,11.35,11.42
Cristian Rivero,67246343.0,7.25,7.3,7.75,8.2,7.05,7.33
Saúl Salcedo,79026928.0,11.3,10.6,12.9,10.85,10.8,11.25
Eugenio Caínzos,2000630560.0,11.45,12.1,9.6,13.1,12.3,11.33
Antonio Javier García,2000571328.0,12.05,14.25,10.8,13.5,14.05,13.46
Domingo Funcasta,2000510087.0,12.5,13.45,10.15,12.6,11.9,13.38
Alberto Quintana,67280840.0,12.45,11.75,12.3,13.1,12.35,12.29
Jesse Lingard,28047560.0,12.9,12.75,11.45,13.15,13.25,11.29
Denis Vavro,63025710.0,10.9,11.0,12.7,10.6,10.4,11.75
Edimilson Fernandes,98030084.0,12.1,11.75,11.9,12.55,12.1,11.67
Félix,2000192673.0,12.15,11.95,11.05,13.4,12.6,11.79
Antonio Raúl Escuín,2000440594.0,11.3,10.75,12.6,10.9,10.95,11.21
Migue Ortiz,2000630559.0,12.2,12.8,10.6,13.8,13.2,12.0
