Player,UID,CD,BPD,NNCB,Lib
Arnau Tenas,67265794.0,9.05,9.65,9.65,9.15
Cristian Manea,57120897.0,12.65,12.35,12.75,12.0
Lovre Vujčić,2000188309.0,13.4,12.7,13.2,11.1
Jorge Cuenca,67248170.0,13.3,13.4,13.5,11.9
Ismael Casas,67271373.0,11.7,11.4,11.8,12.2
Ulises Campus,2000273292.0,14.05,12.85,13.1,12.25
Iván Martínez,2000510865.0,12.35,12.2,12.8,11.2
Serafín,2000512562.0,9.75,11.3,10.15,11.75
Moussa Djenepo,6601602.0,8.85,8.7,8.45,9.3
Luis Suárez,76046285.0,11.15,10.85,11.35,11.1
Jose Luis,2000438355.0,11.95,12.25,11.65,12.75
Olmo,2000512864.0,12.25,11.55,11.8,11.85
Cristian Rivero,67246343.0,8.25,8.0,8.1,7.8
Saúl Salcedo,79026928.0,14.2,13.5,14.2,12.35
Eugenio Caínzos,2000630560.0,8.2,9.7,8.5,11.45
Antonio Javier García,2000571328.0,9.5,9.85,9.25,10.5
Domingo Funcasta,2000510087.0,9.95,9.5,9.0,9.75
Alberto Quintana,67280840.0,12.75,12.85,12.2,12.55
Jesse Lingard,28047560.0,8.9,8.6,8.55,11.55
Denis Vavro,63025710.0,14.9,13.65,14.65,12.15
Edimilson Fernandes,98030084.0,11.3,11.75,11.0,12.45
Félix,2000192673.0,10.45,11.3,10.4,12.4
Antonio Raúl Escuín,2000440594.0,13.3,12.7,13.2,11.3
Migue Ortiz,2000630559.0,9.5,10.4,9.2,11.6
