Player,UID,AMC,AP,T,SS,AM,EG
Arnau Tenas,67265794.0,9.9,9.7,9.9,8.8,9.35,9.2
Cristian Manea,57120897.0,11.8,11.3,11.8,10.95,11.1,11.05
Lovre Vujčić,2000188309.0,11.3,11.0,11.3,10.6,10.9,10.9
Jorge Cuenca,67248170.0,11.8,11.3,11.8,11.15,11.5,10.9
Ismael Casas,67271373.0,12.9,12.4,12.9,12.25,12.5,12.2
Ulises Campus,2000273292.0,12.2,11.45,12.2,11.25,11.8,10.15
Iván Martínez,2000510865.0,12.15,11.45,12.15,11.9,11.35,10.8
Serafín,2000512562.0,12.8,13.1,12.8,13.25,13.35,14.2
Moussa Djenepo,6601602.0,11.55,11.75,11.55,11.2,11.35,12.1
Luis Suárez,76046285.0,13.3,13.6,13.3,14.3,13.85,14.05
Jose Luis,2000438355.0,14.3,15.0,14.3,14.15,14.55,14.2
Olmo,2000512864.0,12.15,11.75,12.15,11.35,11.85,11.65
Cristian Rivero,67246343.0,9.2,8.2,9.2,7.05,8.2,6.9
Saúl Salcedo,79026928.0,11.3,10.8,11.3,10.8,10.85,10.25
Eugenio Caínzos,2000630560.0,12.9,13.7,12.9,12.3,13.1,13.75
Antonio Javier García,2000571328.0,12.95,13.45,12.95,14.05,13.5,13.95
Domingo Funcasta,2000510087.0,12.8,13.1,12.8,11.9,12.6,12.05
Alberto Quintana,67280840.0,13.2,13.15,13.2,12.35,13.1,12.15
Jesse Lingard,28047560.0,13.85,13.75,13.85,13.25,13.15,12.95
Denis Vavro,63025710.0,11.6,10.8,11.6,10.4,10.6,10.0
Edimilson Fernandes,98030084.0,12.7,12.75,12.7,12.1,12.55,12.75
Félix,2000192673.0,13.1,13.5,13.1,12.6,13.4,13.1
Antonio Raúl Escuín,2000440594.0,11.5,11.0,11.5,10.95,10.9,10.1
Migue Ortiz,2000630559.0,13.3,13.7,13.3,13.2,13.8,14.0
