Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Arnau Tenas,67265794.0,6.67,11.12,10.0,11.17,4.0,8.33,9.25,11.83
Cristian Manea,57120897.0,13.33,13.25,14.5,10.67,10.5,9.5,11.5,12.75
Lovre Vujčić,2000188309.0,13.67,14.0,14.0,10.0,7.0,9.67,14.0,12.67
Jorge Cuenca,67248170.0,13.67,13.38,13.5,9.83,8.0,10.83,15.0,13.08
Ismael Casas,67271373.0,12.67,12.88,15.0,10.83,10.33,11.5,8.5,13.58
Ulises Campus,2000273292.0,14.67,13.12,13.25,8.0,7.67,10.33,11.5,14.67
Iván Martínez,2000510865.0,11.17,13.88,14.0,9.33,10.83,9.33,10.5,13.5
Serafín,2000512562.0,9.0,15.0,17.0,13.5,11.33,14.5,11.5,10.17
Moussa Djenepo,6601602.0,5.5,13.12,15.0,11.33,10.83,13.0,7.5,12.0
Luis Suárez,76046285.0,5.83,14.0,15.0,12.33,14.5,13.33,13.0,13.75
Jose Luis,2000438355.0,9.67,13.88,15.0,15.67,12.33,14.67,12.5,13.75
Olmo,2000512864.0,12.0,14.25,14.25,10.0,10.0,11.67,8.5,13.75
Cristian Rivero,67246343.0,5.17,7.75,12.75,8.67,5.17,5.5,7.5,12.17
Saúl Salcedo,79026928.0,14.67,11.5,10.0,9.0,9.5,9.33,14.5,14.08
Eugenio Caínzos,2000630560.0,6.33,12.12,15.0,16.0,9.83,14.17,7.5,11.17
Antonio Javier García,2000571328.0,6.5,14.62,15.5,12.17,13.67,14.33,9.5,11.5
Domingo Funcasta,2000510087.0,6.0,12.38,15.5,11.83,10.5,12.5,13.0,12.42
Alberto Quintana,67280840.0,12.0,11.88,12.75,12.67,10.33,12.33,15.0,12.83
Jesse Lingard,28047560.0,6.5,8.38,10.0,11.67,12.67,13.0,4.0,13.83
Denis Vavro,63025710.0,14.67,13.75,12.75,8.0,10.67,7.5,15.5,14.42
Edimilson Fernandes,98030084.0,11.67,11.25,10.5,12.67,10.17,12.83,11.25,11.33
Félix,2000192673.0,10.33,12.5,13.0,14.17,12.0,13.67,11.0,11.92
Antonio Raúl Escuín,2000440594.0,14.0,14.38,13.0,8.83,8.67,8.83,13.5,13.75
Migue Ortiz,2000630559.0,7.0,14.25,13.5,14.33,11.33,14.33,8.0,12.0
