Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Arnau Tenas,67265794.0,16.5,11.12,10.0,11.83,11.25,14.5,14.5,13.0
Cristian Manea,57120897.0,2.75,13.25,14.5,12.75,2.25,1.5,3.5,1.5
Lovre Vujčić,2000188309.0,1.5,14.0,14.0,12.67,2.5,2.0,1.0,3.0
Jorge Cuenca,67248170.0,2.75,13.38,13.5,13.08,3.25,2.0,2.25,2.75
Ismael Casas,67271373.0,4.25,12.88,15.0,13.58,2.5,1.5,1.5,2.5
Ulises Campus,2000273292.0,2.25,13.12,13.25,14.67,2.25,2.0,3.75,2.0
Iván Martínez,2000510865.0,3.0,13.88,14.0,13.5,2.0,2.0,2.25,1.75
Serafín,2000512562.0,2.25,15.0,17.0,10.17,2.25,3.5,2.0,1.75
Moussa Djenepo,6601602.0,2.75,13.12,15.0,12.0,2.0,2.5,2.5,3.0
Luis Suárez,76046285.0,3.25,14.0,15.0,13.75,2.75,3.0,2.0,3.5
Jose Luis,2000438355.0,3.0,13.88,15.0,13.75,2.0,3.0,2.0,2.0
Olmo,2000512864.0,2.0,14.25,14.25,13.75,2.0,2.0,2.75,2.25
Cristian Rivero,67246343.0,14.0,7.75,12.75,12.17,13.75,5.5,15.0,12.5
Saúl Salcedo,79026928.0,2.25,11.5,10.0,14.08,2.5,3.0,2.0,3.5
Eugenio Caínzos,2000630560.0,1.75,12.12,15.0,11.17,3.0,2.5,4.0,2.75
Antonio Javier García,2000571328.0,3.5,14.62,15.5,11.5,2.75,4.0,2.75,1.75
Domingo Funcasta,2000510087.0,2.0,12.38,15.5,12.42,2.75,4.0,3.0,2.5
Alberto Quintana,67280840.0,3.0,11.88,12.75,12.83,2.0,3.5,3.25,2.5
Jesse Lingard,28047560.0,2.0,8.38,10.0,13.83,2.75,2.5,3.0,2.75
Denis Vavro,63025710.0,3.0,13.75,12.75,14.42,2.25,2.0,2.5,2.25
Edimilson Fernandes,98030084.0,4.0,11.25,10.5,11.33,2.5,4.5,2.5,2.0
Félix,2000192673.0,1.75,12.5,13.0,11.92,2.25,2.0,3.25,3.0
Antonio Raúl Escuín,2000440594.0,2.25,14.38,13.0,13.75,3.75,2.0,1.5,2.0
Migue Ortiz,2000630559.0,2.0,14.25,13.5,12.0,2.0,4.0,2.5,2.0
