Player,UID,CD,BPD,NNCB,Lib
José Andrés Velasco,2000573384.0,8.9,9.05,8.3,11.35
Gabriele Ferrara,2000569470.0,9.65,9.4,10.0,8.65
Rino Mercurio,2000569288.0,11.85,11.8,11.5,11.35
Eduardo Montebugnoli,2000511208.0,7.8,8.7,7.8,10.35
Marco Lombardi,2000509497.0,9.65,9.6,8.7,10.9
Stefan Janek,2000508020.0,7.7,7.55,7.05,7.6
Fabiano Cardaci,2000438270.0,6.65,8.45,7.15,8.7
Rémy Bühler,2000434866.0,7.35,8.6,8.15,9.95
Mauro Andreini,2000323661.0,7.15,8.1,6.85,9.45
Silvio Díaz,2000051566.0,10.25,10.1,10.05,11.15
Elia Marra,2000199606.0,9.65,10.3,9.35,11.3
Thomas Pappalardo,2000189557.0,8.9,10.05,8.9,10.45
Dario Gabbianelli,2000569293.0,6.4,6.05,6.4,6.35
Tommaso Bortolin,2000438266.0,11.65,10.1,11.15,10.25
Panagiotis Koupkiolis,2000232960.0,10.1,10.4,10.5,10.3
Giona Cafaro,2000199607.0,13.0,12.15,11.9,11.0
Maximilian Brüll,91206098.0,8.15,7.55,8.6,6.75
Lucas Olaza,78048502.0,11.7,12.35,11.6,13.45
Lucien Agoume,49048461.0,11.95,12.05,11.6,11.8
Colin Dagba,49034905.0,10.6,11.05,10.4,12.25
Alberto Dossena,43202417.0,12.8,11.95,13.0,10.45
Orlando Musso,2000569289.0,8.8,9.8,8.8,10.2
Jacopo Lombardini,2000626005.0,13.3,12.7,12.8,11.8
Nicola Pardini,2000569296.0,12.0,11.45,12.2,9.65
Paolo Gozzi,43372951.0,13.55,13.15,13.7,11.85
Romano Petrelli,2000191146.0,11.0,11.25,11.4,12.15
Miloš Divac,2000482939.0,9.95,10.7,9.6,12.4
Pablo Sierra,2000406688.0,12.0,12.55,12.15,10.8
Stefan Weiss,2000290992.0,10.2,9.8,9.25,11.15
Emerson Hyndman,28084759.0,9.9,10.4,9.3,13.15
M'Bala Nzola,83103196.0,11.05,10.75,11.3,10.7
Héctor Bellerín,28066082.0,12.7,12.35,12.5,13.4
Bozhidar Kraev,22041890.0,9.65,10.1,10.25,10.15
Enrique Lago,2000491309.0,9.9,10.25,9.3,11.1
Jakub Jankto,43207792.0,11.85,12.0,11.75,13.2
Bruno Capela,2000626481.0,8.0,8.0,8.8,8.0
Davide Merelli,43108412.0,9.6,9.6,9.2,8.75
Simone Massi,2000569290.0,12.6,11.9,12.45,10.1
Fabrizio Di Benedetti,2000324218.0,12.95,12.75,12.2,12.65
Marco Fedele,2000626680.0,12.8,13.2,12.7,12.1
Mario Pavan,2000436518.0,12.8,12.5,13.5,11.1
