Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
José Andrés Velasco,2000573384.0,7.5,11.38,9.0,13.17,10.83,12.83,6.75,11.83
Gabriele Ferrara,2000569470.0,7.83,13.5,11.75,10.0,6.0,10.33,9.75,9.75
Rino Mercurio,2000569288.0,13.5,13.75,13.25,9.33,8.0,9.33,9.75,11.75
Eduardo Montebugnoli,2000511208.0,7.5,11.75,13.0,13.0,8.83,12.83,6.0,9.67
Marco Lombardi,2000509497.0,9.67,13.25,11.5,12.17,10.67,13.33,6.5,11.25
Stefan Janek,2000508020.0,5.0,10.88,13.75,8.83,7.67,12.0,9.0,9.25
Fabiano Cardaci,2000438270.0,3.67,12.12,13.0,11.17,8.67,14.17,9.75,8.75
Rémy Bühler,2000434866.0,5.0,12.75,13.0,12.17,9.83,16.17,9.0,8.5
Mauro Andreini,2000323661.0,5.33,13.25,13.5,12.5,10.67,13.83,6.5,8.67
Silvio Díaz,2000051566.0,9.17,12.12,13.0,11.67,13.33,13.5,8.0,12.83
Elia Marra,2000199606.0,8.5,11.25,10.5,14.33,10.5,12.67,9.5,11.5
Thomas Pappalardo,2000189557.0,6.33,12.75,11.0,10.67,10.5,13.5,11.75,9.5
Dario Gabbianelli,2000569293.0,5.33,12.38,10.0,6.17,5.17,9.67,5.25,7.25
Tommaso Bortolin,2000438266.0,11.33,12.75,11.0,10.33,8.5,6.33,7.5,15.0
Panagiotis Koupkiolis,2000232960.0,5.67,12.0,12.5,10.33,15.67,13.33,13.0,12.33
Giona Cafaro,2000199607.0,12.0,13.0,11.75,8.17,5.5,9.33,12.0,14.25
Maximilian Brüll,91206098.0,5.0,8.38,11.25,6.83,5.33,4.17,8.25,10.58
Lucas Olaza,78048502.0,13.33,8.12,7.75,12.67,12.33,12.5,10.5,12.75
Lucien Agoume,49048461.0,11.17,14.75,12.75,12.67,10.0,11.67,12.75,11.92
Colin Dagba,49034905.0,12.33,12.38,14.5,11.0,11.5,12.33,7.0,11.58
Alberto Dossena,43202417.0,12.33,14.38,12.25,7.33,7.33,8.5,13.5,13.25
Orlando Musso,2000569289.0,6.17,12.75,14.5,10.83,12.17,14.67,12.0,9.67
Jacopo Lombardini,2000626005.0,15.0,14.25,14.0,8.33,9.0,9.67,13.5,12.33
Nicola Pardini,2000569296.0,12.83,12.38,9.5,5.5,7.17,7.17,14.75,10.67
Paolo Gozzi,43372951.0,14.33,13.25,13.0,10.17,7.33,9.67,13.0,13.42
Romano Petrelli,2000191146.0,9.0,14.75,12.5,15.33,8.5,13.83,11.25,13.0
Miloš Divac,2000482939.0,8.67,11.0,10.5,15.17,11.67,13.0,9.0,12.58
Pablo Sierra,2000406688.0,6.83,16.38,14.5,11.83,12.33,13.33,17.5,12.33
Stefan Weiss,2000290992.0,6.83,10.38,11.5,15.17,11.33,13.0,12.5,12.0
Emerson Hyndman,28084759.0,11.0,12.25,13.25,14.33,12.0,13.83,4.5,12.25
M'Bala Nzola,83103196.0,6.33,14.25,14.5,11.0,14.0,12.17,12.0,13.42
Héctor Bellerín,28066082.0,13.33,11.75,11.0,11.33,12.0,13.5,9.5,14.83
Bozhidar Kraev,22041890.0,5.33,12.5,12.0,12.83,12.0,12.5,12.5,11.67
Enrique Lago,2000491309.0,9.83,12.62,15.0,11.17,9.5,10.67,8.0,12.25
Jakub Jankto,43207792.0,12.17,12.25,12.5,14.17,13.5,13.17,10.0,13.08
Bruno Capela,2000626481.0,6.33,12.75,11.5,8.0,5.0,6.33,7.0,10.67
Davide Merelli,43108412.0,6.0,11.88,9.0,7.5,5.67,7.83,11.0,12.58
Simone Massi,2000569290.0,11.33,13.5,11.0,9.0,6.5,8.33,12.0,13.58
Fabrizio Di Benedetti,2000324218.0,14.33,13.75,13.0,10.17,9.67,9.33,9.5,14.42
Marco Fedele,2000626680.0,11.33,14.5,12.5,13.0,11.0,12.0,14.0,12.67
Mario Pavan,2000436518.0,12.67,14.12,14.5,8.17,8.17,9.0,13.0,13.08
