Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
José Andrés Velasco,2000573384.0,13.75,13.75,13.75,13.75,12.15,12.15,13.35,13.35,11.25,11.25
Gabriele Ferrara,2000569470.0,9.65,9.65,9.65,9.65,10.75,10.75,9.35,9.35,10.58,10.58
Rino Mercurio,2000569288.0,10.15,10.15,10.15,10.15,11.05,11.05,9.95,9.95,10.83,10.83
Eduardo Montebugnoli,2000511208.0,11.1,11.1,11.1,11.1,10.65,10.65,10.95,10.95,9.88,9.88
Marco Lombardi,2000509497.0,11.7,11.7,11.7,11.7,11.95,11.95,11.2,11.2,11.04,11.04
Stefan Janek,2000508020.0,10.0,10.0,10.0,10.0,12.2,12.2,9.6,9.6,11.67,11.67
Fabiano Cardaci,2000438270.0,11.3,11.3,11.3,11.3,11.15,11.15,11.25,11.25,10.92,10.92
Rémy Bühler,2000434866.0,12.75,12.75,12.75,12.75,12.6,12.6,12.3,12.3,12.0,12.0
Mauro Andreini,2000323661.0,11.55,11.55,11.55,11.55,12.7,12.7,11.25,11.25,11.67,11.67
Silvio Díaz,2000051566.0,12.5,12.5,12.5,12.5,12.05,12.05,12.9,12.9,11.38,11.38
Elia Marra,2000199606.0,12.15,12.15,12.15,12.15,10.45,10.45,11.5,11.5,10.29,10.29
Thomas Pappalardo,2000189557.0,12.95,12.95,12.95,12.95,10.95,10.95,12.6,12.6,11.08,11.08
Dario Gabbianelli,2000569293.0,7.35,7.35,7.35,7.35,9.3,9.3,7.2,7.2,8.62,8.62
Tommaso Bortolin,2000438266.0,10.15,10.15,10.15,10.15,10.2,10.2,9.6,9.6,9.75,9.75
Panagiotis Koupkiolis,2000232960.0,12.1,12.1,12.1,12.1,11.4,11.4,13.1,13.1,11.67,11.67
Giona Cafaro,2000199607.0,10.7,10.7,10.7,10.7,10.65,10.65,10.35,10.35,10.88,10.88
Maximilian Brüll,91206098.0,6.45,6.45,6.45,6.45,6.2,6.2,5.75,5.75,6.54,6.54
Lucas Olaza,78048502.0,12.65,12.65,12.65,12.65,11.2,11.2,12.9,12.9,11.08,11.08
Lucien Agoume,49048461.0,12.3,12.3,12.3,12.3,12.3,12.3,11.9,11.9,12.38,12.38
Colin Dagba,49034905.0,12.05,12.05,12.05,12.05,13.05,13.05,11.8,11.8,12.04,12.04
Alberto Dossena,43202417.0,10.15,10.15,10.15,10.15,10.3,10.3,9.9,9.9,10.83,10.83
Orlando Musso,2000569289.0,12.0,12.0,12.0,12.0,11.85,11.85,12.4,12.4,11.88,11.88
Jacopo Lombardini,2000626005.0,10.7,10.7,10.7,10.7,11.4,11.4,10.6,10.6,11.75,11.75
Nicola Pardini,2000569296.0,9.45,9.45,9.45,9.45,9.25,9.25,9.25,9.25,10.17,10.17
Paolo Gozzi,43372951.0,10.9,10.9,10.9,10.9,10.6,10.6,10.3,10.3,11.0,11.0
Romano Petrelli,2000191146.0,13.65,13.65,13.65,13.65,12.95,12.95,12.5,12.5,12.67,12.67
Miloš Divac,2000482939.0,14.0,14.0,14.0,14.0,11.95,11.95,13.1,13.1,11.46,11.46
Pablo Sierra,2000406688.0,12.7,12.7,12.7,12.7,13.35,13.35,12.65,12.65,14.04,14.04
Stefan Weiss,2000290992.0,13.05,13.05,13.05,13.05,12.5,12.5,12.35,12.35,12.5,12.5
Emerson Hyndman,28084759.0,13.7,13.7,13.7,13.7,13.25,13.25,13.1,13.1,11.79,11.79
M'Bala Nzola,83103196.0,12.2,12.2,12.2,12.2,12.75,12.75,12.5,12.5,12.62,12.62
Héctor Bellerín,28066082.0,13.65,13.65,13.65,13.65,13.25,13.25,13.7,13.7,12.62,12.62
Bozhidar Kraev,22041890.0,12.05,12.05,12.05,12.05,11.7,11.7,12.25,12.25,11.83,11.83
Enrique Lago,2000491309.0,11.9,11.9,11.9,11.9,12.3,12.3,11.5,11.5,11.58,11.58
Jakub Jankto,43207792.0,13.15,13.15,13.15,13.15,13.1,13.1,13.0,13.0,12.58,12.58
Bruno Capela,2000626481.0,8.7,8.7,8.7,8.7,6.8,6.8,7.5,7.5,6.83,6.83
Davide Merelli,43108412.0,10.15,10.15,10.15,10.15,7.6,7.6,9.45,9.45,8.17,8.17
Simone Massi,2000569290.0,10.65,10.65,10.65,10.65,10.75,10.75,10.15,10.15,10.96,10.96
Fabrizio Di Benedetti,2000324218.0,11.6,11.6,11.6,11.6,11.5,11.5,11.3,11.3,11.17,11.17
Marco Fedele,2000626680.0,13.1,13.1,13.1,13.1,12.6,12.6,13.0,13.0,12.83,12.83
Mario Pavan,2000436518.0,11.0,11.0,11.0,11.0,11.2,11.2,10.95,10.95,11.5,11.5
