Player,UID,DM,AM,BWM,HB,SV,RGA
José Andrés Velasco,2000573384.0,11.45,11.25,11.25,10.7,11.0,13.05
Gabriele Ferrara,2000569470.0,9.7,10.2,10.2,11.2,9.75,8.65
Rino Mercurio,2000569288.0,12.5,13.2,13.2,12.8,12.35,10.05
Eduardo Montebugnoli,2000511208.0,8.4,8.45,8.45,9.0,9.2,11.5
Marco Lombardi,2000509497.0,10.9,11.45,11.45,10.1,10.55,11.25
Stefan Janek,2000508020.0,8.45,9.1,9.1,8.65,7.95,8.65
Fabiano Cardaci,2000438270.0,7.15,6.65,6.65,7.4,8.3,10.6
Rémy Bühler,2000434866.0,8.2,7.8,7.8,9.0,9.25,11.45
Mauro Andreini,2000323661.0,8.7,8.8,8.8,8.5,9.25,11.35
Silvio Díaz,2000051566.0,11.15,10.6,10.6,11.15,11.15,12.9
Elia Marra,2000199606.0,10.45,10.2,10.2,10.05,10.45,12.85
Thomas Pappalardo,2000189557.0,10.4,10.1,10.1,9.8,10.65,11.3
Dario Gabbianelli,2000569293.0,7.1,8.15,8.15,9.2,7.7,6.25
Tommaso Bortolin,2000438266.0,12.45,11.95,11.95,12.2,11.3,10.7
Panagiotis Koupkiolis,2000232960.0,9.8,9.3,9.3,10.2,10.0,11.9
Giona Cafaro,2000199607.0,12.95,13.25,13.25,12.35,11.85,10.25
Maximilian Brüll,91206098.0,7.55,7.4,7.4,8.55,6.8,7.6
Lucas Olaza,78048502.0,12.15,11.95,11.95,11.55,13.15,13.25
Lucien Agoume,49048461.0,12.3,12.3,12.3,12.1,11.7,12.15
Colin Dagba,49034905.0,12.1,12.25,12.25,11.7,12.6,12.1
Alberto Dossena,43202417.0,13.15,12.75,12.75,12.95,12.05,10.15
Orlando Musso,2000569289.0,9.1,8.5,8.5,8.25,9.75,12.0
Jacopo Lombardini,2000626005.0,13.4,13.5,13.5,12.8,12.4,10.9
Nicola Pardini,2000569296.0,12.45,12.25,12.25,12.0,11.3,8.65
Paolo Gozzi,43372951.0,13.45,13.35,13.35,13.4,12.75,11.1
Romano Petrelli,2000191146.0,11.6,11.4,11.4,12.5,11.65,13.2
Miloš Divac,2000482939.0,11.3,11.15,11.15,10.7,11.65,13.35
Pablo Sierra,2000406688.0,11.45,11.35,11.35,11.6,11.05,12.1
Stefan Weiss,2000290992.0,10.35,10.6,10.6,10.15,10.35,12.55
Emerson Hyndman,28084759.0,12.05,12.3,12.3,11.8,12.8,13.9
M'Bala Nzola,83103196.0,10.9,11.35,11.35,12.2,10.6,11.45
Héctor Bellerín,28066082.0,13.75,13.65,13.65,13.7,13.95,13.4
Bozhidar Kraev,22041890.0,9.6,9.0,9.0,10.2,9.95,12.15
Enrique Lago,2000491309.0,11.65,11.9,11.9,10.6,11.15,11.35
Jakub Jankto,43207792.0,12.1,12.1,12.1,12.0,12.6,13.6
Bruno Capela,2000626481.0,9.2,8.3,8.3,9.9,8.7,9.1
Davide Merelli,43108412.0,10.55,10.05,10.05,10.55,10.3,9.95
Simone Massi,2000569290.0,12.75,13.35,13.35,13.6,11.9,9.75
Fabrizio Di Benedetti,2000324218.0,14.15,14.25,14.25,13.1,13.55,11.9
Marco Fedele,2000626680.0,13.5,13.3,13.3,13.0,13.1,12.6
Mario Pavan,2000436518.0,13.45,12.75,12.75,13.3,12.2,10.75
