Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Raf Rosseel,2000568334.0,12.17,13.5,11.0,10.33,7.67,9.17,11.0,12.17
Simone Dondi,2000567839.0,6.0,12.5,15.0,12.67,11.33,12.33,7.0,12.17
Marcello Criaco,2000567179.0,4.33,13.88,14.0,12.33,10.33,15.0,6.5,9.42
Riccardo Gozzi,2000506776.0,8.67,13.38,11.25,13.33,9.0,14.0,14.0,9.33
Borja Molina,2000506770.0,5.5,11.62,11.5,11.33,13.5,11.33,13.5,11.17
Houssin Diouri,2000506761.0,6.5,14.38,14.0,10.0,10.0,13.83,9.0,10.75
Kenan Mehic,2000506137.0,8.0,14.5,15.0,11.17,12.0,14.33,11.5,11.92
Marko Čulić,2000505302.0,6.17,11.38,10.5,14.83,11.17,13.33,10.0,11.58
Jiri Mlynek,2000437872.0,5.17,10.12,11.5,10.33,15.0,14.33,15.0,10.33
Rodrigo Neves,2000435249.0,11.33,15.25,12.5,15.0,10.67,15.0,10.0,14.67
Claudio Forgione,2000434046.0,10.33,13.12,13.0,9.17,7.83,10.67,10.0,13.75
Claudio Crippa,2000434044.0,11.83,12.0,9.5,7.33,4.83,6.83,13.0,10.08
Christophe Mercier,2000431621.0,12.0,15.25,12.5,13.0,8.67,13.67,12.5,13.5
Lukas Elsik,2000193022.0,5.0,13.5,15.0,11.17,11.67,15.83,11.5,9.67
Alessandro Bertini,2000190822.0,6.5,13.0,12.5,14.33,10.5,15.33,8.5,10.25
Fábio Gonçalves,2000189591.0,3.17,12.88,15.5,8.33,8.0,12.33,9.5,10.75
Jonas Pfaff,2000186472.0,10.5,12.25,12.0,13.0,9.0,12.5,8.0,10.83
Leonardo Rossi,2000018201.0,3.17,10.5,15.0,8.67,15.67,13.17,11.5,9.25
Mateus Fernandes,83320124.0,8.33,11.62,16.5,12.67,10.17,12.67,5.5,10.5
Jokin Ezkieta,67196201.0,6.0,12.12,11.0,8.5,5.33,8.17,10.0,11.58
Mirko Pigliacelli,43061419.0,4.67,6.12,6.5,11.17,8.17,7.67,5.5,12.25
Filip Krastev,22073681.0,10.0,12.75,14.5,16.33,13.67,14.67,7.0,12.5
Seppe Welters,18115983.0,5.33,10.12,12.5,6.17,4.33,3.0,7.75,11.25
Exequiel Palacios,14110846.0,12.0,14.0,12.5,14.67,13.0,13.67,8.0,14.5
Alberto Serra,2000506756.0,8.67,15.25,16.5,11.0,14.33,15.0,13.0,13.67
Oliveira,2000567177.0,6.5,13.88,17.5,14.5,12.0,15.17,12.0,10.5
Selahattin Erdoğan,2000512814.0,9.33,15.75,16.0,12.0,13.67,15.33,8.5,13.17
Mikołaj Wolanski,2000512116.0,12.5,14.5,12.0,10.0,7.67,10.83,8.5,15.08
Wagner Ricardo,2000506775.0,4.33,12.62,9.0,11.17,9.33,14.5,9.75,9.92
Tanaboon Arteaga,2000506774.0,9.33,10.38,9.75,11.5,8.17,11.33,10.0,9.33
Davide Bosetti,2000506773.0,8.0,15.75,15.0,16.0,13.67,16.67,13.5,13.17
Nelsón Barrera,2000497901.0,5.83,11.5,14.5,10.67,10.33,15.33,7.0,10.08
Gaspar Andrade,2000437519.0,5.0,14.0,14.5,9.83,11.5,14.17,8.5,10.17
Dinis Oliveira,2000434809.0,11.0,12.88,11.5,8.5,8.17,9.0,9.0,14.0
Boubakar Sissako,2000198829.0,13.17,12.5,11.25,10.0,8.67,7.33,11.0,12.58
Jan Bednarek,96047750.0,14.0,12.5,10.5,9.83,7.5,9.83,13.0,14.92
Anthony Martial,85086702.0,3.0,11.75,13.0,13.33,15.0,14.67,9.5,12.67
Fikayo Tomori,28097980.0,13.33,14.0,16.5,12.0,9.33,11.67,13.5,14.67
Loris Zunino,2000506778.0,11.0,15.0,12.0,14.0,9.83,13.67,6.25,10.75
Benjamín Croce,2000377768.0,7.5,14.12,12.5,14.33,14.17,16.33,10.0,12.83
Héctor Flores,2000285908.0,7.67,16.0,14.5,15.0,14.0,16.33,14.5,13.83
Lisandru Tramoni,49056370.0,9.0,14.5,15.0,15.0,11.67,15.67,6.0,12.83
Egidio Guidi,2000190821.0,12.5,15.25,13.0,9.0,8.17,9.67,14.5,13.5
Óscar,67228635.0,5.83,11.38,12.5,15.67,13.67,13.33,9.5,13.92
Gennaro Bressan,2000506772.0,13.33,16.5,15.5,14.33,12.0,12.67,14.0,12.67
Cristian Carlos Iglesias,2000511849.0,11.0,12.5,15.5,12.33,11.5,12.0,9.5,13.67
Jost Kunz,2000504128.0,15.0,15.0,14.5,10.33,9.0,10.33,13.5,13.67
Alphonse Areola,85027976.0,6.0,11.25,8.5,10.0,8.17,8.5,8.75,14.33
Ronaldo Vieira,29161106.0,13.17,13.75,12.0,13.33,11.33,11.83,8.0,13.33
Davide Calabria,43123020.0,14.67,12.75,13.5,9.33,11.33,12.0,8.0,14.5
Alessandro Romanò,2000434040.0,15.33,14.88,15.0,12.83,10.0,10.67,11.5,16.25
Fabinho,19183676.0,15.33,10.5,11.0,13.0,11.17,14.0,13.0,15.5
Franck Kessié,13136664.0,15.33,16.0,14.0,13.33,15.0,14.0,10.5,15.33
Lorenzo Di Fusco,2000190824.0,6.67,12.75,11.0,14.83,15.33,15.83,9.0,13.67
Davinson Sánchez,76023027.0,13.0,13.75,14.0,10.67,10.0,11.67,12.5,13.17
Batuhan Kör,70131652.0,7.5,14.0,15.5,13.0,13.67,13.67,12.5,12.33
Wilfried Singo,12078947.0,13.33,14.75,16.0,12.67,12.0,12.67,14.5,13.83
