Player,UID,DM,AM,BWM,HB,SV,RGA
Raf Rosseel,2000568334.0,12.35,12.2,12.2,12.1,11.8,10.65
Simone Dondi,2000567839.0,9.65,10.35,10.35,10.5,10.1,10.55
Marcello Criaco,2000567179.0,9.7,9.5,9.5,10.25,10.5,11.4
Riccardo Gozzi,2000506776.0,10.7,10.65,10.65,9.9,10.4,12.0
Borja Molina,2000506770.0,9.45,9.7,9.7,9.15,9.35,11.05
Houssin Diouri,2000506761.0,9.4,9.0,9.0,9.95,9.8,10.85
Kenan Mehic,2000506137.0,10.4,10.65,10.65,10.7,10.65,11.55
Marko Čulić,2000505302.0,9.95,10.1,10.1,10.3,10.15,12.45
Jiri Mlynek,2000437872.0,9.15,8.6,8.6,8.85,10.05,12.0
Rodrigo Neves,2000435249.0,13.3,12.8,12.8,13.7,13.9,14.6
Claudio Forgione,2000434046.0,12.5,13.05,13.05,13.3,11.1,10.8
Claudio Crippa,2000434044.0,11.2,11.75,11.75,12.45,10.5,7.6
Christophe Mercier,2000431621.0,13.3,13.3,13.3,12.7,12.8,12.6
Lukas Elsik,2000193022.0,8.5,8.1,8.1,8.5,9.75,11.65
Alessandro Bertini,2000190822.0,10.2,9.9,9.9,9.7,10.85,13.0
Fábio Gonçalves,2000189591.0,8.65,9.2,9.2,9.6,8.7,8.7
Jonas Pfaff,2000186472.0,11.05,10.7,10.7,10.3,11.3,12.05
Leonardo Rossi,2000018201.0,6.95,6.5,6.5,6.55,8.05,10.05
Mateus Fernandes,83320124.0,10.05,9.75,9.75,9.8,11.55,11.6
Jokin Ezkieta,67196201.0,9.35,8.95,8.95,9.9,9.6,9.9
Mirko Pigliacelli,43061419.0,8.0,8.05,8.05,8.9,8.9,10.75
Filip Krastev,22073681.0,11.4,11.2,11.2,10.7,12.5,14.2
Seppe Welters,18115983.0,7.8,7.65,7.65,8.9,7.1,6.9
Exequiel Palacios,14110846.0,13.3,13.3,13.3,13.9,14.0,14.1
Alberto Serra,2000506756.0,12.1,12.4,12.4,12.1,11.8,12.5
Oliveira,2000567177.0,9.95,9.35,9.35,9.3,10.25,12.85
Selahattin Erdoğan,2000512814.0,12.5,12.4,12.4,12.0,12.8,13.2
Mikołaj Wolanski,2000512116.0,13.7,13.1,13.1,13.55,12.5,11.95
Wagner Ricardo,2000506775.0,8.85,9.05,9.05,9.8,9.1,10.9
Tanaboon Arteaga,2000506774.0,10.95,10.7,10.7,10.6,11.3,11.15
Davide Bosetti,2000506773.0,12.2,12.3,12.3,12.1,12.5,14.8
Nelsón Barrera,2000497901.0,8.9,8.6,8.6,8.9,9.15,10.55
Gaspar Andrade,2000437519.0,8.8,8.5,8.5,9.2,9.25,11.25
Dinis Oliveira,2000434809.0,11.9,12.35,12.35,13.1,11.1,9.75
Boubakar Sissako,2000198829.0,13.0,12.8,12.8,12.55,12.3,10.75
Jan Bednarek,96047750.0,14.5,14.2,14.2,14.45,13.85,11.7
Anthony Martial,85086702.0,9.6,9.8,9.8,10.7,10.5,12.8
Fikayo Tomori,28097980.0,14.2,14.0,14.0,14.7,14.0,12.7
Loris Zunino,2000506778.0,11.95,11.55,11.55,11.65,12.35,12.6
Benjamín Croce,2000377768.0,11.25,11.0,11.0,11.15,11.35,14.05
Héctor Flores,2000285908.0,13.1,13.4,13.4,12.7,12.7,14.7
Lisandru Tramoni,49056370.0,12.1,11.9,11.9,11.2,12.4,13.4
Egidio Guidi,2000190821.0,13.05,13.1,13.1,14.55,12.55,10.35
Óscar,67228635.0,10.75,10.8,10.8,11.5,11.2,14.0
Gennaro Bressan,2000506772.0,14.9,14.7,14.7,13.8,14.1,13.7
Cristian Carlos Iglesias,2000511849.0,11.7,11.3,11.3,12.0,12.0,12.6
Jost Kunz,2000504128.0,14.6,14.7,14.7,14.5,14.2,11.9
Alphonse Areola,85027976.0,10.9,11.0,11.0,11.4,11.1,11.95
Ronaldo Vieira,29161106.0,13.5,13.3,13.3,13.15,13.8,13.35
Davide Calabria,43123020.0,13.6,13.9,13.9,13.7,13.6,12.3
Alessandro Romanò,2000434040.0,15.5,15.15,15.15,14.5,14.85,14.25
Fabinho,19183676.0,14.3,14.2,14.2,14.3,15.0,14.4
Franck Kessié,13136664.0,15.4,15.9,15.9,15.8,15.3,14.3
Lorenzo Di Fusco,2000190824.0,10.9,10.6,10.6,11.3,11.45,14.15
Davinson Sánchez,76023027.0,13.0,13.0,13.0,13.4,12.7,11.6
Batuhan Kör,70131652.0,11.15,10.95,10.95,10.65,11.35,13.0
Wilfried Singo,12078947.0,13.9,13.7,13.7,13.9,13.7,13.1
