Player,UID,AF,CF,DLF,F9,P,PF,TM
Raf Rosseel,2000568334.0,10.1,10.0,11.6,10.35,10.1,10.55,10.6
Simone Dondi,2000567839.0,12.6,11.25,11.45,11.8,12.6,12.15,11.05
Marcello Criaco,2000567179.0,12.55,11.7,12.85,12.9,12.55,11.85,10.75
Riccardo Gozzi,2000506776.0,11.4,11.9,12.9,12.55,11.4,10.85,12.05
Borja Molina,2000506770.0,12.0,11.65,12.0,11.6,12.0,11.25,12.9
Houssin Diouri,2000506761.0,12.25,10.85,12.1,11.95,12.25,10.8,10.45
Kenan Mehic,2000506137.0,14.1,11.85,13.0,13.25,14.1,12.55,12.45
Marko Čulić,2000505302.0,11.3,12.25,13.45,13.1,11.3,12.15,12.2
Jiri Mlynek,2000437872.0,12.35,12.9,12.35,11.5,12.35,11.9,12.45
Rodrigo Neves,2000435249.0,13.2,13.6,15.5,14.6,13.2,12.7,12.7
Claudio Forgione,2000434046.0,11.2,10.25,11.45,11.1,11.2,12.15,11.0
Claudio Crippa,2000434044.0,8.3,8.75,8.3,7.35,8.3,9.7,9.8
Christophe Mercier,2000431621.0,12.0,12.5,13.5,13.3,12.0,12.0,12.9
Lukas Elsik,2000193022.0,13.4,11.4,12.3,11.9,13.4,11.8,11.65
Alessandro Bertini,2000190822.0,12.65,12.2,12.8,12.9,12.65,11.2,11.2
Fábio Gonçalves,2000189591.0,11.55,9.45,9.8,9.65,11.55,11.7,10.0
Jonas Pfaff,2000186472.0,10.7,11.2,12.3,12.15,10.7,10.55,10.3
Leonardo Rossi,2000018201.0,13.8,11.65,12.1,11.15,13.8,10.85,11.6
Mateus Fernandes,83320124.0,12.4,11.7,12.85,12.4,12.4,11.8,10.1
Jokin Ezkieta,67196201.0,8.85,8.55,10.4,8.65,8.85,8.6,9.2
Mirko Pigliacelli,43061419.0,7.2,9.3,11.35,10.0,7.2,7.75,8.9
Filip Krastev,22073681.0,14.2,12.9,14.0,14.2,14.2,12.2,11.7
Seppe Welters,18115983.0,8.25,5.8,7.3,6.25,8.25,7.9,7.0
Exequiel Palacios,14110846.0,13.5,13.5,14.6,14.1,13.5,13.3,12.2
Alberto Serra,2000506756.0,15.0,13.4,13.2,12.5,15.0,14.6,14.0
Oliveira,2000567177.0,14.15,13.25,13.35,13.95,14.15,12.45,12.95
Selahattin Erdoğan,2000512814.0,15.2,13.9,14.5,14.7,15.2,13.9,12.6
Mikołaj Wolanski,2000512116.0,11.2,10.75,12.25,11.8,11.2,11.75,10.7
Wagner Ricardo,2000506775.0,11.15,11.4,11.8,12.25,11.15,10.8,11.55
Tanaboon Arteaga,2000506774.0,9.55,11.6,12.4,11.6,9.55,10.55,10.65
Davide Bosetti,2000506773.0,15.0,14.6,15.8,15.4,15.0,14.3,14.7
Nelsón Barrera,2000497901.0,11.9,10.55,11.75,12.3,11.9,10.85,9.75
Gaspar Andrade,2000437519.0,13.25,11.15,11.9,12.1,13.25,12.05,11.6
Dinis Oliveira,2000434809.0,10.8,9.8,10.75,10.3,10.8,11.45,10.7
Boubakar Sissako,2000198829.0,10.15,10.2,10.8,9.55,10.15,10.95,10.2
Jan Bednarek,96047750.0,10.15,11.05,11.3,10.1,10.15,11.45,11.0
Anthony Martial,85086702.0,13.6,12.9,13.1,12.7,13.6,13.0,12.6
Fikayo Tomori,28097980.0,12.7,12.2,13.1,11.85,12.7,13.5,12.6
Loris Zunino,2000506778.0,12.65,12.15,13.5,13.2,12.65,11.7,10.9
Benjamín Croce,2000377768.0,14.2,13.75,14.8,14.8,14.2,13.05,13.7
Héctor Flores,2000285908.0,15.2,14.9,15.3,15.2,15.2,15.2,15.3
Lisandru Tramoni,49056370.0,13.9,12.7,14.0,14.1,13.9,12.3,11.4
Egidio Guidi,2000190821.0,11.65,11.1,11.1,10.2,11.65,12.95,12.2
Óscar,67228635.0,12.55,13.65,14.0,13.75,12.55,12.8,12.6
Gennaro Bressan,2000506772.0,14.2,13.6,14.1,13.2,14.2,14.7,13.9
Cristian Carlos Iglesias,2000511849.0,13.15,11.25,12.2,12.7,13.15,12.25,10.85
Jost Kunz,2000504128.0,12.5,11.9,12.4,11.4,12.5,13.0,12.7
Alphonse Areola,85027976.0,9.8,9.3,12.05,10.4,9.8,9.75,10.4
Ronaldo Vieira,29161106.0,12.4,12.15,13.55,12.8,12.4,12.15,11.6
Davide Calabria,43123020.0,12.8,11.5,12.3,12.5,12.8,12.7,11.6
Alessandro Romanò,2000434040.0,13.35,12.45,13.65,13.25,13.35,13.1,12.55
Fabinho,19183676.0,11.65,13.25,14.0,13.7,11.65,12.25,13.05
Franck Kessié,13136664.0,14.8,14.6,15.1,14.0,14.8,15.6,14.7
Lorenzo Di Fusco,2000190824.0,13.6,14.1,14.7,14.2,13.6,12.6,13.15
Davinson Sánchez,76023027.0,12.0,11.7,12.1,11.0,12.0,12.7,12.0
Batuhan Kör,70131652.0,14.5,13.3,13.7,13.8,14.5,13.1,13.2
Wilfried Singo,12078947.0,13.8,12.8,13.4,12.9,13.8,13.7,13.0
