Player,UID,WM,W,DW,IW,IF,WG
Raf Rosseel,2000568334.0,10.4,9.95,11.65,10.7,10.1,10.12
Simone Dondi,2000567839.0,12.4,13.6,10.65,11.95,12.05,12.5
Marcello Criaco,2000567179.0,12.75,13.65,9.7,13.5,13.0,12.46
Riccardo Gozzi,2000506776.0,11.75,12.05,10.0,12.9,11.95,12.38
Borja Molina,2000506770.0,10.95,11.65,9.3,11.35,11.7,11.96
Houssin Diouri,2000506761.0,11.05,11.7,9.2,11.9,11.7,11.25
Kenan Mehic,2000506137.0,11.95,13.35,10.55,12.7,12.4,13.04
Marko Čulić,2000505302.0,12.4,11.7,9.95,13.4,12.8,11.42
Jiri Mlynek,2000437872.0,10.5,10.45,8.35,12.55,13.25,11.21
Rodrigo Neves,2000435249.0,13.4,12.8,12.7,15.3,14.2,12.33
Claudio Forgione,2000434046.0,11.25,11.9,11.8,11.3,10.5,11.58
Claudio Crippa,2000434044.0,9.1,8.95,10.7,8.3,8.05,9.62
Christophe Mercier,2000431621.0,13.4,13.0,13.0,13.5,13.0,12.92
Lukas Elsik,2000193022.0,10.2,12.2,7.9,12.15,12.55,12.08
Alessandro Bertini,2000190822.0,11.75,12.5,9.85,13.45,13.0,11.83
Fábio Gonçalves,2000189591.0,10.45,12.1,8.4,10.65,10.5,11.67
Jonas Pfaff,2000186472.0,12.1,11.55,11.15,12.6,12.0,10.96
Leonardo Rossi,2000018201.0,8.65,10.25,5.95,10.9,11.4,10.46
Mateus Fernandes,83320124.0,11.75,11.8,10.5,13.0,12.35,10.75
Jokin Ezkieta,67196201.0,7.45,7.65,8.5,9.3,8.75,8.04
Mirko Pigliacelli,43061419.0,7.9,6.5,8.1,9.7,8.5,6.33
Filip Krastev,22073681.0,13.1,13.6,11.8,14.4,13.9,12.5
Seppe Welters,18115983.0,5.55,6.75,7.2,6.25,5.65,6.92
Exequiel Palacios,14110846.0,13.6,13.2,13.4,14.6,13.7,12.33
Alberto Serra,2000506756.0,12.5,13.9,11.0,13.4,14.0,13.75
Oliveira,2000567177.0,11.95,13.65,10.1,13.55,13.9,13.38
Selahattin Erdoğan,2000512814.0,13.9,14.3,12.7,14.7,14.4,13.33
Mikołaj Wolanski,2000512116.0,11.9,11.35,12.8,12.25,12.0,10.88
Wagner Ricardo,2000506775.0,11.15,11.45,8.8,12.3,12.15,11.17
Tanaboon Arteaga,2000506774.0,10.75,9.05,10.75,12.35,11.45,9.21
Davide Bosetti,2000506773.0,14.2,15.0,11.8,15.7,15.0,14.75
Nelsón Barrera,2000497901.0,11.1,12.5,8.8,11.75,11.55,11.58
Gaspar Andrade,2000437519.0,10.3,12.5,8.6,11.65,12.4,11.83
Dinis Oliveira,2000434809.0,10.95,10.8,11.6,10.2,9.8,10.5
Boubakar Sissako,2000198829.0,10.35,9.5,12.25,10.5,10.0,9.75
Jan Bednarek,96047750.0,11.1,10.2,13.5,11.45,11.3,10.67
Anthony Martial,85086702.0,11.8,13.2,9.6,13.2,13.8,12.58
Fikayo Tomori,28097980.0,11.95,12.15,13.25,12.5,12.1,12.38
Loris Zunino,2000506778.0,12.45,12.3,11.65,13.55,12.85,11.29
Benjamín Croce,2000377768.0,13.25,13.45,10.8,14.65,14.8,12.88
Héctor Flores,2000285908.0,14.7,15.6,12.6,15.9,15.7,15.42
Lisandru Tramoni,49056370.0,13.3,13.9,12.0,14.3,13.8,12.58
Egidio Guidi,2000190821.0,11.15,11.25,12.4,11.15,11.3,11.79
Óscar,67228635.0,12.55,13.0,11.0,13.85,13.5,12.42
Gennaro Bressan,2000506772.0,14.1,14.3,13.8,14.6,14.3,14.25
Cristian Carlos Iglesias,2000511849.0,12.8,13.2,12.0,12.8,12.35,12.58
Jost Kunz,2000504128.0,12.4,12.4,14.0,12.2,12.0,12.58
Alphonse Areola,85027976.0,9.1,9.4,10.3,11.0,10.2,9.29
Ronaldo Vieira,29161106.0,12.7,12.05,13.3,13.15,12.6,11.38
Davide Calabria,43123020.0,13.1,12.4,13.9,12.4,12.2,11.67
Alessandro Romanò,2000434040.0,13.0,13.1,15.0,13.5,12.75,12.83
Fabinho,19183676.0,13.6,11.8,14.4,13.9,13.45,12.0
Franck Kessié,13136664.0,14.6,14.1,14.9,14.9,14.9,13.5
Lorenzo Di Fusco,2000190824.0,11.9,12.9,10.3,14.15,14.35,12.25
Davinson Sánchez,76023027.0,11.6,11.5,12.2,11.8,11.8,11.67
Batuhan Kör,70131652.0,12.65,13.5,11.15,13.8,13.7,13.33
Wilfried Singo,12078947.0,13.3,13.9,13.4,13.2,12.8,14.0
