Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC
Raf Rosseel,2000568334,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Simone Dondi,2000567839,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Marcello Criaco,2000567179,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Riccardo Gozzi,2000506776,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Borja Molina,2000506770,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Houssin Diouri,2000506761,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Kenan Mehic,2000506137,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Marko Čulić,2000505302,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Jiri Mlynek,2000437872,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Rodrigo Neves,2000435249,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Claudio Forgione,2000434046,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Claudio Crippa,2000434044,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Christophe Mercier,2000431621,0,0,1,0,0,1,1,0,1,0,0,0,0,0
Lukas Elsik,2000193022,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Alessandro Bertini,2000190822,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Fábio Gonçalves,2000189591,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Jonas Pfaff,2000186472,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Leonardo Rossi,2000018201,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Mateus Fernandes,83320124,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Jokin Ezkieta,67196201,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirko Pigliacelli,43061419,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip Krastev,22073681,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Seppe Welters,18115983,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Exequiel Palacios,14110846,0,0,0,0,0,1,0,0,1,0,1,1,0,0
Alberto Serra,2000506756,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Oliveira,2000567177,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Selahattin Erdoğan,2000512814,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Mikołaj Wolanski,2000512116,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Wagner Ricardo,2000506775,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Tanaboon Arteaga,2000506774,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Davide Bosetti,2000506773,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Nelsón Barrera,2000497901,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Gaspar Andrade,2000437519,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Dinis Oliveira,2000434809,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Boubakar Sissako,2000198829,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Jan Bednarek,96047750,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Anthony Martial,85086702,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Fikayo Tomori,28097980,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Loris Zunino,2000506778,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Benjamín Croce,2000377768,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Héctor Flores,2000285908,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Lisandru Tramoni,49056370,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Egidio Guidi,2000190821,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Óscar,67228635,0,0,0,0,0,0,0,0,1,1,0,1,1,0
Gennaro Bressan,2000506772,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Cristian Carlos Iglesias,2000511849,0,0,0,1,0,0,1,0,0,1,0,0,1,0
Jost Kunz,2000504128,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Alphonse Areola,85027976,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronaldo Vieira,29161106,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Davide Calabria,43123020,0,1,0,1,1,0,1,0,1,0,0,0,0,0
Alessandro Romanò,2000434040,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Fabinho,19183676,0,1,1,0,0,1,0,0,1,0,0,0,0,0
Franck Kessié,13136664,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Lorenzo Di Fusco,2000190824,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Davinson Sánchez,76023027,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Batuhan Kör,70131652,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Wilfried Singo,12078947,0,1,0,0,1,0,0,0,0,0,0,0,0,0
