Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Raf Rosseel,2000568334.0,14.5,11.67,7.5,12.5,11.25,10.5,11.0,12.75,12.5,8.75,11.25,11.38,11.1,12.17,11.5,12.17,5.0,12.25,14.0,9.17,12.0
Simone Dondi,2000567839.0,6.0,11.67,8.0,11.0,12.0,9.83,14.0,13.5,11.0,13.0,9.75,14.0,11.3,8.33,14.75,11.67,10.0,14.75,11.5,11.0,6.0
Marcello Criaco,2000567179.0,5.0,9.83,8.0,9.5,15.0,10.83,12.83,11.5,9.5,14.5,10.75,10.62,10.8,7.17,13.75,10.33,12.0,14.0,14.0,11.0,4.5
Riccardo Gozzi,2000506776.0,17.5,12.5,10.5,9.5,14.5,12.67,11.67,12.75,9.5,14.5,8.5,8.5,12.9,8.83,12.75,12.17,12.0,14.0,13.75,10.83,10.0
Borja Molina,2000506770.0,18.0,11.83,9.0,9.5,11.75,11.67,11.17,12.75,9.5,11.0,10.75,8.88,11.8,8.0,12.0,12.33,14.5,11.75,12.25,10.5,5.0
Houssin Diouri,2000506761.0,10.5,8.83,7.5,8.5,15.75,9.83,13.0,10.5,8.5,13.75,10.25,11.25,9.6,7.5,15.0,9.67,11.0,14.25,13.0,12.0,8.0
Kenan Mehic,2000506137.0,14.0,12.83,9.0,11.25,13.75,11.33,12.83,11.75,11.25,15.0,10.75,12.12,11.8,10.17,15.88,12.33,13.5,13.0,14.0,11.0,7.0
Marko Čulić,2000505302.0,12.0,14.33,8.0,8.25,15.0,13.5,13.33,15.75,8.25,13.0,8.75,12.5,14.3,7.33,11.38,14.5,13.0,16.25,10.75,12.17,8.5
Jiri Mlynek,2000437872.0,15.0,9.33,15.0,9.5,15.5,13.5,10.67,10.25,9.5,14.0,12.0,10.0,10.9,8.83,10.38,11.5,17.0,13.5,8.25,12.83,3.5
Rodrigo Neves,2000435249.0,11.0,14.33,9.0,14.0,16.5,14.67,13.67,14.5,14.0,14.5,13.0,15.75,14.4,13.0,14.5,14.67,12.0,17.0,15.0,11.33,10.0
Claudio Forgione,2000434046.0,12.0,14.33,8.0,11.0,11.0,10.5,10.0,14.75,11.0,11.0,11.25,13.0,12.3,10.33,12.88,14.17,9.0,10.25,13.75,8.17,10.0
Claudio Crippa,2000434044.0,14.0,9.17,12.0,8.5,7.5,6.67,7.17,9.25,8.5,6.5,8.25,12.0,7.8,9.0,10.5,9.0,3.5,8.75,13.0,4.83,15.0
Christophe Mercier,2000431621.0,14.0,13.0,11.0,11.0,15.0,12.0,14.0,16.0,11.0,13.5,10.5,13.25,13.0,11.33,14.5,14.0,8.0,16.0,16.0,11.67,12.0
Lukas Elsik,2000193022.0,11.0,8.83,12.0,8.5,18.0,13.67,10.33,10.0,8.5,14.25,10.0,10.5,11.2,8.17,15.25,10.5,11.5,13.0,11.75,11.67,3.0
Alessandro Bertini,2000190822.0,8.0,11.83,9.0,9.0,15.25,14.67,11.5,11.0,9.0,15.0,11.0,8.75,13.2,8.0,13.38,11.83,12.5,13.5,11.5,12.0,6.5
Fábio Gonçalves,2000189591.0,14.0,10.0,5.0,7.25,13.0,8.83,9.17,10.75,7.25,11.0,8.25,12.75,9.5,5.33,14.12,10.17,8.0,9.5,10.75,7.33,3.5
Jonas Pfaff,2000186472.0,7.5,10.33,8.5,10.5,14.25,11.17,14.0,12.75,10.5,12.75,9.25,10.88,11.3,10.17,12.0,11.17,11.0,16.25,11.5,10.5,11.0
Leonardo Rossi,2000018201.0,9.0,10.17,14.0,10.25,12.5,12.0,7.5,8.25,10.25,12.75,11.25,7.12,10.2,8.17,13.62,10.67,15.5,9.0,10.5,10.0,2.5
Mateus Fernandes,83320124.0,3.5,12.0,7.5,10.25,15.0,11.67,13.17,11.5,10.25,11.5,9.75,11.75,11.6,9.67,14.88,12.0,10.0,15.5,9.75,11.17,10.0
Jokin Ezkieta,67196201.0,14.5,9.33,5.5,13.0,11.25,9.33,8.83,10.5,13.0,6.75,10.75,10.75,9.0,9.17,11.75,10.67,2.0,12.0,12.0,6.0,1.5
Mirko Pigliacelli,43061419.0,6.5,13.33,4.5,11.75,10.0,9.5,9.67,12.25,11.75,6.5,12.75,11.25,11.1,8.17,7.38,12.5,8.0,12.75,8.25,4.83,3.5
Filip Krastev,22073681.0,6.0,14.0,8.0,12.5,14.5,15.0,13.67,13.0,12.5,15.0,13.0,11.0,14.6,11.67,14.75,13.33,15.0,15.5,10.5,12.33,10.0
