Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Raf Rosseel,2000568334.0,3.75,13.5,11.0,12.17,3.25,2.0,2.0,2.5
Simone Dondi,2000567839.0,3.75,12.5,15.0,12.17,2.25,1.5,2.75,2.25
Marcello Criaco,2000567179.0,2.0,13.88,14.0,9.42,2.25,1.5,2.0,2.5
Riccardo Gozzi,2000506776.0,2.25,13.38,11.25,9.33,2.0,3.5,2.5,2.25
Borja Molina,2000506770.0,3.0,11.62,11.5,11.17,2.75,1.5,2.5,1.5
Houssin Diouri,2000506761.0,2.75,14.38,14.0,10.75,4.0,2.5,2.25,1.75
Kenan Mehic,2000506137.0,2.0,14.5,15.0,11.92,2.5,2.5,2.75,3.5
Marko Čulić,2000505302.0,1.75,11.38,10.5,11.58,3.0,1.0,2.5,2.75
Jiri Mlynek,2000437872.0,1.75,10.12,11.5,10.33,2.25,3.5,3.25,2.25
Rodrigo Neves,2000435249.0,3.0,15.25,12.5,14.67,2.0,2.0,2.0,1.5
Claudio Forgione,2000434046.0,1.5,13.12,13.0,13.75,2.25,2.5,4.0,3.75
Claudio Crippa,2000434044.0,3.5,12.0,9.5,10.08,2.75,2.5,4.0,2.75
Christophe Mercier,2000431621.0,2.0,15.25,12.5,13.5,2.5,2.0,1.5,1.0
Lukas Elsik,2000193022.0,3.5,13.5,15.0,9.67,2.5,4.5,2.25,1.75
Alessandro Bertini,2000190822.0,2.5,13.0,12.5,10.25,1.75,2.5,1.5,3.0
Fábio Gonçalves,2000189591.0,2.0,12.88,15.5,10.75,3.25,1.5,3.0,3.5
Jonas Pfaff,2000186472.0,2.0,12.25,12.0,10.83,2.75,3.5,1.75,2.5
Leonardo Rossi,2000018201.0,2.75,10.5,15.0,9.25,3.25,3.0,2.25,3.25
Mateus Fernandes,83320124.0,2.0,11.62,16.5,10.5,2.0,1.0,3.0,3.0
Jokin Ezkieta,67196201.0,14.0,12.12,11.0,11.58,14.0,5.0,14.0,12.0
Mirko Pigliacelli,43061419.0,15.5,6.12,6.5,12.25,14.0,16.0,11.5,14.0
Filip Krastev,22073681.0,1.0,12.75,14.5,12.5,2.0,3.0,2.0,2.5
Seppe Welters,18115983.0,10.5,10.12,12.5,11.25,10.0,4.5,14.75,9.5
Exequiel Palacios,14110846.0,2.5,14.0,12.5,14.5,2.0,1.0,2.0,1.5
Alberto Serra,2000506756.0,3.0,15.25,16.5,13.67,1.5,2.0,2.0,3.0
Oliveira,2000567177.0,4.0,13.88,17.5,10.5,2.5,3.0,2.25,1.75
Selahattin Erdoğan,2000512814.0,3.0,15.75,16.0,13.17,2.5,2.0,1.5,3.0
Mikołaj Wolanski,2000512116.0,4.0,14.5,12.0,15.08,4.75,1.5,3.0,2.25
Wagner Ricardo,2000506775.0,2.75,12.62,9.0,9.92,4.25,2.0,3.0,1.75
Tanaboon Arteaga,2000506774.0,2.25,10.38,9.75,9.33,2.25,1.5,3.75,2.0
Davide Bosetti,2000506773.0,1.5,15.75,15.0,13.17,2.0,2.0,2.0,2.0
Nelsón Barrera,2000497901.0,3.0,11.5,14.5,10.08,2.0,2.5,4.0,2.25
Gaspar Andrade,2000437519.0,3.0,14.0,14.5,10.17,2.0,3.5,2.25,1.75
Dinis Oliveira,2000434809.0,2.0,12.88,11.5,14.0,2.25,2.0,3.5,3.0
Boubakar Sissako,2000198829.0,2.75,12.5,11.25,12.58,2.5,1.5,2.5,2.5
Jan Bednarek,96047750.0,3.0,12.5,10.5,14.92,2.0,3.5,1.75,2.25
Anthony Martial,85086702.0,2.0,11.75,13.0,12.67,2.25,3.0,2.75,2.5
Fikayo Tomori,28097980.0,1.75,14.0,16.5,14.67,3.0,1.5,2.75,2.75
Loris Zunino,2000506778.0,2.75,15.0,12.0,10.75,2.5,4.0,2.25,2.75
Benjamín Croce,2000377768.0,3.0,14.12,12.5,12.83,2.5,2.0,2.75,2.25
Héctor Flores,2000285908.0,2.0,16.0,14.5,13.83,2.5,1.0,2.0,2.0
Lisandru Tramoni,49056370.0,3.0,14.5,15.0,12.83,2.0,2.0,2.0,2.5
Egidio Guidi,2000190821.0,2.25,15.25,13.0,13.5,1.75,1.5,2.5,2.25
Óscar,67228635.0,1.25,11.38,12.5,13.92,2.75,1.5,2.75,3.0
Gennaro Bressan,2000506772.0,2.5,16.5,15.5,12.67,2.0,2.0,2.0,3.0
Cristian Carlos Iglesias,2000511849.0,1.75,12.5,15.5,13.67,3.0,2.0,3.25,2.25
Jost Kunz,2000504128.0,2.0,15.0,14.5,13.67,3.0,3.0,2.5,2.5
Alphonse Areola,85027976.0,16.5,11.25,8.5,14.33,13.0,8.0,14.5,15.5
Ronaldo Vieira,29161106.0,3.25,13.75,12.0,13.33,3.0,2.0,2.5,2.25
Davide Calabria,43123020.0,2.75,12.75,13.5,14.5,2.0,3.0,2.25,1.75
Alessandro Romanò,2000434040.0,2.25,14.88,15.0,16.25,2.75,4.0,2.5,1.75
Fabinho,19183676.0,2.5,10.5,11.0,15.5,2.25,1.5,2.25,1.5
Franck Kessié,13136664.0,3.0,16.0,14.0,15.33,2.5,2.0,2.0,3.5
Lorenzo Di Fusco,2000190824.0,3.25,12.75,11.0,13.67,2.0,4.5,2.75,2.25
Davinson Sánchez,76023027.0,1.75,13.75,14.0,13.17,2.25,2.0,2.5,1.5
Batuhan Kör,70131652.0,1.75,14.0,15.5,12.33,2.25,4.0,1.5,2.0
Wilfried Singo,12078947.0,2.0,14.75,16.0,13.83,2.0,1.0,1.5,2.5
