Player,UID,AMC,AP,T,SS,AM,EG
Raf Rosseel,2000568334.0,11.35,11.0,11.35,10.1,10.7,10.35
Simone Dondi,2000567839.0,12.2,12.7,12.2,12.05,11.95,12.7
Marcello Criaco,2000567179.0,13.1,13.45,13.1,13.0,13.5,14.25
Riccardo Gozzi,2000506776.0,12.4,13.15,12.4,11.95,12.9,13.35
Borja Molina,2000506770.0,11.45,11.75,11.45,11.7,11.35,11.5
Houssin Diouri,2000506761.0,11.9,11.85,11.9,11.7,11.9,12.25
Kenan Mehic,2000506137.0,11.9,12.1,11.9,12.4,12.7,12.9
Marko Čulić,2000505302.0,13.4,14.2,13.4,12.8,13.4,13.3
Jiri Mlynek,2000437872.0,11.65,12.05,11.65,13.25,12.55,11.75
Rodrigo Neves,2000435249.0,14.9,15.0,14.9,14.2,15.3,15.0
Claudio Forgione,2000434046.0,12.0,11.4,12.0,10.5,11.3,10.9
Claudio Crippa,2000434044.0,9.1,8.6,9.1,8.05,8.3,8.65
Christophe Mercier,2000431621.0,14.1,14.0,14.1,13.0,13.5,13.8
Lukas Elsik,2000193022.0,11.4,12.4,11.4,12.55,12.15,13.1
Alessandro Bertini,2000190822.0,12.6,13.3,12.6,13.0,13.45,13.85
Fábio Gonçalves,2000189591.0,10.65,10.95,10.65,10.5,10.65,10.95
Jonas Pfaff,2000186472.0,12.85,13.1,12.85,12.0,12.6,12.75
Leonardo Rossi,2000018201.0,9.0,9.5,9.0,11.4,10.9,10.3
Mateus Fernandes,83320124.0,12.45,12.8,12.45,12.35,13.0,12.55
Jokin Ezkieta,67196201.0,9.9,9.3,9.9,8.75,9.3,8.7
Mirko Pigliacelli,43061419.0,10.5,9.7,10.5,8.5,9.7,8.6
Filip Krastev,22073681.0,13.8,14.4,13.8,13.9,14.4,14.6
Seppe Welters,18115983.0,6.65,5.75,6.65,5.65,6.25,5.35
Exequiel Palacios,14110846.0,14.6,14.4,14.6,13.7,14.6,14.4
Alberto Serra,2000506756.0,13.3,13.6,13.3,14.0,13.4,13.5
Oliveira,2000567177.0,12.5,13.1,12.5,13.9,13.55,13.9
Selahattin Erdoğan,2000512814.0,14.4,13.9,14.4,14.4,14.7,14.2
Mikołaj Wolanski,2000512116.0,12.65,12.25,12.65,12.0,12.25,11.45
Wagner Ricardo,2000506775.0,12.1,12.4,12.1,12.15,12.3,12.9
Tanaboon Arteaga,2000506774.0,12.1,11.7,12.1,11.45,12.35,11.0
Davide Bosetti,2000506773.0,15.3,15.9,15.3,15.0,15.7,16.1
Nelsón Barrera,2000497901.0,10.9,11.4,10.9,11.55,11.75,12.2
Gaspar Andrade,2000437519.0,11.0,11.6,11.0,12.4,11.65,12.5
Dinis Oliveira,2000434809.0,10.6,10.1,10.6,9.8,10.2,9.7
Boubakar Sissako,2000198829.0,11.45,10.6,11.45,10.0,10.5,9.5
Jan Bednarek,96047750.0,12.3,11.5,12.3,11.3,11.45,10.6
Anthony Martial,85086702.0,13.1,13.7,13.1,13.8,13.2,13.7
Fikayo Tomori,28097980.0,12.9,12.3,12.9,12.1,12.5,12.0
Loris Zunino,2000506778.0,13.2,13.4,13.2,12.85,13.55,13.95
Benjamín Croce,2000377768.0,13.75,14.45,13.75,14.8,14.65,14.6
Héctor Flores,2000285908.0,15.9,16.4,15.9,15.7,15.9,16.1
Lisandru Tramoni,49056370.0,13.8,14.2,13.8,13.8,14.3,14.4
Egidio Guidi,2000190821.0,11.75,11.15,11.75,11.3,11.15,11.2
Óscar,67228635.0,14.15,14.55,14.15,13.5,13.85,13.95
Gennaro Bressan,2000506772.0,14.9,14.9,14.9,14.3,14.6,14.6
Cristian Carlos Iglesias,2000511849.0,12.5,12.6,12.5,12.35,12.8,12.5
Jost Kunz,2000504128.0,12.9,12.2,12.9,12.0,12.2,12.1
Alphonse Areola,85027976.0,12.05,11.45,12.05,10.2,11.0,10.4
Ronaldo Vieira,29161106.0,13.55,13.25,13.55,12.6,13.15,12.85
Davide Calabria,43123020.0,12.8,11.9,12.8,12.2,12.4,11.6
Alessandro Romanò,2000434040.0,13.95,13.25,13.95,12.75,13.5,12.6
Fabinho,19183676.0,14.1,13.7,14.1,13.45,13.9,13.0
Franck Kessié,13136664.0,15.3,15.0,15.3,14.9,14.9,14.7
Lorenzo Di Fusco,2000190824.0,13.4,14.1,13.4,14.35,14.15,14.6
Davinson Sánchez,76023027.0,12.2,12.0,12.2,11.8,11.8,11.6
Batuhan Kör,70131652.0,13.2,13.3,13.2,13.7,13.8,13.4
Wilfried Singo,12078947.0,13.2,13.0,13.2,12.8,13.2,13.2
