Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Koldo Valencia,2000663358.0,10.7,10.5,10.6,11.5,11.4,11.3,11.3,10.9
David Krecek,2000569970.0,10.7,9.2,14.6,11.4,12.1,9.1,10.2,12.7
Stefán Þór Jónsson,2000531873.0,10.2,9.4,13.2,10.9,10.8,9.2,9.6,12.1
Álvaro Sánchez,2000685713.0,11.8,11.1,9.4,12.0,12.3,12.1,12.8,10.9
Kian Van Den Bergh,2000632259.0,10.8,10.2,10.0,11.1,10.9,11.3,12.7,10.3
Francesco Zamuner,2000626880.0,12.6,12.2,11.8,12.3,12.5,12.2,12.6,11.9
Roberto van Brakel,2000572868.0,11.0,11.3,9.5,12.1,11.9,12.6,12.8,10.5
Antonio Navarro,2000571902.0,11.5,10.3,12.2,11.6,11.7,10.2,10.8,11.8
Vicente,2000571659.0,10.4,10.2,8.8,10.8,10.7,11.8,12.2,9.3
Felipe,2000510074.0,11.1,11.1,11.7,12.3,11.7,11.6,12.4,11.5
Víctor,2000440738.0,12.8,12.4,10.7,12.3,12.4,13.2,13.3,11.6
Raffaele Russo,2000324450.0,10.1,8.1,10.0,9.1,11.0,8.5,9.2,9.2
Alen Bartolović,2000506471.0,10.1,9.3,8.3,11.0,10.7,10.9,12.0,9.3
Ronald Woudenberg,2000633117.0,9.9,8.9,9.0,8.7,9.8,8.7,9.0,9.1
Agustín Kranevitter,2000612966.0,10.8,9.5,10.0,9.9,10.7,9.1,9.8,10.3
Leandro Alves,2000568887.0,9.1,8.3,8.6,9.6,9.7,10.3,11.4,8.6
Carl Mooney,2000410920.0,11.2,10.6,9.6,12.6,11.9,11.3,12.0,11.0
Gonzalo Cuadros,2000647507.0,12.3,11.4,8.9,12.4,12.7,12.7,13.4,10.9
Buster Juul Vibe,2000566892.0,10.5,10.7,9.0,11.6,11.5,11.7,13.1,10.3
Manuel Bosch,2000514796.0,12.0,11.7,10.1,12.5,12.1,12.3,12.8,11.4
Jannis Emde,2000504247.0,11.5,10.4,9.8,11.1,11.5,11.9,12.9,9.9
Saverio van Lopik,2000437951.0,11.5,11.5,8.8,11.9,12.0,12.6,12.6,11.0
Harald Klingmann,2000504134.0,11.9,10.2,12.7,11.4,11.5,10.3,10.6,11.9
Özgün Karatepe,2000631119.0,11.9,11.5,13.5,12.1,12.1,11.3,11.1,13.0
Matt Bonfield,2000567798.0,10.3,10.3,11.8,10.9,11.3,10.2,10.3,11.5
Mateo Gómez,2000512705.0,9.5,9.0,11.7,10.0,10.1,9.1,9.4,10.8
Agustín Agirre,2000439259.0,11.9,11.9,12.8,12.8,12.7,11.4,12.1,13.2
Scott Diaz,2000706461.0,13.6,12.6,11.6,12.9,13.1,13.3,12.9,12.0
