Player,UID,AMC,AP,T,SS,AM,EG
Koldo Valencia,2000663358.0,11.6,12.1,11.6,11.9,11.6,12.0
David Krecek,2000569970.0,11.2,10.5,11.2,9.8,10.5,10.3
Stefán Þór Jónsson,2000531873.0,10.5,9.7,10.5,9.8,10.1,9.0
Álvaro Sánchez,2000685713.0,12.6,12.7,12.6,11.8,12.3,12.5
Kian Van Den Bergh,2000632259.0,11.7,12.0,11.7,11.4,11.9,12.7
Francesco Zamuner,2000626880.0,12.2,11.6,12.2,12.1,12.4,11.7
Roberto van Brakel,2000572868.0,12.7,13.3,12.7,12.2,12.8,13.3
Antonio Navarro,2000571902.0,11.6,11.2,11.6,10.0,10.6,10.5
Vicente,2000571659.0,11.1,11.8,11.1,10.9,11.1,11.8
Felipe,2000510074.0,12.3,12.4,12.3,12.6,12.4,13.1
Víctor,2000440738.0,12.4,12.6,12.4,12.5,12.8,12.9
Raffaele Russo,2000324450.0,9.9,9.5,9.9,6.6,8.5,8.4
Alen Bartolović,2000506471.0,11.2,12.0,11.2,12.0,11.9,12.9
Ronald Woudenberg,2000633117.0,8.9,8.1,8.9,7.3,8.5,7.3
Agustín Kranevitter,2000612966.0,9.6,8.7,9.6,7.9,8.9,8.2
Leandro Alves,2000568887.0,9.2,10.0,9.2,11.4,10.6,11.1
Carl Mooney,2000410920.0,12.3,12.7,12.3,13.2,12.4,12.5
Gonzalo Cuadros,2000647507.0,12.3,12.8,12.3,12.2,12.7,12.8
Buster Juul Vibe,2000566892.0,11.6,11.8,11.6,12.7,12.5,12.7
Manuel Bosch,2000514796.0,12.8,13.2,12.8,12.5,12.9,13.3
Jannis Emde,2000504247.0,11.4,12.0,11.4,11.5,12.0,12.5
Saverio van Lopik,2000437951.0,12.4,12.8,12.4,12.0,12.7,12.4
Harald Klingmann,2000504134.0,11.0,10.2,11.0,10.4,10.6,10.1
Özgün Karatepe,2000631119.0,11.5,10.4,11.5,11.3,11.5,9.9
Matt Bonfield,2000567798.0,10.6,10.5,10.6,9.6,10.4,10.0
Mateo Gómez,2000512705.0,9.4,9.3,9.4,9.0,9.2,9.3
Agustín Agirre,2000439259.0,12.1,12.0,12.1,11.8,11.9,11.9
Scott Diaz,2000706461.0,12.5,12.3,12.5,12.2,12.7,11.5
