Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Koldo Valencia,2000663358.0,7.67,11.0,14.5,11.33,10.67,12.67,6.5,12.0
David Krecek,2000569970.0,12.67,14.5,13.0,8.33,7.33,7.33,13.5,13.0
Stefán Þór Jónsson,2000531873.0,13.0,12.0,11.0,7.0,6.67,8.0,12.0,12.33
Álvaro Sánchez,2000685713.0,4.67,12.0,14.0,10.0,9.0,15.0,8.5,10.83
Kian Van Den Bergh,2000632259.0,6.33,12.5,16.0,11.67,10.0,13.0,8.5,10.83
Francesco Zamuner,2000626880.0,10.67,11.75,12.0,10.0,10.0,12.67,9.5,13.33
Roberto van Brakel,2000572868.0,5.0,13.25,15.5,12.33,11.0,13.0,8.5,9.5
Antonio Navarro,2000571902.0,9.67,13.0,14.5,9.0,6.67,9.67,6.5,14.0
Vicente,2000571659.0,5.33,12.75,15.5,11.33,11.0,12.33,8.5,10.67
Felipe,2000510074.0,8.0,15.25,13.0,10.67,12.33,11.67,12.0,12.33
Víctor,2000440738.0,9.33,13.25,12.0,13.33,13.0,13.33,10.0,10.83
Raffaele Russo,2000324450.0,4.67,13.25,11.0,10.0,3.33,4.33,8.5,11.17
Alen Bartolović,2000506471.0,4.67,13.5,14.0,10.67,12.33,13.0,12.5,9.0
Ronald Woudenberg,2000633117.0,6.33,11.0,9.5,8.67,4.0,4.67,7.0,10.67
Agustín Kranevitter,2000612966.0,6.0,12.25,8.0,8.33,4.33,6.0,9.0,12.0
Leandro Alves,2000568887.0,3.33,14.25,14.5,9.67,12.33,11.67,12.0,8.83
Carl Mooney,2000410920.0,4.67,11.5,13.5,9.67,14.33,13.67,10.5,10.5
Gonzalo Cuadros,2000647507.0,6.33,12.0,14.0,13.0,10.0,13.33,7.5,10.83
Buster Juul Vibe,2000566892.0,5.0,14.0,13.5,10.0,11.33,14.33,10.0,10.33
Manuel Bosch,2000514796.0,10.33,13.25,15.5,13.33,11.33,13.0,9.5,9.83
Jannis Emde,2000504247.0,5.33,13.5,13.0,13.33,9.67,12.33,9.5,12.67
Saverio van Lopik,2000437951.0,6.67,11.5,10.0,14.0,11.0,11.67,8.5,9.17
Harald Klingmann,2000504134.0,12.67,13.0,13.0,7.33,8.33,10.67,13.0,13.0
Özgün Karatepe,2000631119.0,12.67,12.75,14.0,7.33,9.0,10.33,10.5,14.33
Matt Bonfield,2000567798.0,11.67,12.5,12.5,10.33,6.67,7.0,9.0,13.0
Mateo Gómez,2000512705.0,11.67,13.5,11.0,8.33,7.33,7.33,13.0,12.17
Agustín Agirre,2000439259.0,13.33,13.25,12.5,10.67,8.67,11.33,10.0,13.17
Scott Diaz,2000706461.0,9.33,11.0,13.5,11.67,11.0,12.0,11.0,14.0
