Player,UID,CD,BPD,NNCB,Lib
Koldo Valencia,2000663358.0,8.7,8.4,8.6,9.9
David Krecek,2000569970.0,13.3,11.7,13.4,10.3
Stefán Þór Jónsson,2000531873.0,12.6,11.9,12.9,10.6
Álvaro Sánchez,2000685713.0,7.7,8.1,7.3,9.3
Kian Van Den Bergh,2000632259.0,8.9,8.5,8.2,9.8
Francesco Zamuner,2000626880.0,11.1,11.0,11.4,12.0
Roberto van Brakel,2000572868.0,7.7,8.7,7.8,10.2
Antonio Navarro,2000571902.0,10.5,9.1,10.1,9.9
Vicente,2000571659.0,8.1,8.1,8.0,9.2
Felipe,2000510074.0,10.7,10.4,10.4,10.3
Víctor,2000440738.0,10.1,11.1,10.1,11.9
Raffaele Russo,2000324450.0,8.0,6.8,7.9,6.8
Alen Bartolović,2000506471.0,7.7,8.2,7.4,8.6
Ronald Woudenberg,2000633117.0,7.7,7.7,8.1,7.7
Agustín Kranevitter,2000612966.0,8.8,8.9,9.0,8.3
Leandro Alves,2000568887.0,7.6,8.1,8.2,7.1
Carl Mooney,2000410920.0,8.8,9.1,7.8,9.7
Gonzalo Cuadros,2000647507.0,7.5,8.6,7.4,10.4
Buster Juul Vibe,2000566892.0,8.0,8.6,7.7,9.4
Manuel Bosch,2000514796.0,9.7,11.0,9.8,12.1
Jannis Emde,2000504247.0,9.6,9.0,9.1,9.7
Saverio van Lopik,2000437951.0,7.7,9.5,7.8,10.7
Harald Klingmann,2000504134.0,12.9,12.0,12.6,11.2
Özgün Karatepe,2000631119.0,13.0,12.2,13.0,11.4
Matt Bonfield,2000567798.0,11.3,10.1,11.0,10.3
Mateo Gómez,2000512705.0,12.0,11.2,12.1,9.4
Agustín Agirre,2000439259.0,12.3,12.6,12.6,12.4
Scott Diaz,2000706461.0,11.0,10.9,11.2,11.9
