Player,UID,DM,AM,BWM,HB,SV,RGA
Alfredo Trelles,2000200467.0,9.5,9.3,9.3,10.3,8.2,8.5
Cameron Wells,2000431769.0,13.25,13.45,13.45,13.2,13.25,11.9
Adrián Corral,2000057468.0,13.8,13.55,13.55,12.55,12.9,11.45
Luka Jovanović,2000604683.0,8.6,8.5,8.5,8.8,9.4,10.7
Mateusz Bogusz,96129140.0,11.85,11.9,11.9,12.6,12.5,13.4
Maximilian Mittelstädt,91143714.0,11.95,12.3,12.3,12.3,12.35,12.3
Gerardo Gallardo,2000440602.0,9.05,8.9,8.9,8.75,10.15,11.8
Henry Onyekuru,18093594.0,8.3,8.05,8.05,9.6,9.7,12.25
Toni Dorado,2000197158.0,11.65,11.4,11.4,11.3,12.3,13.8
Terry Ashton,2000505936.0,10.4,10.9,10.9,11.4,10.8,12.0
Tiago Geralnik,14224252.0,9.35,8.55,8.55,8.1,10.0,12.4
Juan Soriano,67193103.0,10.7,10.85,10.85,11.1,9.5,10.35
Checa,2000438637.0,11.1,10.7,10.7,10.45,11.65,12.95
Toni Martínez,67216151.0,10.7,11.05,11.05,11.5,10.85,12.05
Luciano Ferreyra,14227040.0,12.1,12.1,12.1,11.5,12.8,13.8
Mamadou Loum,83100794.0,13.2,13.65,13.65,13.2,12.9,12.0
Timo Baumgartl,92065892.0,13.45,13.25,13.25,12.35,13.0,10.6
Tarsi Bakero,2000193403.0,14.6,15.05,15.05,13.65,13.5,12.45
Cacá,19350725.0,13.55,13.9,13.9,13.85,13.3,11.9
Yesinguer Vinasco,2000415655.0,9.85,9.7,9.7,9.45,9.95,12.95
Juanmi Ávila,2000441358.0,11.05,11.5,11.5,10.65,10.35,11.4
Ion Etxabe,2000514435.0,7.9,7.55,7.55,9.05,9.3,11.25
Nico Mickelson,53138009.0,11.1,11.4,11.4,10.75,11.05,11.7
Jose Antonio Molina,2000571459.0,10.05,9.35,9.35,9.7,10.2,13.25
Juan Luis,2000664823.0,12.5,12.6,12.6,13.1,11.3,9.6
