Player,UID,AMC,AP,T,SS,AM,EG
Alfredo Trelles,2000200467.0,8.85,8.0,8.85,6.55,7.55,6.3
Cameron Wells,2000431769.0,13.05,12.65,13.05,12.4,12.6,12.15
Adrián Corral,2000057468.0,11.85,11.05,11.85,10.35,11.35,10.25
Luka Jovanović,2000604683.0,10.5,10.9,10.5,10.7,11.3,11.7
Mateusz Bogusz,96129140.0,13.75,13.95,13.75,13.5,13.95,14.05
Maximilian Mittelstädt,91143714.0,13.0,13.1,13.0,11.7,12.7,12.6
Gerardo Gallardo,2000440602.0,11.75,12.15,11.75,12.2,12.55,12.65
Henry Onyekuru,18093594.0,11.75,12.25,11.75,12.4,12.25,12.9
Toni Dorado,2000197158.0,13.85,14.35,13.85,14.1,14.55,14.25
Terry Ashton,2000505936.0,13.4,14.2,13.4,13.5,13.6,14.0
Tiago Geralnik,14224252.0,12.7,13.6,12.7,13.45,13.3,13.4
Juan Soriano,67193103.0,10.6,10.2,10.6,8.65,9.5,9.1
Checa,2000438637.0,13.95,14.0,13.95,13.0,14.0,13.7
Toni Martínez,67216151.0,12.1,12.1,12.1,11.7,11.8,12.0
Luciano Ferreyra,14227040.0,13.3,13.9,13.3,13.9,14.15,14.55
Mamadou Loum,83100794.0,12.45,11.65,12.45,10.95,11.85,11.05
Timo Baumgartl,92065892.0,11.6,10.6,11.6,10.65,10.7,9.5
Tarsi Bakero,2000193403.0,13.35,12.55,13.35,11.55,12.55,11.85
Cacá,19350725.0,12.15,11.75,12.15,11.55,11.95,10.95
Yesinguer Vinasco,2000415655.0,13.65,14.15,13.65,12.7,13.35,14.3
Juanmi Ávila,2000441358.0,13.15,13.35,13.15,13.35,12.95,12.75
Ion Etxabe,2000514435.0,10.85,11.75,10.85,12.2,11.75,11.9
Nico Mickelson,53138009.0,12.6,12.6,12.6,11.9,12.35,12.4
Jose Antonio Molina,2000571459.0,13.3,14.0,13.3,13.75,14.25,14.5
Juan Luis,2000664823.0,10.65,10.2,10.65,9.7,9.65,8.7
