Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Alfredo Trelles,2000200467.0,7.55,7.55,7.55,7.55,6.95,6.95,6.55,6.55,6.88,6.88
Cameron Wells,2000431769.0,12.6,12.6,12.6,12.6,12.6,12.6,12.4,12.4,11.67,11.67
Adrián Corral,2000057468.0,11.35,11.35,11.35,11.35,10.9,10.9,10.35,10.35,11.5,11.5
Luka Jovanović,2000604683.0,11.3,11.3,11.3,11.3,12.2,12.2,10.7,10.7,11.42,11.42
Mateusz Bogusz,96129140.0,13.95,13.95,13.95,13.95,13.5,13.5,13.5,13.5,12.5,12.5
Maximilian Mittelstädt,91143714.0,12.7,12.7,12.7,12.7,12.7,12.7,11.7,11.7,12.08,12.08
Gerardo Gallardo,2000440602.0,12.55,12.55,12.55,12.55,12.55,12.55,12.2,12.2,11.54,11.54
Henry Onyekuru,18093594.0,12.25,12.25,12.25,12.25,12.25,12.25,12.4,12.4,11.38,11.38
Toni Dorado,2000197158.0,14.55,14.55,14.55,14.55,12.2,12.2,14.1,14.1,11.75,11.75
Terry Ashton,2000505936.0,13.6,13.6,13.6,13.6,14.4,14.4,13.5,13.5,13.25,13.25
Tiago Geralnik,14224252.0,13.3,13.3,13.3,13.3,12.35,12.35,13.45,13.45,12.12,12.12
Juan Soriano,67193103.0,9.5,9.5,9.5,9.5,9.0,9.0,8.65,8.65,9.25,9.25
Checa,2000438637.0,14.0,14.0,14.0,14.0,11.6,11.6,13.0,13.0,11.33,11.33
Toni Martínez,67216151.0,11.8,11.8,11.8,11.8,11.75,11.75,11.7,11.7,11.96,11.96
Luciano Ferreyra,14227040.0,14.15,14.15,14.15,14.15,13.9,13.9,13.9,13.9,12.75,12.75
Mamadou Loum,83100794.0,11.85,11.85,11.85,11.85,10.5,10.5,10.95,10.95,10.92,10.92
Timo Baumgartl,92065892.0,10.7,10.7,10.7,10.7,9.55,9.55,10.65,10.65,10.12,10.12
Tarsi Bakero,2000193403.0,12.55,12.55,12.55,12.55,11.9,11.9,11.55,11.55,12.0,12.0
Cacá,19350725.0,11.95,11.95,11.95,11.95,10.9,10.9,11.55,11.55,11.25,11.25
Yesinguer Vinasco,2000415655.0,13.35,13.35,13.35,13.35,13.45,13.45,12.7,12.7,13.21,13.21
Juanmi Ávila,2000441358.0,12.95,12.95,12.95,12.95,12.95,12.95,13.35,13.35,12.79,12.79
Ion Etxabe,2000514435.0,11.75,11.75,11.75,11.75,11.65,11.65,12.2,12.2,10.79,10.79
Nico Mickelson,53138009.0,12.35,12.35,12.35,12.35,12.8,12.8,11.9,11.9,12.08,12.08
Jose Antonio Molina,2000571459.0,14.25,14.25,14.25,14.25,13.45,13.45,13.75,13.75,12.83,12.83
Juan Luis,2000664823.0,9.65,9.65,9.65,9.65,9.5,9.5,9.7,9.7,9.83,9.83
