Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Alfredo Trelles,2000200467.0,10.3,8.6,10.3,9.05,10.1,8.3,8.05,9.75
Cameron Wells,2000431769.0,13.05,12.1,13.2,13.7,13.7,12.35,12.5,13.65
Adrián Corral,2000057468.0,11.8,11.3,12.55,11.95,12.2,11.0,11.4,13.1
Luka Jovanović,2000604683.0,10.8,10.9,8.8,10.2,10.4,12.4,12.4,9.5
Mateusz Bogusz,96129140.0,13.6,13.2,12.6,13.4,13.45,14.1,14.0,12.7
Maximilian Mittelstädt,91143714.0,12.5,12.35,12.3,12.8,12.95,12.75,12.25,12.65
Gerardo Gallardo,2000440602.0,11.35,11.15,8.75,11.4,11.05,12.6,13.0,10.2
Henry Onyekuru,18093594.0,11.3,11.65,9.6,11.35,11.2,12.9,13.05,9.9
Toni Dorado,2000197158.0,14.2,13.2,11.3,14.0,14.05,14.4,14.6,12.5
Terry Ashton,2000505936.0,12.0,11.7,11.4,13.2,12.8,13.3,13.3,11.8
Tiago Geralnik,14224252.0,11.85,11.9,8.1,12.6,12.25,13.25,13.5,10.55
Juan Soriano,67193103.0,10.55,9.5,11.1,10.55,10.5,9.65,9.75,10.55
Checa,2000438637.0,13.2,12.55,10.45,13.3,13.8,13.05,13.6,12.25
Toni Martínez,67216151.0,12.1,11.7,11.5,11.45,11.4,12.5,12.45,11.05
Luciano Ferreyra,14227040.0,13.2,13.45,11.5,13.8,13.6,14.1,14.9,12.8
Mamadou Loum,83100794.0,12.95,11.75,13.2,12.4,12.55,11.55,11.8,13.0
Timo Baumgartl,92065892.0,12.55,10.8,12.35,12.1,12.15,10.45,10.1,13.1
Tarsi Bakero,2000193403.0,14.0,12.3,13.65,13.15,13.7,11.9,12.5,14.1
Cacá,19350725.0,12.6,11.75,13.85,12.5,12.75,11.95,11.7,13.3
Yesinguer Vinasco,2000415655.0,12.8,12.45,9.45,12.75,12.6,13.5,14.05,10.95
Juanmi Ávila,2000441358.0,11.75,11.25,10.65,13.2,12.75,12.3,12.7,11.8
Ion Etxabe,2000514435.0,10.2,10.25,9.05,11.15,10.6,11.9,11.95,9.55
Nico Mickelson,53138009.0,11.75,11.65,10.75,12.3,12.35,11.9,12.15,11.8
Jose Antonio Molina,2000571459.0,12.3,12.1,9.7,12.95,12.65,13.3,14.85,11.2
Juan Luis,2000664823.0,12.1,9.95,13.1,11.45,12.0,9.95,9.75,12.3
