Match,Player,UID
#GK,Alfredo Trelles,2000200467
#GK,Juan Soriano,67193103
#DR,Cameron Wells,2000431769
#DR,Cacá,19350725
#DR,Nico Mickelson,53138009
#DC,Adrián Corral,2000057468
#DC,Timo Baumgartl,92065892
#DC,Tarsi Bakero,2000193403
#DC,Cacá,19350725
#DC,Juan Luis,2000664823
#DL,Cameron Wells,2000431769
#DL,Adrián Corral,2000057468
#DL,Luka Jovanović,2000604683
#DL,Maximilian Mittelstädt,91143714
#DL,Nico Mickelson,53138009
#DL,Juan Luis,2000664823
#WBR,Luka Jovanović,2000604683
#WBR,Nico Mickelson,53138009
#DM,Mamadou Loum,83100794
#DM,Tarsi Bakero,2000193403
#DM,Cacá,19350725
#WBL,Cameron Wells,2000431769
#WBL,Maximilian Mittelstädt,91143714
#MR,Luka Jovanović,2000604683
#MR,Gerardo Gallardo,2000440602
#MC,Mateusz Bogusz,96129140
#MC,Gerardo Gallardo,2000440602
#MC,Toni Dorado,2000197158
#MC,Tiago Geralnik,14224252
#MC,Checa,2000438637
#MC,Luciano Ferreyra,14227040
#MC,Mamadou Loum,83100794
#MC,Tarsi Bakero,2000193403
#MC,Yesinguer Vinasco,2000415655
#MC,Juan Luis,2000664823
#ML,Maximilian Mittelstädt,91143714
#ML,Henry Onyekuru,18093594
#AMR,Luka Jovanović,2000604683
#AMR,Gerardo Gallardo,2000440602
#AMR,Henry Onyekuru,18093594
#AMR,Terry Ashton,2000505936
#AMR,Jose Antonio Molina,2000571459
#AMC,Mateusz Bogusz,96129140
#AMC,Gerardo Gallardo,2000440602
#AMC,Toni Dorado,2000197158
#AMC,Tiago Geralnik,14224252
#AMC,Luciano Ferreyra,14227040
#AMC,Yesinguer Vinasco,2000415655
#AMC,Jose Antonio Molina,2000571459
#AML,Luka Jovanović,2000604683
#AML,Henry Onyekuru,18093594
#AML,Tiago Geralnik,14224252
#AML,Luciano Ferreyra,14227040
#STC,Henry Onyekuru,18093594
#STC,Toni Dorado,2000197158
#STC,Terry Ashton,2000505936
#STC,Toni Martínez,67216151
#STC,Yesinguer Vinasco,2000415655
#STC,Juanmi Ávila,2000441358
#STC,Ion Etxabe,2000514435
#STC,Jose Antonio Molina,2000571459
