Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Alfredo Trelles,2000200467.0,11.5,11.67,1.5,12.5,4.5,9.17,5.5,14.0,12.5,2.5,10.5,12.88,10.5,9.17,10.75,12.67,1.5,6.5,9.5,3.0,1.5
Cameron Wells,2000431769.0,7.0,12.33,7.0,13.0,15.5,11.17,12.17,14.0,13.0,12.5,11.75,12.62,11.5,12.67,15.25,13.67,9.0,13.5,12.0,9.67,13.0
Adrián Corral,2000057468.0,14.0,12.67,15.0,12.75,9.5,11.5,7.33,13.75,12.75,8.5,12.5,9.12,11.9,13.5,14.0,13.5,10.0,8.5,11.25,5.83,15.0
Luka Jovanović,2000604683.0,7.0,10.33,8.0,9.0,12.0,11.33,14.0,9.5,9.0,14.0,10.5,9.25,10.8,8.0,15.0,10.0,9.0,13.5,11.0,8.67,6.0
Mateusz Bogusz,96129140.0,7.0,14.33,8.0,13.25,14.0,13.5,13.17,13.25,13.25,13.5,14.25,14.0,13.9,11.33,13.62,13.5,15.0,14.0,13.25,13.0,10.5
Maximilian Mittelstädt,91143714.0,10.0,13.33,8.0,11.75,13.25,11.83,13.0,12.75,11.75,12.0,12.0,13.38,12.7,11.17,12.5,12.5,12.0,13.0,9.5,8.83,12.0
Gerardo Gallardo,2000440602.0,5.0,10.67,8.0,8.0,14.0,12.5,12.33,9.25,8.0,15.0,11.0,9.5,11.3,7.5,15.38,10.5,14.0,14.5,8.25,9.67,7.5
Henry Onyekuru,18093594.0,6.0,10.83,8.0,11.0,13.75,12.33,11.5,9.25,11.0,12.0,12.25,12.38,11.6,8.0,14.75,10.0,14.5,12.75,11.75,12.5,2.5
Toni Dorado,2000197158.0,8.0,14.33,11.0,13.75,14.5,14.5,13.17,13.75,13.75,14.5,12.75,12.75,14.3,12.0,11.88,14.17,15.0,16.0,12.75,13.33,7.5
Terry Ashton,2000505936.0,4.0,12.67,11.0,9.0,14.5,12.33,14.33,13.5,9.0,14.5,10.0,14.25,12.8,7.33,14.5,12.67,15.0,15.5,11.5,10.67,9.0
Tiago Geralnik,14224252.0,13.0,9.33,9.0,10.5,14.75,12.33,13.5,12.5,10.5,14.25,8.25,9.0,11.6,9.5,14.0,10.67,16.0,16.0,10.0,15.33,7.5
Juan Soriano,67193103.0,15.5,12.67,5.5,11.0,6.75,12.17,5.0,12.75,11.0,4.5,13.0,11.25,12.1,8.5,10.25,13.17,11.0,6.5,12.0,3.5,2.5
Checa,2000438637.0,13.0,12.67,7.0,9.75,16.5,12.0,13.0,13.0,9.75,13.5,10.5,11.5,12.6,9.33,12.75,12.33,11.0,16.5,12.5,10.0,8.0
Toni Martínez,67216151.0,14.0,13.5,12.0,10.25,13.25,12.33,11.17,12.25,10.25,11.5,13.75,12.62,12.8,9.5,12.62,12.67,13.5,12.0,13.5,11.67,9.0
Luciano Ferreyra,14227040.0,3.0,13.5,11.0,12.5,15.0,14.0,13.83,12.5,12.5,15.25,10.5,10.5,13.6,12.67,15.12,13.17,15.5,15.0,13.0,13.0,11.5
Mamadou Loum,83100794.0,15.0,14.5,11.0,13.75,10.75,11.0,9.0,13.75,13.75,10.0,14.75,12.38,12.4,13.17,11.0,14.0,11.5,11.25,13.0,8.0,12.0
Timo Baumgartl,92065892.0,15.0,11.0,11.0,14.0,11.75,11.0,9.5,14.5,14.0,9.25,14.75,10.5,10.6,13.67,10.25,14.0,6.0,11.0,11.5,8.0,14.0
Tarsi Bakero,2000193403.0,13.0,15.33,12.0,12.75,12.5,11.5,10.67,15.25,12.75,12.5,13.5,10.38,13.3,12.83,13.75,14.83,9.0,13.0,13.75,9.17,17.0
Cacá,19350725.0,12.0,14.17,14.0,13.25,12.0,12.0,9.83,13.25,13.25,10.5,13.25,13.25,12.6,13.17,11.75,14.0,9.5,11.0,11.25,8.67,15.0
Yesinguer Vinasco,2000415655.0,14.0,12.5,10.0,10.0,14.75,13.0,13.17,13.75,10.0,13.5,11.75,10.62,13.4,8.0,14.5,12.33,16.5,14.75,14.75,13.5,5.0
Juanmi Ávila,2000441358.0,12.0,14.0,12.0,10.0,13.5,12.5,10.0,16.25,10.0,12.0,11.0,9.5,13.3,8.17,11.88,15.17,15.0,10.5,13.25,12.5,4.5
Ion Etxabe,2000514435.0,4.0,9.5,9.0,10.0,14.25,13.33,9.5,9.75,10.0,12.0,10.75,12.12,11.2,7.5,13.5,10.67,13.5,11.25,8.25,10.17,3.0
Nico Mickelson,53138009.0,11.0,12.17,6.0,8.75,14.5,11.67,12.33,12.5,8.75,13.75,10.5,9.12,12.0,8.83,13.5,12.17,10.5,12.5,9.25,9.83,8.0
Jose Antonio Molina,2000571459.0,13.5,13.0,6.0,9.25,11.25,15.83,10.33,13.5,9.25,14.0,10.5,10.62,14.5,8.0,14.75,13.67,18.0,13.0,11.25,10.33,4.0
Juan Luis,2000664823.0,13.0,12.17,10.0,13.75,10.0,10.0,9.67,16.5,13.75,7.75,10.5,14.0,11.2,12.5,11.75,14.5,3.5,11.0,12.75,8.83,15.0
