Player,UID,FB,WB,IWB,CWB,NNFB
Alfredo Trelles,2000200467.0,9.1,6.3,8.4,6.23,9.25
Cameron Wells,2000431769.0,14.05,12.85,12.95,13.12,12.9
Adrián Corral,2000057468.0,14.05,12.45,13.1,11.73,12.8
Luka Jovanović,2000604683.0,9.6,10.6,9.3,11.08,8.5
Mateusz Bogusz,96129140.0,12.05,12.1,12.35,12.54,12.0
Maximilian Mittelstädt,91143714.0,12.55,12.35,12.45,12.54,11.85
Gerardo Gallardo,2000440602.0,10.75,11.15,10.05,11.73,8.55
Henry Onyekuru,18093594.0,9.25,9.8,9.55,10.65,9.0
Toni Dorado,2000197158.0,10.95,10.9,12.15,11.85,10.9
Terry Ashton,2000505936.0,11.3,12.0,10.6,12.69,10.2
Tiago Geralnik,14224252.0,9.8,11.45,10.05,12.27,8.0
Juan Soriano,67193103.0,9.7,7.1,9.4,7.04,10.1
Checa,2000438637.0,11.1,10.65,12.1,11.96,10.2
Toni Martínez,67216151.0,10.75,10.05,10.7,10.65,10.9
Luciano Ferreyra,14227040.0,12.65,13.3,12.95,13.69,11.55
Mamadou Loum,83100794.0,12.7,10.8,12.75,10.96,12.8
Timo Baumgartl,92065892.0,12.8,10.55,12.15,10.65,12.3
Tarsi Bakero,2000193403.0,14.65,12.55,13.8,12.5,13.2
Cacá,19350725.0,13.4,11.8,13.15,11.81,13.65
Yesinguer Vinasco,2000415655.0,9.9,10.35,10.1,11.23,8.55
Juanmi Ávila,2000441358.0,10.55,10.15,10.05,10.58,9.25
Ion Etxabe,2000514435.0,9.05,9.4,8.65,10.19,8.5
Nico Mickelson,53138009.0,12.0,11.7,11.3,12.0,10.25
Jose Antonio Molina,2000571459.0,10.3,10.75,10.55,11.0,9.25
Juan Luis,2000664823.0,12.1,10.05,10.9,10.12,12.4
