Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Alfredo Trelles,2000200467.0,6.33,10.25,10.0,7.83,4.5,3.33,6.5,12.83
Cameron Wells,2000431769.0,13.0,14.25,15.5,9.17,9.33,13.33,7.0,12.08
Adrián Corral,2000057468.0,15.0,13.38,14.75,9.33,7.67,9.33,14.5,12.08
Luka Jovanović,2000604683.0,6.0,13.0,15.0,12.67,8.67,13.0,7.5,9.83
Mateusz Bogusz,96129140.0,9.17,13.38,13.5,14.33,14.33,13.67,7.5,13.42
Maximilian Mittelstädt,91143714.0,11.0,11.5,13.25,13.0,9.33,12.5,9.0,12.58
Gerardo Gallardo,2000440602.0,6.17,11.62,17.0,12.67,10.83,14.0,6.5,10.0
Henry Onyekuru,18093594.0,4.0,12.38,15.0,13.67,14.5,13.0,7.0,11.17
Toni Dorado,2000197158.0,8.83,12.88,10.0,15.0,14.33,14.0,9.5,12.25
Terry Ashton,2000505936.0,6.0,13.0,16.0,14.0,12.67,14.33,7.5,12.0
Tiago Geralnik,14224252.0,8.0,12.12,15.0,13.83,14.0,13.83,11.0,9.42
Juan Soriano,67193103.0,5.5,13.0,7.25,9.33,8.17,5.5,10.5,13.33
Checa,2000438637.0,8.17,12.25,13.5,14.0,9.5,14.33,10.0,11.25
Toni Martínez,67216151.0,7.67,12.75,12.5,12.5,13.33,12.33,13.0,13.42
Luciano Ferreyra,14227040.0,12.5,13.75,14.0,14.5,12.83,15.17,7.0,11.42
Mamadou Loum,83100794.0,12.33,12.25,10.75,11.0,10.0,10.67,13.0,13.75
Timo Baumgartl,92065892.0,13.33,11.12,10.0,6.83,9.0,9.83,13.0,12.92
Tarsi Bakero,2000193403.0,14.67,13.88,14.25,11.33,8.33,12.0,12.5,13.08
Cacá,19350725.0,13.67,12.12,12.25,10.83,10.33,11.5,13.0,13.5
Yesinguer Vinasco,2000415655.0,5.17,13.88,13.0,14.33,12.83,13.33,12.0,11.33
Juanmi Ávila,2000441358.0,5.17,13.12,10.5,10.0,14.33,13.0,12.0,11.67
Ion Etxabe,2000514435.0,3.67,10.62,15.0,11.33,13.5,13.33,6.5,10.83
Nico Mickelson,53138009.0,8.67,12.75,14.0,11.17,8.5,13.83,8.5,11.42
Jose Antonio Molina,2000571459.0,5.5,13.12,12.5,14.83,13.17,12.5,9.75,11.33
Juan Luis,2000664823.0,13.17,11.5,12.0,7.83,8.67,8.17,11.5,13.92
