Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Vito Finetti,2000626436.0,13.1,13.1,13.1,13.1,10.3,10.3,12.2,12.2,9.75,9.75
Marco Cuneo,2000572664.0,8.25,8.25,8.25,8.25,10.4,10.4,8.15,8.15,9.92,9.92
Francesco Oliva,2000512151.0,10.6,10.6,10.6,10.6,9.65,9.65,10.05,10.05,9.21,9.21
Alessandro Ottaviano,2000512150.0,9.4,9.4,9.4,9.4,10.0,10.0,9.2,9.2,10.25,10.25
Nicolas Balestracci,2000507375.0,9.1,9.1,9.1,9.1,9.7,9.7,8.5,8.5,9.42,9.42
Łukasz Łęgowski,2000055738.0,5.5,5.5,5.5,5.5,5.85,5.85,5.2,5.2,6.04,6.04
Mateusz Kochalski,96115206.0,8.8,8.8,8.8,8.8,8.15,8.15,8.7,8.7,9.0,9.0
Lorenzo Libutti,43204023.0,11.15,11.15,11.15,11.15,11.25,11.25,10.35,10.35,11.04,11.04
Diferdio Misidjan,37084985.0,10.9,10.9,10.9,10.9,11.45,11.45,10.25,10.25,10.71,10.71
Fabiano De Nadai,2000573667.0,11.1,11.1,11.1,11.1,10.55,10.55,10.4,10.4,10.5,10.5
Francesco Sibilia,2000512153.0,10.3,10.3,10.3,10.3,11.05,11.05,10.35,10.35,10.38,10.38
Giuseppe Rossetti,2000511011.0,9.2,9.2,9.2,9.2,9.8,9.8,8.5,8.5,10.25,10.25
Corrado Redaelli,2000507385.0,12.3,12.3,12.3,12.3,12.95,12.95,11.95,11.95,12.54,12.54
Filippo Bertini,2000324892.0,10.4,10.4,10.4,10.4,11.3,11.3,10.1,10.1,11.17,11.17
Aniello Zampella,2000199610.0,10.5,10.5,10.5,10.5,10.25,10.25,10.2,10.2,10.96,10.96
Loris Sebert,2000025939.0,10.6,10.6,10.6,10.6,10.8,10.8,10.25,10.25,11.25,11.25
Giordano Rossi,2000021846.0,12.35,12.35,12.35,12.35,9.95,9.95,11.45,11.45,9.5,9.5
Diego Zuppel,43426148.0,10.4,10.4,10.4,10.4,10.95,10.95,10.7,10.7,11.54,11.54
Manolo Portanova,43297054.0,11.25,11.25,11.25,11.25,11.65,11.65,10.9,10.9,11.62,11.62
Adam Maher,37012969.0,12.2,12.2,12.2,12.2,9.3,9.3,11.7,11.7,8.83,8.83
Carlo Schettino,2000567623.0,11.25,11.25,11.25,11.25,12.55,12.55,10.95,10.95,11.88,11.88
Daan Reiziger,37071194.0,7.9,7.9,7.9,7.9,8.1,8.1,7.0,7.0,7.88,7.88
Frane Križmanić,2000433152.0,11.15,11.15,11.15,11.15,10.0,10.0,10.85,10.85,9.58,9.58
Filip Vasko,43322583.0,9.3,9.3,9.3,9.3,9.65,9.65,9.3,9.3,10.46,10.46
Raoul Petretta,98041022.0,11.5,11.5,11.5,11.5,11.25,11.25,11.1,11.1,10.71,10.71
Pedro Pelágio,83259120.0,11.8,11.8,11.8,11.8,11.7,11.7,11.8,11.8,11.67,11.67
Samuele Bonaldo,2000325145.0,11.65,11.65,11.65,11.65,12.4,12.4,11.45,11.45,11.92,11.92
Emiliano Sacco,2000324227.0,11.45,11.45,11.45,11.45,11.9,11.9,11.1,11.1,11.25,11.25
Dario Manicone,2000323773.0,12.25,12.25,12.25,12.25,12.3,12.3,12.05,12.05,12.33,12.33
Näis Djouahra,49037903.0,11.8,11.8,11.8,11.8,12.75,12.75,11.45,11.45,11.62,11.62
Yari Diamanti,2000572662.0,11.8,11.8,11.8,11.8,12.4,12.4,11.5,11.5,12.08,12.08
Ruben Bank,2000711214.0,11.2,11.2,11.2,11.2,12.6,12.6,11.0,11.0,12.25,12.25
Luka Bogdan,16149835.0,9.75,9.75,9.75,9.75,9.45,9.45,9.3,9.3,10.12,10.12
Noah Loosli,98034469.0,10.35,10.35,10.35,10.35,10.15,10.15,10.2,10.2,10.62,10.62
