Player,UID,FB,WB,IWB,CWB,NNFB
Vito Finetti,2000626436.0,11.4,10.7,12.8,11.92,11.4
Marco Cuneo,2000572664.0,6.1,7.75,5.1,8.46,4.9
Francesco Oliva,2000512151.0,9.55,9.0,9.6,9.31,9.35
Alessandro Ottaviano,2000512150.0,9.6,9.7,9.1,9.85,9.9
Nicolas Balestracci,2000507375.0,11.4,9.1,9.4,9.0,10.8
Łukasz Łęgowski,2000055738.0,6.3,5.75,5.4,5.77,5.7
Mateusz Kochalski,96115206.0,9.65,7.0,8.95,7.62,9.65
Lorenzo Libutti,43204023.0,11.75,11.4,12.0,11.31,11.85
Diferdio Misidjan,37084985.0,11.75,11.5,11.1,11.04,11.2
Fabiano De Nadai,2000573667.0,9.3,9.35,9.6,9.85,9.4
Francesco Sibilia,2000512153.0,8.1,9.15,7.75,9.65,8.0
Giuseppe Rossetti,2000511011.0,12.25,9.85,10.95,9.31,11.15
Corrado Redaelli,2000507385.0,10.45,10.55,9.75,11.27,8.7
Filippo Bertini,2000324892.0,8.7,9.3,8.4,10.08,8.6
Aniello Zampella,2000199610.0,8.2,7.8,8.65,8.54,8.5
Loris Sebert,2000025939.0,11.8,10.9,11.55,10.81,12.2
Giordano Rossi,2000021846.0,9.85,9.55,10.55,10.77,9.2
Diego Zuppel,43426148.0,10.6,10.05,9.7,10.04,10.75
Manolo Portanova,43297054.0,11.65,11.15,11.05,10.96,10.85
Adam Maher,37012969.0,7.75,8.1,10.1,9.73,8.3
Carlo Schettino,2000567623.0,12.75,11.8,11.0,11.35,13.1
Daan Reiziger,37071194.0,9.25,6.75,8.8,7.58,7.9
Frane Križmanić,2000433152.0,12.6,11.0,12.25,11.12,12.3
Filip Vasko,43322583.0,12.35,10.2,10.75,9.85,12.25
Raoul Petretta,98041022.0,12.8,11.85,12.3,11.88,12.25
Pedro Pelágio,83259120.0,11.6,11.4,11.6,11.65,11.4
Samuele Bonaldo,2000325145.0,10.0,10.8,9.2,11.23,9.05
Emiliano Sacco,2000324227.0,9.95,10.0,9.75,10.62,8.6
Dario Manicone,2000323773.0,10.0,11.0,10.3,11.15,9.35
Näis Djouahra,49037903.0,10.3,11.55,10.1,11.65,9.7
Yari Diamanti,2000572662.0,10.3,10.4,10.0,10.62,10.0
Ruben Bank,2000711214.0,10.0,10.6,9.2,10.85,8.5
Luka Bogdan,16149835.0,12.45,10.1,11.75,10.04,13.0
Noah Loosli,98034469.0,12.15,10.5,11.55,10.27,12.9
