Player,UID,WM,W,DW,IW,IF,WG
Vito Finetti,2000626436.0,11.9,10.3,11.8,13.1,12.2,9.75
Marco Cuneo,2000572664.0,8.35,10.4,5.2,8.25,8.15,9.92
Francesco Oliva,2000512151.0,10.0,9.65,9.15,10.6,10.05,9.21
Alessandro Ottaviano,2000512150.0,9.7,10.0,8.8,9.4,9.2,10.25
Nicolas Balestracci,2000507375.0,8.8,9.7,10.0,9.1,8.5,9.42
Łukasz Łęgowski,2000055738.0,5.45,5.85,5.5,5.5,5.2,6.04
Mateusz Kochalski,96115206.0,7.8,8.15,9.1,8.8,8.7,9.0
Lorenzo Libutti,43204023.0,11.5,11.25,11.95,11.15,10.35,11.04
Diferdio Misidjan,37084985.0,10.45,11.45,10.45,10.9,10.25,10.71
Fabiano De Nadai,2000573667.0,10.3,10.55,9.0,11.1,10.4,10.5
Francesco Sibilia,2000512153.0,9.6,11.05,7.5,10.3,10.35,10.38
Giuseppe Rossetti,2000511011.0,9.5,9.8,11.4,9.2,8.5,10.25
Corrado Redaelli,2000507385.0,11.45,12.95,9.4,12.3,11.95,12.54
Filippo Bertini,2000324892.0,9.7,11.3,8.0,10.4,10.1,11.17
Aniello Zampella,2000199610.0,9.35,10.25,8.0,10.5,10.2,10.96
Loris Sebert,2000025939.0,10.75,10.8,11.8,10.6,10.25,11.25
Giordano Rossi,2000021846.0,10.3,9.95,8.8,12.35,11.45,9.5
Diego Zuppel,43426148.0,10.35,10.95,9.9,10.4,10.7,11.54
Manolo Portanova,43297054.0,11.4,11.65,11.05,11.25,10.9,11.62
Adam Maher,37012969.0,11.0,9.3,9.35,12.2,11.7,8.83
Carlo Schettino,2000567623.0,11.25,12.55,11.35,11.25,10.95,11.88
Daan Reiziger,37071194.0,6.95,8.1,8.0,7.9,7.0,7.88
Frane Križmanić,2000433152.0,10.6,10.0,11.6,11.15,10.85,9.58
Filip Vasko,43322583.0,10.3,9.65,11.05,9.3,9.3,10.46
Raoul Petretta,98041022.0,11.75,11.25,12.55,11.5,11.1,10.71
Pedro Pelágio,83259120.0,11.65,11.7,11.5,11.8,11.8,11.67
Samuele Bonaldo,2000325145.0,10.7,12.4,9.1,11.65,11.45,11.92
Emiliano Sacco,2000324227.0,10.45,11.9,9.4,11.45,11.1,11.25
Dario Manicone,2000323773.0,10.8,12.3,8.9,12.25,12.05,12.33
Näis Djouahra,49037903.0,11.3,12.75,10.15,11.8,11.45,11.62
Yari Diamanti,2000572662.0,11.2,12.4,10.1,11.8,11.5,12.08
Ruben Bank,2000711214.0,10.4,12.6,9.6,11.2,11.0,12.25
Luka Bogdan,16149835.0,9.95,9.45,11.95,9.75,9.3,10.12
Noah Loosli,98034469.0,10.1,10.15,11.35,10.35,10.2,10.62
