Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC
Vito Finetti,2000626436,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Marco Cuneo,2000572664,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Francesco Oliva,2000512151,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Alessandro Ottaviano,2000512150,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Nicolas Balestracci,2000507375,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Łukasz Łęgowski,2000055738,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Kochalski,96115206,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenzo Libutti,43204023,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Diferdio Misidjan,37084985,0,1,0,1,1,0,1,0,0,0,0,0,1,0
Fabiano De Nadai,2000573667,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Francesco Sibilia,2000512153,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Giuseppe Rossetti,2000511011,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Corrado Redaelli,2000507385,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Filippo Bertini,2000324892,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Aniello Zampella,2000199610,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Loris Sebert,2000025939,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Giordano Rossi,2000021846,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Diego Zuppel,43426148,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Manolo Portanova,43297054,0,0,0,0,0,1,0,0,1,0,0,1,1,0
Adam Maher,37012969,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Carlo Schettino,2000567623,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Daan Reiziger,37071194,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Frane Križmanić,2000433152,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Filip Vasko,43322583,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Raoul Petretta,98041022,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Pedro Pelágio,83259120,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Samuele Bonaldo,2000325145,0,0,0,0,0,0,0,0,1,0,1,1,1,0
Emiliano Sacco,2000324227,0,0,0,0,0,0,0,0,1,0,1,1,1,0
Dario Manicone,2000323773,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Näis Djouahra,49037903,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Yari Diamanti,2000572662,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Ruben Bank,2000711214,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Luka Bogdan,16149835,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Noah Loosli,98034469,0,0,1,0,0,0,0,0,0,0,0,0,0,0
