Player,UID,Acc,Agi,Pac,Wor,Jum,Fir,Dri,Cmp,Sta,Pos,Cnt,Fre,Cor,Fin,OtB,Pas,Tec,Ant,Dec,Lon,Fla,Tck,Hea,Agg,Bra,Bal,Str,Det,Mar,Vis,Tea,Cro,Ldr,Nat,L Th,Pen,Aer,Cmd,Com,Ecc,Han,Kic,Pun,1v1,Ref,TRO,Thr,Age
Igor Cuesta,2000740950.0,0.0,14.0,0.0,0.0,0.0,5.5,0.0,5.5,0.0,3.5,4.5,0.0,0.0,0.0,0.0,3.5,0.0,9.0,6.5,0.0,0.0,0.0,0.0,0.0,9.5,3.0,6.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.5,4.5,10.5,3.0,12.0,7.0,6.5,6.0,4.5,9.5,9.5,17.0
Ryan Pole,76062797.0,10.5,14.5,12.5,12.5,9.5,7.5,11.5,5.5,12.5,11.0,13.5,0.0,0.0,0.0,0.0,6.5,13.5,14.5,11.5,10.5,0.0,11.5,7.5,11.5,14.0,10.0,7.5,8.5,11.5,0.0,10.5,0.0,8.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
Roberto Sukunza,2000202561.0,7.5,13.5,10.5,13.5,17.5,5.5,9.5,6.5,12.5,13.0,14.5,0.0,0.0,0.0,9.5,8.5,8.5,12.5,12.5,8.5,0.0,15.5,12.5,5.5,12.0,12.0,7.5,9.5,13.5,0.0,9.5,0.0,7.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Nico Montoro,2000513279.0,7.5,9.5,12.5,15.0,8.5,10.5,7.5,7.5,14.0,9.5,11.5,0.0,0.0,0.0,8.5,6.5,11.0,13.5,15.0,8.0,0.0,12.5,11.5,9.5,9.5,13.5,12.5,7.5,11.5,0.0,14.5,0.0,5.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Rulo,67196228.0,11.0,10.0,7.0,13.0,7.0,13.0,8.0,9.0,8.0,11.0,15.0,2.0,5.0,0.0,11.0,11.0,13.0,13.0,17.0,5.0,7.0,11.0,4.0,5.0,7.0,10.0,2.0,3.0,13.0,5.0,10.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
Ricki Alonso,2000444088.0,6.0,8.0,12.0,18.0,11.0,15.0,8.0,12.0,18.5,8.0,12.0,0.0,0.0,4.0,11.0,13.0,10.0,11.0,12.0,7.0,7.0,9.0,7.0,8.0,14.0,6.0,11.0,13.0,9.0,14.0,16.0,4.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Lucas Suárez,67291632.0,6.0,10.0,5.0,12.0,14.0,14.0,12.0,12.0,12.0,10.0,10.0,8.0,0.0,6.0,10.0,16.0,17.0,10.0,14.0,12.0,16.0,5.0,6.0,9.0,7.0,15.0,8.0,10.0,9.0,12.0,13.0,4.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
Carlos Pérez,67277708.0,14.0,14.0,11.0,14.0,14.0,11.0,11.0,11.0,12.0,5.0,7.0,8.0,10.0,8.0,12.0,14.0,16.0,14.0,16.0,11.0,15.0,3.0,5.0,12.0,9.0,7.0,6.0,7.0,7.0,10.0,8.0,8.0,13.0,12.0,3.0,4.0,2.0,4.0,1.0,3.0,3.0,2.5,4.0,3.0,3.0,2.5,2.0,28.0
Migue Fernández,2000513270.0,14.0,15.0,15.0,8.0,4.0,17.0,9.0,10.0,9.0,0.0,4.0,3.5,5.0,4.0,8.0,14.0,11.0,10.0,8.0,5.0,12.0,4.0,6.0,12.0,8.0,8.0,10.0,10.0,0.0,15.0,11.0,5.0,12.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Alejandro Preciado,76058677.0,10.0,14.0,12.0,15.0,8.0,11.0,13.0,4.0,13.0,0.0,11.0,9.0,7.0,10.0,14.0,12.0,10.0,10.0,10.0,13.0,9.0,6.0,12.0,6.0,11.0,9.0,11.0,11.0,0.0,9.0,15.0,6.0,4.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
Igor Larrazabal,2000201328.0,17.0,13.0,16.0,14.0,9.0,9.0,12.0,17.0,12.0,9.0,7.0,15.0,8.0,11.0,11.0,12.0,14.0,11.0,16.0,5.0,13.0,2.5,9.0,8.0,11.0,14.0,7.0,13.0,3.0,14.0,14.0,4.0,16.0,7.0,3.0,5.0,2.5,2.5,3.0,3.0,3.0,2.0,2.5,2.0,3.0,2.0,2.0,23.0
Víctor Manuel Miguélez,2000740958.0,11.0,0.0,4.5,10.5,12.0,8.0,0.0,7.0,10.5,15.5,5.0,0.0,0.0,0.0,0.0,7.0,9.5,5.5,16.5,0.0,0.0,8.5,3.5,9.0,0.0,0.0,6.0,13.0,6.0,0.0,8.5,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
