Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Igor Cuesta,2000740950.0,0.0,3.0,0.0,4.5,2.75,5.17,1.17,3.25,4.5,0.0,5.0,2.38,3.1,3.0,4.25,5.17,0.0,1.75,4.75,0.0,0.0
Ryan Pole,76062797.0,9.5,8.33,7.5,8.25,10.5,8.67,6.67,11.0,8.25,12.5,9.5,11.62,7.3,9.33,11.88,12.17,0.0,10.0,8.75,8.0,11.5
Roberto Sukunza,2000202561.0,17.5,7.33,12.5,9.75,7.0,8.33,5.67,11.0,9.75,9.0,10.5,10.12,6.9,11.0,10.88,11.5,9.5,8.5,9.75,5.67,15.5
Nico Montoro,2000513279.0,8.5,9.33,11.5,8.5,10.75,9.5,5.83,14.75,8.5,9.25,9.5,10.38,8.6,9.5,10.75,14.33,8.5,8.75,13.0,6.33,12.5
Rulo,67196228.0,7.0,9.33,4.0,10.0,13.0,12.33,8.0,13.5,10.0,10.5,12.0,7.0,10.4,11.0,9.5,13.33,11.0,12.0,6.0,6.0,11.0
Ricki Alonso,2000444088.0,11.0,13.67,7.0,10.0,12.5,10.0,9.0,14.0,10.0,9.0,12.0,13.25,12.0,9.67,8.0,13.0,11.0,11.5,8.5,7.0,9.0
Lucas Suárez,67291632.0,14.0,11.67,6.0,11.0,15.5,13.33,12.33,13.5,11.0,14.5,11.0,9.5,13.0,10.33,9.0,12.33,10.0,16.5,11.5,11.67,5.0
Carlos Pérez,67277708.0,14.0,10.67,5.0,8.0,13.5,15.0,12.67,12.0,8.0,13.5,9.0,10.5,12.6,7.67,11.5,12.67,12.0,15.0,6.5,11.67,3.0
Migue Fernández,2000513270.0,4.0,12.0,6.0,5.0,14.0,10.0,10.0,9.5,5.0,10.0,7.0,9.5,11.2,3.33,13.0,9.67,8.0,12.5,9.0,6.67,4.0
Alejandro Preciado,76058677.0,8.0,11.33,12.0,2.0,10.5,9.67,9.33,12.5,2.0,11.5,7.5,10.75,10.6,1.33,11.25,11.67,14.0,11.0,10.0,11.0,6.0
Igor Larrazabal,2000201328.0,9.0,13.0,9.0,13.0,11.5,13.33,10.0,15.0,13.0,13.0,12.0,11.5,13.6,9.67,15.0,13.67,11.0,13.0,10.5,10.0,2.5
Víctor Manuel Miguélez,2000740958.0,12.0,4.67,3.5,11.25,8.75,7.33,5.5,12.5,11.25,4.75,6.0,8.12,6.1,9.5,3.88,10.17,0.0,8.25,3.0,3.17,8.5
Vojo Bešović,2000191918.0,9.5,8.0,14.5,10.75,16.0,2.17,14.33,6.75,10.75,12.75,5.5,15.12,6.1,7.17,10.0,4.5,6.5,17.75,10.75,12.33,6.5
Alberto Jiménez,2000712145.0,9.0,8.33,9.5,6.75,13.25,7.17,9.17,10.5,6.75,9.25,6.75,10.62,9.3,4.5,11.0,7.0,13.0,11.25,13.0,6.17,0.0
Gorka Merino,2000441525.0,9.5,5.0,3.0,11.25,12.75,2.17,11.17,4.25,11.25,10.0,5.0,11.5,4.3,7.5,9.88,2.83,4.5,13.5,15.0,12.17,8.5
Edgar Fernández,2000514789.0,13.0,10.33,8.0,10.0,8.5,7.67,3.67,13.0,10.0,2.0,11.5,9.75,8.0,10.33,4.75,13.33,0.0,5.5,6.0,1.33,11.0
Quique Refojos,2000514794.0,16.5,8.83,11.5,8.0,5.5,4.5,4.67,11.0,8.0,2.25,8.5,9.88,6.2,8.17,5.75,10.33,0.0,7.0,6.25,1.5,10.5
Sadio Halidou,2000680220.0,9.0,9.33,12.0,8.0,9.0,8.67,4.33,14.0,8.0,3.5,9.0,6.75,8.2,9.33,6.0,13.67,0.0,6.5,4.5,2.33,14.0
