Player,UID,CD,BPD,NNCB,Lib
Igor Cuesta,2000740950.0,3.3,3.25,3.3,2.6
Ryan Pole,76062797.0,11.1,10.05,11.2,8.95
Roberto Sukunza,2000202561.0,12.8,12.05,12.4,10.1
Nico Montoro,2000513279.0,11.5,10.8,11.0,9.5
Rulo,67196228.0,9.3,10.0,8.8,11.6
Ricki Alonso,2000444088.0,10.8,10.6,10.0,11.2
Lucas Suárez,67291632.0,9.2,10.2,8.8,11.3
Carlos Pérez,67277708.0,7.8,8.6,8.2,9.9
Migue Fernández,2000513270.0,5.7,6.9,5.8,8.3
Alejandro Preciado,76058677.0,8.4,8.1,7.5,8.3
Igor Larrazabal,2000201328.0,8.25,7.85,7.65,9.25
Víctor Manuel Miguélez,2000740958.0,7.05,7.7,7.1,6.5
Vojo Bešović,2000191918.0,8.0,7.85,8.3,8.25
Alberto Jiménez,2000712145.0,4.6,6.3,5.15,6.9
Gorka Merino,2000441525.0,7.3,6.8,7.1,6.9
Edgar Fernández,2000514789.0,10.3,10.6,10.0,7.7
Quique Refojos,2000514794.0,10.0,9.85,9.3,6.25
Sadio Halidou,2000680220.0,10.4,10.6,10.0,8.3
