Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Igor Cuesta,2000740950.0,2.45,2.45,2.45,2.45,0.3,0.3,2.45,2.45,0.25,0.25
Ryan Pole,76062797.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,8.08,8.08
Roberto Sukunza,2000202561.0,9.25,9.25,9.25,9.25,8.45,8.45,9.25,9.25,9.54,9.54
Nico Montoro,2000513279.0,10.15,10.15,10.15,10.15,9.3,9.3,10.15,10.15,9.42,9.42
Rulo,67196228.0,11.2,11.2,11.2,11.2,8.5,8.5,10.7,10.7,8.0,8.0
Ricki Alonso,2000444088.0,13.05,13.05,13.05,13.05,10.65,10.65,12.05,12.05,10.38,10.38
Lucas Suárez,67291632.0,12.9,12.9,12.9,12.9,10.5,10.5,12.3,12.3,10.42,10.42
Carlos Pérez,67277708.0,13.0,13.0,13.0,13.0,11.2,11.2,12.8,12.8,10.92,10.92
Migue Fernández,2000513270.0,10.9,10.9,10.9,10.9,9.9,9.9,9.8,9.8,9.08,9.08
Alejandro Preciado,76058677.0,11.7,11.7,11.7,11.7,11.6,11.6,11.8,11.8,11.33,11.33
Igor Larrazabal,2000201328.0,12.5,12.5,12.5,12.5,12.7,12.7,12.2,12.2,12.08,12.08
Víctor Manuel Miguélez,2000740958.0,6.75,6.75,6.75,6.75,4.5,4.5,6.75,6.75,5.04,5.04
Vojo Bešović,2000191918.0,10.1,10.1,10.1,10.1,10.1,10.1,9.8,9.8,10.42,10.42
Alberto Jiménez,2000712145.0,10.65,10.65,10.65,10.65,9.75,9.75,9.65,9.65,9.67,9.67
Gorka Merino,2000441525.0,8.3,8.3,8.3,8.3,9.2,9.2,8.7,8.7,8.71,8.71
Edgar Fernández,2000514789.0,6.4,6.4,6.4,6.4,5.3,5.3,6.4,6.4,6.17,6.17
Quique Refojos,2000514794.0,6.0,6.0,6.0,6.0,6.65,6.65,6.0,6.0,7.88,7.88
Sadio Halidou,2000680220.0,7.0,7.0,7.0,7.0,5.9,5.9,7.0,7.0,6.67,6.67
