Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Igor Cuesta,2000740950.0,5.25,5.88,0.0,4.92,7.5,3.0,9.75,8.25
Ryan Pole,76062797.0,0.0,11.12,11.5,12.08,0.0,0.0,0.0,0.0
Roberto Sukunza,2000202561.0,0.0,11.38,9.0,11.75,0.0,0.0,0.0,0.0
Nico Montoro,2000513279.0,0.0,12.38,10.0,11.92,0.0,0.0,0.0,0.0
Rulo,67196228.0,0.0,7.5,9.0,10.83,0.0,0.0,0.0,0.0
Ricki Alonso,2000444088.0,0.0,10.88,9.0,13.0,0.0,0.0,0.0,0.0
Lucas Suárez,67291632.0,0.0,11.25,5.5,10.67,0.0,0.0,0.0,0.0
Carlos Pérez,67277708.0,3.0,9.75,12.5,10.17,2.5,3.0,2.5,2.25
Migue Fernández,2000513270.0,0.0,10.5,14.5,8.5,0.0,0.0,0.0,0.0
Alejandro Preciado,76058677.0,0.0,11.75,11.0,11.33,0.0,0.0,0.0,0.0
Igor Larrazabal,2000201328.0,2.5,11.5,16.5,12.0,2.75,3.0,2.75,2.0
Víctor Manuel Miguélez,2000740958.0,0.0,4.12,7.75,8.08,0.0,0.0,0.0,0.0
Vojo Bešović,2000191918.0,0.0,11.12,9.0,7.17,0.0,0.0,0.0,0.0
Alberto Jiménez,2000712145.0,0.0,11.12,10.25,6.83,0.0,0.0,0.0,0.0
Gorka Merino,2000441525.0,0.0,14.12,7.0,5.92,0.0,0.0,0.0,0.0
Edgar Fernández,2000514789.0,0.0,5.0,9.5,11.0,0.0,0.0,0.0,0.0
Quique Refojos,2000514794.0,0.0,6.25,11.5,9.0,0.0,0.0,0.0,0.0
Sadio Halidou,2000680220.0,0.0,5.5,12.0,10.17,0.0,0.0,0.0,0.0
