Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Igor Cuesta,2000740950.0,3.25,3.25,3.3,2.8,2.8,4.4,4.15,3.25
Ryan Pole,76062797.0,10.0,7.8,11.9,10.0,10.0,7.35,8.95,11.15
Roberto Sukunza,2000202561.0,9.4,8.45,11.6,10.55,9.6,7.7,9.2,11.75
Nico Montoro,2000513279.0,10.0,8.6,12.2,11.8,10.95,8.2,9.55,12.25
Rulo,67196228.0,11.7,10.9,9.5,12.0,11.4,10.2,11.1,12.2
Ricki Alonso,2000444088.0,11.8,11.0,12.55,13.25,13.55,11.0,10.8,13.25
Lucas Suárez,67291632.0,13.1,11.7,9.6,12.8,13.0,11.9,13.0,11.6
Carlos Pérez,67277708.0,11.7,11.3,9.0,12.2,12.0,12.6,12.5,10.4
Migue Fernández,2000513270.0,9.4,9.2,7.6,9.6,10.3,11.3,11.5,8.5
Alejandro Preciado,76058677.0,9.1,9.3,9.8,11.0,10.5,10.0,11.2,10.3
Igor Larrazabal,2000201328.0,12.8,10.7,9.55,12.2,12.5,12.1,12.6,10.65
Víctor Manuel Miguélez,2000740958.0,8.4,6.7,7.9,9.15,9.15,5.35,4.65,9.55
Vojo Bešović,2000191918.0,10.0,8.35,10.15,10.8,11.2,9.25,9.4,8.9
Alberto Jiménez,2000712145.0,8.1,8.55,5.85,9.05,9.3,10.9,11.4,6.9
Gorka Merino,2000441525.0,8.0,6.7,9.75,9.3,9.5,7.3,7.8,8.15
Edgar Fernández,2000514789.0,8.5,6.4,10.2,8.8,8.8,6.0,4.7,10.5
Quique Refojos,2000514794.0,7.3,4.8,10.0,8.4,8.4,4.35,3.4,9.75
Sadio Halidou,2000680220.0,8.8,7.0,10.2,9.4,9.4,5.7,5.0,11.2
