Player,UID,DM,AM,BWM,HB,SV,RGA
Igor Cuesta,2000740950.0,3.0,2.35,2.35,3.3,3.15,3.25
Ryan Pole,76062797.0,11.65,11.55,11.55,11.9,10.65,7.8
Roberto Sukunza,2000202561.0,12.45,12.15,12.15,11.6,11.55,8.45
Nico Montoro,2000513279.0,12.95,12.9,12.9,12.2,11.2,8.6
Rulo,67196228.0,11.3,10.6,10.6,9.5,11.7,11.6
Ricki Alonso,2000444088.0,12.45,12.85,12.85,12.55,12.55,11.3
Lucas Suárez,67291632.0,10.3,10.2,10.2,9.6,11.0,12.9
Carlos Pérez,67277708.0,9.2,8.4,8.4,9.0,9.8,12.0
Migue Fernández,2000513270.0,6.4,6.7,6.7,7.6,7.6,9.9
Alejandro Preciado,76058677.0,9.1,9.6,9.6,9.8,8.2,9.6
Igor Larrazabal,2000201328.0,9.55,9.35,9.35,9.55,9.65,11.6
Víctor Manuel Miguélez,2000740958.0,9.25,8.45,8.45,7.9,8.35,6.7
Vojo Bešović,2000191918.0,6.75,8.1,8.1,10.15,8.65,8.25
Alberto Jiménez,2000712145.0,4.95,4.75,4.75,5.85,6.15,9.05
Gorka Merino,2000441525.0,7.3,8.15,8.15,9.75,8.3,6.7
Edgar Fernández,2000514789.0,10.8,11.6,11.6,10.2,10.3,6.4
Quique Refojos,2000514794.0,10.25,11.55,11.55,10.0,9.35,4.8
Sadio Halidou,2000680220.0,11.6,11.8,11.8,10.2,10.3,7.0
