Player,UID,AF,CF,DLF,F9,P,PF,TM
Igor Cuesta,2000740950.0,3.15,2.45,3.95,2.75,3.15,1.55,2.75
Ryan Pole,76062797.0,9.15,6.95,7.65,7.5,9.15,9.2,7.35
Roberto Sukunza,2000202561.0,9.4,7.8,8.3,7.85,9.4,8.85,9.5
Nico Montoro,2000513279.0,9.4,8.9,9.85,8.6,9.4,10.75,9.95
Rulo,67196228.0,8.7,8.5,10.4,10.1,8.7,8.0,8.1
Ricki Alonso,2000444088.0,9.65,11.4,11.5,10.4,9.65,11.55,10.5
Lucas Suárez,67291632.0,9.8,11.1,12.8,12.4,9.8,9.1,11.2
Carlos Pérez,67277708.0,11.4,11.0,11.7,11.9,11.4,11.1,9.9
Migue Fernández,2000513270.0,10.2,10.3,11.1,10.5,10.2,10.1,9.2
Alejandro Preciado,76058677.0,10.9,11.4,10.0,10.4,10.9,11.6,11.2
Igor Larrazabal,2000201328.0,13.4,11.2,12.5,11.7,13.4,12.1,10.7
Víctor Manuel Miguélez,2000740958.0,3.85,5.0,5.95,4.65,3.85,6.55,5.05
Vojo Bešović,2000191918.0,8.6,11.0,9.8,9.3,8.6,9.9,10.25
Alberto Jiménez,2000712145.0,9.45,10.4,12.0,10.9,9.45,9.2,10.45
Gorka Merino,2000441525.0,8.7,8.7,8.8,7.6,8.7,8.75,8.75
Edgar Fernández,2000514789.0,5.4,6.7,7.2,4.7,5.4,9.3,8.4
Quique Refojos,2000514794.0,5.4,6.7,5.6,3.4,5.4,9.85,8.3
Sadio Halidou,2000680220.0,5.7,6.5,6.6,5.0,5.7,9.2,7.5
