Player,UID,AMC,AP,T,SS,AM,EG
Igor Cuesta,2000740950.0,2.0,1.55,2.0,2.45,2.45,1.2
Ryan Pole,76062797.0,8.8,7.45,8.8,9.0,9.0,7.4
Roberto Sukunza,2000202561.0,9.45,8.0,9.45,9.25,9.25,7.95
Nico Montoro,2000513279.0,10.65,9.5,10.65,10.15,10.15,8.65
Rulo,67196228.0,11.6,10.8,11.6,10.7,11.2,9.9
Ricki Alonso,2000444088.0,13.95,13.45,13.95,12.05,13.05,12.05
Lucas Suárez,67291632.0,13.0,13.6,13.0,12.3,12.9,13.6
Carlos Pérez,67277708.0,12.0,12.8,12.0,12.8,13.0,12.2
Migue Fernández,2000513270.0,10.5,11.3,10.5,9.8,10.9,11.1
Alejandro Preciado,76058677.0,12.0,11.8,12.0,11.8,11.7,11.5
Igor Larrazabal,2000201328.0,12.3,12.9,12.3,12.2,12.5,12.5
Víctor Manuel Miguélez,2000740958.0,7.55,7.05,7.55,6.75,6.75,4.55
Vojo Bešović,2000191918.0,10.8,11.45,10.8,9.8,10.1,12.1
Alberto Jiménez,2000712145.0,10.6,11.6,10.6,9.65,10.65,11.85
Gorka Merino,2000441525.0,8.7,9.35,8.7,8.7,8.3,10.65
Edgar Fernández,2000514789.0,7.7,6.7,7.7,6.4,6.4,4.1
Quique Refojos,2000514794.0,7.6,6.85,7.6,6.0,6.0,4.65
Sadio Halidou,2000680220.0,8.3,7.2,8.3,7.0,7.0,4.4
