Player,UID,CD,BPD,NNCB,Lib
Juanma,2000199335.0,7.05,7.4,7.05,6.95
Javier,2000664676.0,11.6,11.5,11.6,10.1
Rafa Marín,2000051886.0,12.75,12.4,12.9,9.7
Rodrigo Tarín,67183258.0,12.3,12.6,11.8,12.5
Arnau Solà,67296656.0,11.55,11.9,11.75,11.35
Enrique Pedraza,2000194016.0,13.0,12.25,12.15,10.75
Nassim Ramdane,2000572058.0,7.2,8.0,7.6,9.0
Eneko Pérez,2000441528.0,12.1,10.8,12.1,9.3
Gerardo Rodríguez,2000631751.0,8.0,8.35,7.65,9.5
Yassin Fekir,48036660.0,7.5,7.95,7.7,9.9
Juan Dinenno,14083720.0,10.1,9.6,9.1,10.1
Antoni,2000742548.0,3.7,4.05,3.7,3.05
Iago Fernández,2000052986.0,8.4,8.2,8.1,9.2
Cristóbal Guillén,2000438353.0,4.2,4.4,4.4,5.35
Julio Martín,2000679715.0,4.6,4.7,4.6,5.35
Joshua Ballesté,2000633082.0,7.65,8.35,6.55,8.9
Julio,2000197814.0,9.2,8.7,8.7,9.0
Eugeni,67169241.0,8.8,9.9,8.2,11.9
Paulo Barros,2000191478.0,3.55,4.15,3.95,5.9
Martín Lapeña,67256868.0,7.7,8.8,7.25,10.55
Mohammed Ali,2000633472.0,4.0,4.6,3.5,5.0
Dani García,219036.0,6.75,6.95,7.25,7.45
Laurent Bour,2000570944.0,12.2,10.8,12.1,7.0
