Player,UID,WM,W,DW,IW,IF,WG
Juanma,2000199335.0,7.05,6.35,7.35,7.95,6.65,6.42
Javier,2000664676.0,9.55,9.45,10.4,9.1,9.3,9.79
Rafa Marín,2000051886.0,8.45,8.4,9.85,8.3,7.9,9.67
Rodrigo Tarín,67183258.0,11.4,9.65,12.7,11.6,11.25,10.12
Arnau Solà,67296656.0,11.3,11.4,11.9,11.35,11.1,11.42
Enrique Pedraza,2000194016.0,9.1,8.75,11.0,9.65,9.6,9.67
Nassim Ramdane,2000572058.0,9.8,11.8,8.0,11.0,10.9,11.33
Eneko Pérez,2000441528.0,8.8,8.8,10.0,9.0,8.6,9.42
Gerardo Rodríguez,2000631751.0,10.95,12.65,9.2,12.0,11.75,11.88
Yassin Fekir,48036660.0,11.4,11.25,9.15,12.1,11.8,10.21
Juan Dinenno,14083720.0,11.4,11.8,9.9,12.3,12.5,12.17
Antoni,2000742548.0,2.65,3.25,3.35,3.6,3.6,3.29
Iago Fernández,2000052986.0,9.25,9.2,9.3,9.65,9.05,8.58
Cristóbal Guillén,2000438353.0,9.15,11.85,4.65,9.15,8.65,10.92
Julio Martín,2000679715.0,10.7,12.65,6.2,10.75,11.65,11.96
Joshua Ballesté,2000633082.0,10.4,10.75,8.2,10.8,10.1,10.58
Julio,2000197814.0,10.9,10.7,10.2,10.5,10.3,10.08
Eugeni,67169241.0,10.6,9.5,9.6,11.5,10.8,9.08
Paulo Barros,2000191478.0,8.75,11.15,4.0,9.85,9.15,10.54
Martín Lapeña,67256868.0,10.8,11.55,9.35,12.65,12.3,10.96
Mohammed Ali,2000633472.0,9.6,11.5,4.7,8.9,9.9,10.67
Dani García,219036.0,9.55,10.7,7.25,10.6,11.3,10.25
Laurent Bour,2000570944.0,7.6,7.7,8.8,6.7,6.7,8.75
