Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Juanma,2000199335.0,14.25,10.62,10.0,11.17,13.5,1.0,13.0,8.5
Javier,2000664676.0,4.25,11.5,15.25,12.42,2.75,2.5,3.75,2.5
Rafa Marín,2000051886.0,2.5,10.75,12.25,10.33,2.25,2.0,2.0,3.0
Rodrigo Tarín,67183258.0,2.25,9.38,8.5,11.75,3.25,2.5,2.5,2.75
Arnau Solà,67296656.0,3.75,13.5,12.5,11.92,2.25,2.5,2.0,2.0
Enrique Pedraza,2000194016.0,4.0,13.0,10.0,12.33,2.25,2.5,2.5,2.25
Nassim Ramdane,2000572058.0,3.0,11.75,14.0,8.5,1.0,2.0,1.0,2.5
Eneko Pérez,2000441528.0,3.0,11.75,10.0,12.83,3.0,5.0,2.0,3.25
Gerardo Rodríguez,2000631751.0,3.25,10.88,14.0,10.83,2.5,3.0,2.75,1.5
Yassin Fekir,48036660.0,2.25,8.88,11.75,11.08,2.5,1.5,3.0,3.0
Juan Dinenno,14083720.0,1.5,8.75,9.5,13.33,2.25,3.0,3.5,3.5
Antoni,2000742548.0,8.25,4.25,12.0,5.42,6.75,18.0,11.5,8.25
Iago Fernández,2000052986.0,0.0,11.25,13.5,10.92,0.0,0.0,0.0,0.0
Cristóbal Guillén,2000438353.0,0.0,11.75,15.5,6.67,0.0,0.0,0.0,0.0
Julio Martín,2000679715.0,0.0,13.38,11.5,7.5,0.0,0.0,0.0,0.0
Joshua Ballesté,2000633082.0,3.25,10.0,12.5,9.92,3.0,2.5,3.5,4.25
Julio,2000197814.0,4.5,11.75,13.0,11.5,3.0,2.5,3.0,1.5
Eugeni,67169241.0,0.0,6.5,7.0,11.5,0.0,0.0,0.0,0.0
Paulo Barros,2000191478.0,0.0,11.38,15.5,5.75,0.0,0.0,0.0,0.0
Martín Lapeña,67256868.0,3.5,9.88,14.0,10.67,2.75,2.5,2.5,2.75
Mohammed Ali,2000633472.0,0.0,11.75,16.0,7.17,0.0,0.0,0.0,0.0
Dani García,219036.0,0.0,11.5,13.0,10.17,0.0,0.0,0.0,0.0
Laurent Bour,2000570944.0,0.0,12.0,13.0,13.17,0.0,0.0,0.0,0.0
