Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Juanma,2000199335.0,9.05,8.4,8.05,8.1,9.35,8.9,8.7,8.8
Javier,2000664676.0,10.2,9.85,11.4,10.35,10.65,9.2,9.3,11.4
Rafa Marín,2000051886.0,9.6,8.9,11.3,9.35,9.3,8.9,8.75,10.35
Rodrigo Tarín,67183258.0,12.75,11.7,11.65,12.7,12.95,11.35,10.9,13.1
Arnau Solà,67296656.0,11.45,11.55,12.15,11.9,12.05,11.0,11.45,12.2
Enrique Pedraza,2000194016.0,11.2,9.9,11.45,10.85,11.0,9.0,9.75,11.35
Nassim Ramdane,2000572058.0,10.0,10.0,8.2,10.3,9.8,11.3,11.6,8.6
Eneko Pérez,2000441528.0,9.4,9.0,11.5,9.7,9.7,8.7,9.3,10.6
Gerardo Rodríguez,2000631751.0,11.05,10.6,9.3,11.7,11.65,10.8,11.8,10.35
Yassin Fekir,48036660.0,11.45,11.55,9.6,11.55,11.5,12.95,12.35,10.15
Juan Dinenno,14083720.0,11.9,11.5,10.0,12.2,11.6,11.9,11.8,11.1
Antoni,2000742548.0,4.55,4.35,3.6,4.35,4.35,4.65,4.4,4.95
Iago Fernández,2000052986.0,9.95,8.85,9.4,10.45,10.45,8.65,9.85,11.05
Cristóbal Guillén,2000438353.0,6.65,6.85,6.0,7.8,7.4,9.85,9.85,5.5
Julio Martín,2000679715.0,8.6,7.45,7.5,10.95,10.15,9.55,10.3,8.0
Joshua Ballesté,2000633082.0,10.75,9.85,7.45,10.5,10.6,11.7,11.3,9.25
Julio,2000197814.0,10.4,9.8,10.7,11.0,11.3,9.6,10.1,11.2
Eugeni,67169241.0,12.7,12.8,8.3,11.0,11.4,12.8,12.1,10.4
Paulo Barros,2000191478.0,7.7,7.2,5.1,8.1,8.1,10.2,11.05,5.65
Martín Lapeña,67256868.0,11.25,11.25,8.25,11.2,11.55,12.1,12.9,10.4
Mohammed Ali,2000633472.0,7.0,6.8,5.1,8.4,7.9,9.5,10.4,6.5
Dani García,219036.0,9.5,9.0,8.95,9.8,9.6,10.4,10.4,8.65
Laurent Bour,2000570944.0,8.4,6.0,11.5,7.8,7.8,6.8,7.7,9.6
