Player,UID,AF,CF,DLF,F9,P,PF,TM
Juanma,2000199335.0,7.4,6.8,8.8,7.65,7.4,7.65,7.35
Javier,2000664676.0,9.9,9.6,10.25,9.1,9.9,10.0,10.3
Rafa Marín,2000051886.0,9.45,9.15,9.9,8.15,9.45,10.3,10.95
Rodrigo Tarín,67183258.0,9.45,11.3,11.8,10.95,9.45,9.8,11.2
Arnau Solà,67296656.0,10.95,10.95,11.4,11.3,10.95,11.55,11.4
Enrique Pedraza,2000194016.0,9.25,9.65,10.3,9.1,9.25,9.2,10.95
Nassim Ramdane,2000572058.0,12.0,10.0,10.6,11.0,12.0,10.8,9.6
Eneko Pérez,2000441528.0,9.7,7.9,9.0,8.3,9.7,9.7,9.3
Gerardo Rodríguez,2000631751.0,10.95,10.1,10.4,11.4,10.95,10.95,9.55
Yassin Fekir,48036660.0,11.25,11.35,11.85,12.2,11.25,11.2,10.1
Juan Dinenno,14083720.0,11.6,12.7,12.0,11.9,11.6,11.8,12.8
Antoni,2000742548.0,5.25,2.6,4.05,3.25,5.25,4.25,2.95
Iago Fernández,2000052986.0,9.2,6.9,8.75,8.35,9.2,8.1,6.4
Cristóbal Guillén,2000438353.0,11.35,8.55,9.45,9.25,11.35,9.95,8.2
Julio Martín,2000679715.0,10.95,9.65,10.4,9.9,10.95,11.8,10.25
Joshua Ballesté,2000633082.0,10.4,10.0,10.9,10.6,10.4,9.5,10.15
Julio,2000197814.0,10.2,8.9,9.7,9.9,10.2,10.3,8.9
Eugeni,67169241.0,9.1,11.5,12.9,12.8,9.1,8.7,11.1
Paulo Barros,2000191478.0,11.8,8.55,9.95,9.8,11.8,9.65,8.35
Martín Lapeña,67256868.0,12.7,11.55,11.25,12.1,12.7,10.95,10.4
Mohammed Ali,2000633472.0,12.3,9.0,9.6,9.6,12.3,10.5,10.2
Dani García,219036.0,11.8,10.8,10.8,10.2,11.8,11.7,10.4
Laurent Bour,2000570944.0,9.2,6.7,7.8,6.2,9.2,9.9,9.7
