Player,UID,AMC,AP,T,SS,AM,EG
Juanma,2000199335.0,8.85,8.0,8.85,6.65,7.95,6.7
Javier,2000664676.0,9.95,9.3,9.95,9.3,9.1,9.1
Rafa Marín,2000051886.0,8.6,8.0,8.6,7.9,8.3,7.4
Rodrigo Tarín,67183258.0,12.1,11.9,12.1,11.25,11.6,11.0
Arnau Solà,67296656.0,11.7,11.4,11.7,11.1,11.35,11.4
Enrique Pedraza,2000194016.0,10.8,9.75,10.8,9.6,9.65,9.45
Nassim Ramdane,2000572058.0,10.1,11.0,10.1,10.9,11.0,11.6
Eneko Pérez,2000441528.0,9.1,8.6,9.1,8.6,9.0,7.9
Gerardo Rodríguez,2000631751.0,11.85,12.55,11.85,11.75,12.0,12.55
Yassin Fekir,48036660.0,11.5,12.0,11.5,11.8,12.1,11.7
Juan Dinenno,14083720.0,12.6,12.5,12.6,12.5,12.3,11.7
Antoni,2000742548.0,3.25,2.65,3.25,3.6,3.6,1.6
Iago Fernández,2000052986.0,10.55,10.05,10.55,9.05,9.65,9.2
Cristóbal Guillén,2000438353.0,8.75,9.95,8.75,8.65,9.15,10.85
Julio Martín,2000679715.0,11.35,12.75,11.35,11.65,10.75,12.4
Joshua Ballesté,2000633082.0,10.95,11.65,10.95,10.1,10.8,10.95
Julio,2000197814.0,11.1,10.5,11.1,10.3,10.5,10.0
Eugeni,67169241.0,11.7,12.1,11.7,10.8,11.5,11.5
Paulo Barros,2000191478.0,9.45,10.5,9.45,9.15,9.85,11.25
Martín Lapeña,67256868.0,11.55,11.85,11.55,12.3,12.65,12.15
Mohammed Ali,2000633472.0,9.0,9.8,9.0,9.9,8.9,10.1
Dani García,219036.0,10.6,10.6,10.6,11.3,10.6,10.8
Laurent Bour,2000570944.0,7.4,6.1,7.4,6.7,6.7,5.6
