Player,UID,FB,WB,IWB,CWB,NNFB
Gregor Kobel,98040383.0,9.6,6.45,9.35,7.35,9.65
César Ramírez,2000194011.0,13.5,11.3,13.0,11.62,12.95
Isak Amundsen,53178292.0,13.25,11.45,12.55,11.42,13.5
Dušan Stojinović,62218369.0,12.35,11.85,12.25,11.62,12.25
Lucas Forsberg,93141098.0,13.0,11.95,12.25,11.85,11.75
Oier Zarraga,67260201.0,13.05,12.5,12.6,12.62,12.95
Óscar Melendo,67214687.0,11.3,11.7,11.7,12.38,10.05
Francisco Conceição,83261140.0,9.9,11.05,10.6,11.92,10.35
Brais Méndez,67199158.0,10.8,11.35,11.3,12.46,9.2
Jorge De Frutos,67231100.0,10.95,11.15,10.3,11.27,10.0
David,2000441683.0,9.95,10.6,10.4,11.35,8.6
Chumi,95036003.0,12.5,10.3,12.4,10.54,13.05
Cezary Miszta,96122113.0,10.65,7.75,10.9,8.69,10.35
Matías Vargas,14141967.0,11.3,12.1,11.8,12.85,11.1
0,29236380.0,11.9,12.3,10.2,12.0,10.6
Rami Hajal,93099931.0,10.25,10.25,10.85,10.96,9.6
Guillem Molina,67260507.0,13.15,11.2,12.25,10.85,12.45
Toni Herrero,67277687.0,13.6,13.2,13.1,13.0,13.2
Miguel Menino,83320117.0,11.65,12.35,11.35,12.58,10.95
Tymoteusz Puchacz,96086694.0,12.05,12.1,11.45,11.96,12.0
Carlos,2000202592.0,13.1,11.9,12.55,11.27,12.45
Noé Blasco,2000440885.0,10.9,11.7,10.8,12.38,9.5
Josep,2000513274.0,13.45,12.9,11.85,12.0,13.15
José Luis Ruano,2000572819.0,11.5,12.05,10.8,12.46,10.75
