Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Gregor Kobel,98040383.0,11.8,9.5,10.7,10.35,11.1,10.0,9.75,10.55
César Ramírez,2000194011.0,13.8,12.35,13.35,13.75,13.8,12.0,12.5,14.2
Isak Amundsen,53178292.0,12.05,11.1,13.4,11.9,12.3,10.95,11.3,12.85
Dušan Stojinović,62218369.0,11.65,11.65,12.05,11.7,11.6,11.6,11.55,12.15
Lucas Forsberg,93141098.0,11.6,11.6,11.7,11.8,11.85,11.55,11.45,12.25
Oier Zarraga,67260201.0,12.8,12.25,13.4,13.2,13.3,12.6,12.55,12.95
Óscar Melendo,67214687.0,13.85,14.1,10.9,13.5,13.5,14.55,14.8,12.35
Francisco Conceição,83261140.0,12.3,12.75,10.75,12.25,12.2,13.6,13.75,10.95
Brais Méndez,67199158.0,13.9,13.95,10.2,14.25,14.1,14.9,14.05,12.6
Jorge De Frutos,67231100.0,11.5,11.6,10.7,11.55,11.3,12.6,12.45,10.95
David,2000441683.0,13.05,12.25,9.4,12.65,12.9,13.65,14.75,11.15
Chumi,95036003.0,12.0,10.75,12.85,11.35,12.0,10.3,10.4,12.4
Cezary Miszta,96122113.0,12.4,11.05,11.1,12.4,12.35,10.35,10.6,12.25
Matías Vargas,14141967.0,14.1,14.05,12.0,13.95,14.05,15.1,14.75,12.35
0,29236380.0,11.3,10.5,11.0,11.8,11.4,11.7,12.3,10.9
Rami Hajal,93099931.0,12.65,12.6,10.1,12.15,12.65,13.25,13.7,11.25
Guillem Molina,67260507.0,11.1,11.05,11.85,11.2,11.1,10.05,10.9,12.15
Toni Herrero,67277687.0,13.0,12.8,13.1,13.0,12.9,12.6,12.6,13.2
Miguel Menino,83320117.0,12.6,12.65,11.35,12.9,12.6,13.6,13.75,11.9
Tymoteusz Puchacz,96086694.0,11.25,11.5,12.2,11.6,11.75,12.0,11.95,11.7
Carlos,2000202592.0,11.2,10.55,12.05,11.2,11.45,10.75,11.1,12.5
Noé Blasco,2000440885.0,12.3,12.6,10.1,12.5,12.4,13.4,13.8,11.1
Josep,2000513274.0,11.5,10.85,13.05,12.1,11.9,10.85,11.8,12.25
José Luis Ruano,2000572819.0,11.25,11.45,10.4,11.95,11.7,11.55,12.55,10.75
