Player,UID,AF,CF,DLF,F9,P,PF,TM
Gregor Kobel,98040383.0,9.3,8.55,11.0,8.5,9.3,9.25,10.1
César Ramírez,2000194011.0,11.65,11.6,12.7,11.95,11.65,11.9,11.85
Isak Amundsen,53178292.0,11.9,11.0,11.9,11.05,11.9,12.25,12.2
Dušan Stojinović,62218369.0,11.6,11.25,11.7,11.25,11.6,11.45,11.8
Lucas Forsberg,93141098.0,11.9,10.25,11.55,10.9,11.9,11.85,10.9
Oier Zarraga,67260201.0,12.65,12.9,12.75,12.15,12.65,13.55,12.1
Óscar Melendo,67214687.0,13.5,12.3,14.1,14.65,13.5,11.85,11.6
Francisco Conceição,83261140.0,13.2,12.45,13.1,13.6,13.2,12.05,10.9
Brais Méndez,67199158.0,12.65,13.15,13.75,14.2,12.65,12.0,12.15
Jorge De Frutos,67231100.0,13.0,11.35,12.0,12.25,13.0,12.65,10.85
David,2000441683.0,13.7,11.95,13.95,13.9,13.7,11.15,12.2
Chumi,95036003.0,10.05,10.5,11.3,9.85,10.05,10.9,10.95
Cezary Miszta,96122113.0,9.65,9.55,10.7,9.45,9.65,9.5,10.25
Matías Vargas,14141967.0,14.35,13.0,14.2,14.55,14.35,13.3,11.6
Ricky-Jade Jones,29236380.0,14.7,11.8,12.2,11.6,14.7,14.0,12.2
Rami Hajal,93099931.0,12.5,12.75,13.15,13.3,12.5,12.0,11.85
Guillem Molina,67260507.0,10.85,10.6,10.65,9.5,10.85,11.2,11.1
Toni Herrero,67277687.0,12.8,11.7,12.4,12.5,12.8,12.6,11.5
Miguel Menino,83320117.0,13.8,12.5,13.3,13.65,13.8,12.55,12.2
Tymoteusz Puchacz,96086694.0,12.6,11.45,12.2,12.0,12.6,12.75,12.0
Carlos,2000202592.0,12.05,10.25,11.5,10.1,12.05,11.85,10.75
Noé Blasco,2000440885.0,12.6,11.9,12.4,13.6,12.6,11.8,11.6
Josep,2000513274.0,12.65,9.7,11.55,11.1,12.65,12.8,10.3
José Luis Ruano,2000572819.0,12.65,11.15,11.25,12.05,12.65,12.05,10.85
