Match,Player,UID
#GK,Gregor Kobel,98040383
#GK,Cezary Miszta,96122113
#DR,César Ramírez,2000194011
#DR,Isak Amundsen,53178292
#DR,Lucas Forsberg,93141098
#DR,Chumi,95036003
#DR,Guillem Molina,67260507
#DC,César Ramírez,2000194011
#DC,Isak Amundsen,53178292
#DC,Dušan Stojinović,62218369
#DC,Chumi,95036003
#DC,Guillem Molina,67260507
#DC,Toni Herrero,67277687
#DC,Carlos,2000202592
#DL,Lucas Forsberg,93141098
#DL,Toni Herrero,67277687
#DL,Tymoteusz Puchacz,96086694
#DL,Josep,2000513274
#WBR,César Ramírez,2000194011
#WBR,Lucas Forsberg,93141098
#DM,César Ramírez,2000194011
#DM,Chumi,95036003
#DM,Carlos,2000202592
#WBL,Toni Herrero,67277687
#WBL,Tymoteusz Puchacz,96086694
#WBL,Josep,2000513274
#MR,Oier Zarraga,67260201
#MR,Óscar Melendo,67214687
#MR,Francisco Conceição,83261140
#MR,Brais Méndez,67199158
#MR,Jorge De Frutos,67231100
#MR,Miguel Menino,83320117
#MC,Oier Zarraga,67260201
#MC,Óscar Melendo,67214687
#MC,Brais Méndez,67199158
#MC,Rami Hajal,93099931
#MC,Carlos,2000202592
#ML,Francisco Conceição,83261140
#ML,Jorge De Frutos,67231100
#ML,Matías Vargas,14141967
#ML,Noé Blasco,2000440885
#AMR,Oier Zarraga,67260201
#AMR,Óscar Melendo,67214687
#AMR,Francisco Conceição,83261140
#AMR,Jorge De Frutos,67231100
#AMR,Ricky-Jade Jones,29236380
#AMR,Miguel Menino,83320117
#AMR,Tymoteusz Puchacz,96086694
#AMR,Noé Blasco,2000440885
#AMC,Oier Zarraga,67260201
#AMC,Óscar Melendo,67214687
#AMC,Brais Méndez,67199158
#AMC,David,2000441683
#AMC,Matías Vargas,14141967
#AMC,Rami Hajal,93099931
#AML,Francisco Conceição,83261140
#AML,Jorge De Frutos,67231100
#AML,Matías Vargas,14141967
#AML,Ricky-Jade Jones,29236380
#AML,Miguel Menino,83320117
#AML,Tymoteusz Puchacz,96086694
#AML,Noé Blasco,2000440885
#AML,José Luis Ruano,2000572819
#STC,David,2000441683
#STC,Ricky-Jade Jones,29236380
#STC,José Luis Ruano,2000572819
