Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Gregor Kobel,98040383.0,17.0,12.0,6.5,14.5,10.0,9.0,7.17,12.75,14.5,5.25,14.0,11.62,10.2,10.67,12.25,12.5,3.0,10.0,12.75,4.17,2.0
César Ramírez,2000194011.0,9.0,14.0,10.0,12.0,12.5,13.33,11.33,16.5,12.0,11.75,12.5,11.62,13.0,12.0,12.0,16.67,8.5,13.5,13.25,10.17,13.0
Isak Amundsen,53178292.0,14.0,12.33,13.0,12.0,11.5,11.83,10.5,13.0,12.0,10.0,12.75,13.62,11.5,12.67,13.5,13.67,5.0,11.0,15.5,10.67,12.0
Dušan Stojinović,62218369.0,14.0,11.67,14.0,12.75,10.25,10.0,10.5,11.5,12.75,9.75,12.75,11.5,10.4,12.83,12.25,12.0,12.0,10.75,12.0,8.67,13.0
Lucas Forsberg,93141098.0,15.0,12.0,6.0,11.5,10.5,10.17,10.33,11.75,11.5,8.5,12.25,11.0,10.7,11.67,14.38,12.17,11.0,11.25,11.25,6.5,11.0
Oier Zarraga,67260201.0,7.0,13.5,14.0,12.75,13.0,13.0,12.0,13.25,12.75,12.0,12.0,14.88,13.3,11.83,13.62,13.17,12.0,13.0,12.75,11.33,11.5
Óscar Melendo,67214687.0,6.0,14.33,7.0,12.0,14.5,14.17,14.5,13.5,12.0,14.5,12.75,11.12,14.3,9.5,14.5,13.67,16.0,15.0,12.0,11.0,7.0
Francisco Conceição,83261140.0,5.0,10.83,7.0,11.0,15.25,14.0,14.17,10.25,11.0,15.5,12.25,14.38,12.6,8.67,13.5,10.67,13.5,14.75,11.25,13.17,5.0
Brais Méndez,67199158.0,10.0,13.33,9.0,11.5,16.75,14.33,16.0,15.5,11.5,14.25,11.75,10.25,14.2,9.17,12.25,14.33,15.0,16.25,9.0,15.0,6.5
Jorge De Frutos,67231100.0,6.0,12.5,7.0,9.75,11.75,12.67,11.83,12.25,9.75,12.0,12.75,12.62,12.6,8.5,13.88,12.33,14.5,11.5,10.5,10.33,8.0
David,2000441683.0,9.0,13.67,11.0,13.75,12.5,12.5,12.0,14.25,13.75,15.0,11.25,10.25,13.3,11.0,14.88,13.5,13.0,14.25,13.25,9.5,3.5
Chumi,95036003.0,14.0,11.67,13.0,13.0,11.5,11.33,9.0,12.0,13.0,8.25,12.5,13.38,11.2,13.0,11.75,12.33,4.5,11.0,12.75,8.17,13.0
Cezary Miszta,96122113.0,18.5,10.5,6.0,12.5,10.75,10.67,9.33,11.5,12.5,7.25,13.5,11.5,9.8,9.17,11.0,12.5,7.5,13.0,9.5,6.0,1.5
Matías Vargas,14141967.0,5.0,14.0,6.0,14.25,15.5,13.83,15.33,12.75,14.25,15.5,13.75,14.0,14.1,10.83,14.5,12.83,15.0,15.5,11.5,13.33,4.0
0,29236380.0,14.0,11.0,9.0,11.5,11.0,12.33,10.0,12.5,11.5,13.5,12.0,13.25,11.8,10.33,15.75,12.0,14.0,11.5,13.0,12.67,8.0
Rami Hajal,93099931.0,12.0,13.17,11.0,8.0,13.5,14.5,12.83,13.0,8.0,13.5,11.0,10.88,14.1,7.0,13.38,12.83,12.0,14.0,12.0,13.33,6.0
Guillem Molina,67260507.0,13.0,10.33,14.0,10.75,9.5,11.17,7.0,12.0,10.75,6.5,10.5,11.25,10.5,12.17,14.5,12.0,11.0,9.5,12.0,8.67,14.0
Toni Herrero,67277687.0,11.0,12.67,10.0,13.5,12.5,13.33,12.33,12.5,13.5,13.0,13.5,12.75,12.6,13.33,13.25,13.33,12.0,12.5,11.5,10.33,13.0
Miguel Menino,83320117.0,9.0,12.67,11.0,12.25,13.5,13.5,13.67,12.25,12.25,15.0,12.25,12.12,12.7,10.83,14.25,13.17,14.0,13.5,13.0,12.0,8.0
Tymoteusz Puchacz,96086694.0,12.0,11.5,11.0,11.25,10.75,11.67,12.17,12.25,11.25,9.5,11.75,14.25,11.8,10.83,15.25,11.67,10.5,11.25,14.75,10.17,10.0
Carlos,2000202592.0,13.0,11.17,9.0,13.75,8.0,13.33,7.5,11.75,13.75,8.0,12.75,10.75,12.0,13.5,13.75,12.33,8.5,9.0,13.25,6.67,16.0
Noé Blasco,2000440885.0,10.0,13.33,8.0,8.0,14.0,12.33,15.67,12.0,8.0,15.5,8.5,10.75,12.8,8.0,14.25,12.33,14.0,16.0,11.0,11.33,7.0
Josep,2000513274.0,10.0,11.33,8.0,11.25,8.5,11.83,9.67,13.5,11.25,10.5,10.5,13.0,11.5,11.83,15.5,13.0,12.0,10.5,15.0,7.0,13.0
José Luis Ruano,2000572819.0,10.0,9.33,12.0,9.0,13.75,12.5,13.17,10.0,9.0,14.75,8.5,10.88,10.9,10.0,15.25,10.33,11.0,14.75,11.0,11.0,4.5
