Player,UID,AMC,AP,T,SS,AM,EG
Gregor Kobel,98040383.0,10.1,9.2,10.1,8.0,8.9,8.15
César Ramírez,2000194011.0,13.05,12.25,13.05,12.55,12.7,11.25
Isak Amundsen,53178292.0,11.45,10.85,11.45,11.1,11.2,10.75
Dušan Stojinović,62218369.0,11.5,10.7,11.5,11.0,11.4,10.6
Lucas Forsberg,93141098.0,11.8,11.0,11.8,10.7,11.4,10.5
Oier Zarraga,67260201.0,13.05,13.35,13.05,12.5,12.9,12.95
Óscar Melendo,67214687.0,13.85,14.05,13.85,13.2,14.1,14.25
Francisco Conceição,83261140.0,12.65,13.35,12.65,13.4,13.45,14.1
Brais Méndez,67199158.0,14.45,14.95,14.45,14.2,14.35,13.95
Jorge De Frutos,67231100.0,12.1,12.3,12.1,12.0,12.1,12.3
David,2000441683.0,12.5,12.9,12.5,12.7,13.5,13.5
Chumi,95036003.0,11.05,10.55,11.05,9.95,10.5,9.95
Cezary Miszta,96122113.0,11.85,10.65,11.85,10.55,10.9,9.85
Matías Vargas,14141967.0,14.15,14.65,14.15,14.05,14.55,14.9
Ricky-Jade Jones,29236380.0,11.8,12.2,11.8,12.8,12.3,12.5
Rami Hajal,93099931.0,13.2,13.5,13.2,12.95,13.45,13.4
Guillem Molina,67260507.0,10.95,10.05,10.95,9.9,10.1,9.25
Toni Herrero,67277687.0,12.6,12.4,12.6,12.5,12.8,12.4
Miguel Menino,83320117.0,12.5,12.8,12.5,13.2,13.4,13.35
Tymoteusz Puchacz,96086694.0,11.85,11.95,11.85,11.3,11.55,12.1
Carlos,2000202592.0,10.75,10.75,10.75,10.55,10.95,10.55
Noé Blasco,2000440885.0,12.6,13.1,12.6,12.5,13.1,13.4
Josep,2000513274.0,11.75,11.45,11.75,10.9,11.6,11.45
José Luis Ruano,2000572819.0,11.6,12.1,11.6,12.2,12.25,12.8
