Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Gregor Kobel,98040383.0,8.9,8.9,8.9,8.9,7.65,7.65,8.0,8.0,8.33,8.33
César Ramírez,2000194011.0,12.7,12.7,12.7,12.7,11.05,11.05,12.55,12.55,10.79,10.79
Isak Amundsen,53178292.0,11.2,11.2,11.2,11.2,11.3,11.3,11.1,11.1,11.67,11.67
Dušan Stojinović,62218369.0,11.4,11.4,11.4,11.4,10.75,10.75,11.0,11.0,11.29,11.29
Lucas Forsberg,93141098.0,11.4,11.4,11.4,11.4,11.2,11.2,10.7,10.7,11.08,11.08
Oier Zarraga,67260201.0,12.9,12.9,12.9,12.9,13.1,13.1,12.5,12.5,12.67,12.67
Óscar Melendo,67214687.0,14.1,14.1,14.1,14.1,13.7,13.7,13.2,13.2,12.5,12.5
Francisco Conceição,83261140.0,13.45,13.45,13.45,13.45,13.15,13.15,13.4,13.4,11.96,11.96
Brais Méndez,67199158.0,14.35,14.35,14.35,14.35,13.25,13.25,14.2,14.2,12.62,12.62
Jorge De Frutos,67231100.0,12.1,12.1,12.1,12.1,13.05,13.05,12.0,12.0,11.96,11.96
David,2000441683.0,13.5,13.5,13.5,13.5,12.6,12.6,12.7,12.7,12.17,12.17
Chumi,95036003.0,10.5,10.5,10.5,10.5,9.45,9.45,9.95,9.95,10.12,10.12
Cezary Miszta,96122113.0,10.9,10.9,10.9,10.9,8.6,8.6,10.55,10.55,9.21,9.21
Matías Vargas,14141967.0,14.55,14.55,14.55,14.55,14.3,14.3,14.05,14.05,12.83,12.83
Ricky-Jade Jones,29236380.0,12.3,12.3,12.3,12.3,13.7,13.7,12.8,12.8,13.33,13.33
Rami Hajal,93099931.0,13.45,13.45,13.45,13.45,12.35,12.35,12.95,12.95,12.21,12.21
Guillem Molina,67260507.0,10.1,10.1,10.1,10.1,9.45,9.45,9.9,9.9,10.12,10.12
Toni Herrero,67277687.0,12.8,12.8,12.8,12.8,12.8,12.8,12.5,12.5,12.42,12.42
Miguel Menino,83320117.0,13.4,13.4,13.4,13.4,13.65,13.65,13.2,13.2,13.04,13.04
Tymoteusz Puchacz,96086694.0,11.55,11.55,11.55,11.55,13.15,13.15,11.3,11.3,12.88,12.88
Carlos,2000202592.0,10.95,10.95,10.95,10.95,10.9,10.9,10.55,10.55,10.92,10.92
Noé Blasco,2000440885.0,13.1,13.1,13.1,13.1,13.4,13.4,12.5,12.5,12.67,12.67
Josep,2000513274.0,11.6,11.6,11.6,11.6,12.75,12.75,10.9,10.9,12.12,12.12
José Luis Ruano,2000572819.0,12.25,12.25,12.25,12.25,12.95,12.95,12.2,12.2,12.62,12.62
